Input	Output
jar : b v a a ; glass : b y ; glass : d f f d ; SEPARATE shift first glass before last glass	jar : b v a a ; glass : b y ; glass : d f f d ;
vessel : h p h ; beaker : a r b a r b ; urn : o ; vessel : m ; SEPARATE double urn	vessel : h p h ; beaker : a r b a r b ; urn : o o ; vessel : m ;
bottle : f e ; decanter : o o h ; bottle : c c ; bottle : p f p ; SEPARATE create urn	bottle : f e ; decanter : o o h ; bottle : c c ; bottle : p f p ; urn : _ ;
bottle : o b y b ; burette : g g ; SEPARATE shift burette after bottle	bottle : o b y b ; burette : g g ;
glass : g ; canister : b m f f m ; mug : d ; glass : h ; SEPARATE empty mug	glass : g ; canister : b m f f m ; mug : _ ; glass : h ;
urn : b d c ; burette : r h r c h ; SEPARATE create decanter	urn : b d c ; burette : r h r c h ; decanter : _ ;
beaker : f h h e ; decanter : e e ; SEPARATE destroy decanter	beaker : f h h e ;
urn : o o ; thermos : b d d b ; jug : f a c c ; beaker : f f m m e ; SEPARATE destroy beaker	urn : o o ; thermos : b d d b ; jug : f a c c ;
beaker : d g a g a d ; thermos : o f f ; SEPARATE destroy beaker	thermos : o f f ;
thermos : e ; vessel : r ; SEPARATE shift vessel before thermos	vessel : r ; thermos : e ;
jug : v f ; decanter : o d ; vessel : p p ; SEPARATE create flask	jug : v f ; decanter : o d ; vessel : p p ; flask : _ ;
cup : v e v ; vessel : e o e b o ; SEPARATE filter vessel	cup : v e v ; vessel : e e o o b ;
beaker : e e h h g ; mug : r ; SEPARATE create beaker	beaker : e e h h g ; mug : r ; beaker : _ ;
mug : a p p c c ; burette : e e b ; SEPARATE shift mug after burette	burette : e e b ; mug : a p p c c ;
bottle : y a e a ; mug : r y y ; SEPARATE empty mug	bottle : y a e a ; mug : _ ;
glass : f o o ; glass : f v f ; beaker : o o p p ; SEPARATE empty first glass	glass : _ ; glass : f v f ; beaker : o o p p ;
burette : r o g r ; cup : d d ; canister : e ; vessel : e r r ; SEPARATE shift burette before canister	cup : d d ; burette : r o g r ; canister : e ; vessel : e r r ;
pitcher : o a ; thermos : r r ; SEPARATE unmix pitcher	pitcher : o ; pitcher : a ; thermos : r r ;
flask : r g ; thermos : h c c ; jug : c v c e ; urn : g g v ; SEPARATE empty jug	flask : r g ; thermos : h c c ; jug : _ ; urn : g g v ;
thermos : v v ; burette : c r c o r ; cup : d m a d m ; SEPARATE filter thermos	thermos : v v ; burette : c r c o r ; cup : d m a d m ;
pitcher : c c ; bottle : g g f ; SEPARATE create canister	pitcher : c c ; bottle : g g f ; canister : _ ;
bottle : h h y ; bottle : e o o c c ; SEPARATE empty last bottle	bottle : h h y ; bottle : _ ;
pitcher : g g e e ; glass : p m ; decanter : r r ; pitcher : p ; SEPARATE create glass	pitcher : g g e e ; glass : p m ; decanter : r r ; pitcher : p ; glass : _ ;
glass : h h e e ; flagon : e e o ; mug : v r g g r v ; flagon : e ; SEPARATE destroy last flagon	glass : h h e e ; flagon : e e o ; mug : v r g g r v ;
urn : e e v c c v ; beaker : m ; glass : e y e v ; SEPARATE unmix beaker	urn : e e v c c v ; beaker : m ; glass : e y e v ;
pitcher : c p p d ; burette : b c ; SEPARATE filter burette	pitcher : c p p d ; burette : b c ;
glass : g d y d ; jug : o r r o ; decanter : b a ; SEPARATE double glass	glass : g d y d g d y d ; jug : o r r o ; decanter : b a ;
mug : o r o r ; cup : m m ; SEPARATE unmix cup	mug : o r o r ; cup : m m ;
beaker : b b h ; thermos : g d g ; jar : f e a ; burette : p m m r ; SEPARATE create canister	beaker : b b h ; thermos : g d g ; jar : f e a ; burette : p m m r ; canister : _ ;
thermos : a ; flagon : g g p ; glass : a a ; mug : g ; SEPARATE destroy mug	thermos : a ; flagon : g g p ; glass : a a ;
cup : g ; canister : y y c c ; canister : v p d d p ; mug : m m g ; SEPARATE create bottle	cup : g ; canister : y y c c ; canister : v p d d p ; mug : m m g ; bottle : _ ;
urn : h ; glass : m y f f ; jar : p ; SEPARATE unmix glass	urn : h ; glass : m ; glass : y ; glass : f f ; jar : p ;
jar : y p r ; canister : d d ; cup : r v ; SEPARATE shift jar after canister	canister : d d ; jar : y p r ; cup : r v ;
bottle : o o ; glass : y a y d a ; urn : v r f v f ; urn : v ; SEPARATE double first urn	bottle : o o ; glass : y a y d a ; urn : v r f v f v r f v f ; urn : v ;
jug : y e ; decanter : b ; cup : m a m a ; SEPARATE destroy jug	decanter : b ; cup : m a m a ;
pitcher : y ; glass : m c v ; burette : v ; SEPARATE empty burette	pitcher : y ; glass : m c v ; burette : _ ;
flask : y o y ; pitcher : b ; burette : h ; urn : p p ; SEPARATE shift urn after burette	flask : y o y ; pitcher : b ; burette : h ; urn : p p ;
burette : g g v ; mug : p a a ; glass : e c e o ; SEPARATE unmix mug	burette : g g v ; mug : p ; mug : a a ; glass : e c e o ;
burette : f f ; burette : a ; vessel : g g ; canister : v v b f ; SEPARATE shift second burette before canister	burette : f f ; vessel : g g ; burette : a ; canister : v v b f ;
burette : f p c f ; jug : e e f h ; SEPARATE filter burette	burette : f f p c ; jug : e e f h ;
flagon : v c f v f ; vessel : p ; SEPARATE shift flagon before vessel	flagon : v c f v f ; vessel : p ;
beaker : a y ; burette : e d h h ; SEPARATE empty beaker	beaker : _ ; burette : e d h h ;
bottle : r ; canister : o o v r r v ; SEPARATE filter canister	bottle : r ; canister : o o v v r r ;
flask : r c c b ; beaker : h h b ; jug : b h p ; flask : r e r e v ; SEPARATE filter jug	flask : r c c b ; beaker : h h b ; jug : b h p ; flask : r e r e v ;
decanter : b b a ; pitcher : m h m ; jar : m m ; SEPARATE unmix jar	decanter : b b a ; pitcher : m h m ; jar : m m ;
cup : g c d c d g ; flagon : c d ; pitcher : p h p r h ; jar : p ; SEPARATE filter jar	cup : g c d c d g ; flagon : c d ; pitcher : p h p r h ; jar : p ;
bottle : v p c ; jug : e e f ; jar : m g m ; SEPARATE shift jug before bottle	jug : e e f ; bottle : v p c ; jar : m g m ;
pitcher : r d m d r ; bottle : p f a f a p ; SEPARATE unmix bottle	pitcher : r d m d r ; bottle : p p ; bottle : f f ; bottle : a a ;
bottle : y v ; urn : y o y o ; pitcher : r p ; SEPARATE destroy pitcher	bottle : y v ; urn : y o y o ;
cup : m e c m e ; beaker : g d d f g ; bottle : f f y ; SEPARATE empty beaker	cup : m e c m e ; beaker : _ ; bottle : f f y ;
bottle : d c d c ; bottle : g g ; glass : a h a h ; beaker : r d d ; SEPARATE double glass	bottle : d c d c ; bottle : g g ; glass : a h a h a h a h ; beaker : r d d ;
flask : r r ; vessel : r r ; flask : g ; vessel : h h ; SEPARATE create pitcher	flask : r r ; vessel : r r ; flask : g ; vessel : h h ; pitcher : _ ;
bottle : v v ; decanter : v d v ; jar : p p b a b a ; mug : v ; SEPARATE destroy jar	bottle : v v ; decanter : v d v ; mug : v ;
vessel : f ; thermos : o o b ; burette : y y ; vessel : a h a r ; SEPARATE unmix first vessel	vessel : f ; thermos : o o b ; burette : y y ; vessel : a h a r ;
beaker : h h p ; flask : f f o ; SEPARATE filter beaker	beaker : h h p ; flask : f f o ;
vessel : r r ; cup : m m o p ; bottle : h e h v ; cup : r r ; SEPARATE destroy bottle	vessel : r r ; cup : m m o p ; cup : r r ;
beaker : y h h ; vessel : c c o ; SEPARATE unmix vessel	beaker : y h h ; vessel : c c ; vessel : o ;
flagon : v b v b ; urn : m a m v v a ; canister : d d ; cup : y v ; SEPARATE filter flagon	flagon : v v b b ; urn : m a m v v a ; canister : d d ; cup : y v ;
flagon : a a ; burette : v g o v g ; SEPARATE filter flagon	flagon : a a ; burette : v g o v g ;
flagon : o o ; canister : b b ; flagon : a v a ; SEPARATE create mug	flagon : o o ; canister : b b ; flagon : a v a ; mug : _ ;
flagon : g g b ; jug : h h b ; SEPARATE create beaker	flagon : g g b ; jug : h h b ; beaker : _ ;
mug : e ; glass : o ; urn : o o p f p f ; SEPARATE create cup	mug : e ; glass : o ; urn : o o p f p f ; cup : _ ;
bottle : o a h a o h ; beaker : r h ; vessel : b e b ; beaker : c c ; SEPARATE double bottle	bottle : o a h a o h o a h a o h ; beaker : r h ; vessel : b e b ; beaker : c c ;
pitcher : f f ; beaker : a a ; mug : h c h p c ; SEPARATE create urn	pitcher : f f ; beaker : a a ; mug : h c h p c ; urn : _ ;
pitcher : f ; urn : p p ; SEPARATE filter urn	pitcher : f ; urn : p p ;
beaker : y y ; jar : m v b b ; SEPARATE unmix jar	beaker : y y ; jar : m ; jar : v ; jar : b b ;
vessel : c a p a p ; glass : g ; thermos : g ; SEPARATE unmix thermos	vessel : c a p a p ; glass : g ; thermos : g ;
flask : b m m ; flask : d a g ; pitcher : v f f g g ; SEPARATE empty pitcher	flask : b m m ; flask : d a g ; pitcher : _ ;
jug : r r o ; pitcher : m h g m g ; SEPARATE destroy pitcher	jug : r r o ;
glass : m f h f ; mug : c c ; SEPARATE double mug	glass : m f h f ; mug : c c c c ;
urn : m p ; pitcher : y p e p y ; pitcher : v g g ; SEPARATE filter first pitcher	urn : m p ; pitcher : y y p p e ; pitcher : v g g ;
jug : r f ; decanter : o o ; jar : o r e r ; SEPARATE create glass	jug : r f ; decanter : o o ; jar : o r e r ; glass : _ ;
glass : r r v v ; burette : f f ; SEPARATE filter burette	glass : r r v v ; burette : f f ;
glass : v v d ; jug : y ; canister : f ; SEPARATE destroy jug	glass : v v d ; canister : f ;
decanter : f c f ; bottle : e c m e c ; SEPARATE destroy decanter	bottle : e c m e c ;
urn : c r c ; flask : o ; canister : e b h b h ; SEPARATE double urn	urn : c r c c r c ; flask : o ; canister : e b h b h ;
decanter : h h m f ; thermos : v y y ; SEPARATE create cup	decanter : h h m f ; thermos : v y y ; cup : _ ;
flagon : r ; pitcher : p e ; glass : v v ; SEPARATE create jug	flagon : r ; pitcher : p e ; glass : v v ; jug : _ ;
mug : p ; bottle : o h c c o ; beaker : m m ; flagon : m c ; SEPARATE double mug	mug : p p ; bottle : o h c c o ; beaker : m m ; flagon : m c ;
bottle : g p g p ; jug : h h ; SEPARATE unmix bottle	bottle : g g ; bottle : p p ; jug : h h ;
flagon : f f ; burette : y d g ; decanter : v a ; urn : o o ; SEPARATE unmix decanter	flagon : f f ; burette : y d g ; decanter : v ; decanter : a ; urn : o o ;
mug : p r p ; burette : p a p ; thermos : p p ; jar : e b d d ; SEPARATE unmix burette	mug : p r p ; burette : p p ; burette : a ; thermos : p p ; jar : e b d d ;
burette : h v d h ; glass : g e v e v ; SEPARATE shift glass before burette	glass : g e v e v ; burette : h v d h ;
thermos : v g p g ; decanter : p p ; urn : f p p h ; SEPARATE create pitcher	thermos : v g p g ; decanter : p p ; urn : f p p h ; pitcher : _ ;
canister : o d o d m ; burette : m e h e ; beaker : f ; pitcher : m m ; SEPARATE destroy canister	burette : m e h e ; beaker : f ; pitcher : m m ;
flask : v c ; vessel : e e b b ; SEPARATE filter flask	flask : v c ; vessel : e e b b ;
canister : c ; beaker : r o o ; SEPARATE destroy canister	beaker : r o o ;
thermos : v v m m o ; thermos : b b ; flagon : b a a b ; SEPARATE shift last thermos after first thermos	thermos : v v m m o ; thermos : b b ; flagon : b a a b ;
flask : g ; flask : y y ; burette : r r a ; jug : o o g ; SEPARATE double first flask	flask : g g ; flask : y y ; burette : r r a ; jug : o o g ;
jug : e m m e ; pitcher : m c c ; decanter : b m m a ; beaker : r r g ; SEPARATE unmix jug	jug : e e ; jug : m m ; pitcher : m c c ; decanter : b m m a ; beaker : r r g ;
flask : b a c b ; urn : g p g ; flagon : g g ; vessel : e a e ; SEPARATE unmix vessel	flask : b a c b ; urn : g p g ; flagon : g g ; vessel : e e ; vessel : a ;
urn : a d b b a ; glass : c p c p ; decanter : h h ; beaker : d d ; SEPARATE empty urn	urn : _ ; glass : c p c p ; decanter : h h ; beaker : d d ;
glass : b b e ; jug : b e b ; SEPARATE filter jug	glass : b b e ; jug : b b e ;
flagon : y g ; mug : m ; SEPARATE filter mug	flagon : y g ; mug : m ;
canister : o a v a v ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ; SEPARATE empty canister	canister : _ ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ;
glass : g f g ; urn : p p ; beaker : c ; bottle : f d r ; SEPARATE double beaker	glass : g f g ; urn : p p ; beaker : c c ; bottle : f d r ;
beaker : o r ; glass : r r ; decanter : a g v ; cup : d ; SEPARATE unmix beaker	beaker : o ; beaker : r ; glass : r r ; decanter : a g v ; cup : d ;
glass : o b b h h ; pitcher : a y o y ; SEPARATE create burette	glass : o b b h h ; pitcher : a y o y ; burette : _ ;
thermos : o r a o a r ; decanter : e ; SEPARATE empty decanter	thermos : o r a o a r ; decanter : _ ;
bottle : f ; jar : o o ; cup : p d f p f ; beaker : f e e f ; SEPARATE unmix jar	bottle : f ; jar : o o ; cup : p d f p f ; beaker : f e e f ;
urn : g ; jar : g ; SEPARATE unmix jar	urn : g ; jar : g ;
flagon : d v d ; decanter : o o ; SEPARATE shift flagon after decanter	decanter : o o ; flagon : d v d ;
jar : o c f ; thermos : v v ; jar : e o o v v e ; jar : m ; SEPARATE empty last jar	jar : o c f ; thermos : v v ; jar : e o o v v e ; jar : _ ;
cup : c f c h ; bottle : m b o b ; mug : v v e y e ; vessel : v r v r ; SEPARATE filter vessel	cup : c f c h ; bottle : m b o b ; mug : v v e y e ; vessel : v v r r ;
decanter : b v d d b v ; glass : p f b b ; SEPARATE shift decanter after glass	glass : p f b b ; decanter : b v d d b v ;
decanter : e e ; pitcher : v ; vessel : h g h r r ; vessel : g g ; SEPARATE empty decanter	decanter : _ ; pitcher : v ; vessel : h g h r r ; vessel : g g ;
vessel : d g g ; beaker : f ; SEPARATE destroy beaker	vessel : d g g ;
pitcher : v f p v p ; beaker : a ; SEPARATE empty beaker	pitcher : v f p v p ; beaker : _ ;
vessel : g g ; beaker : v v m m ; glass : g ; cup : v d d c c ; SEPARATE shift cup before vessel	cup : v d d c c ; vessel : g g ; beaker : v v m m ; glass : g ;
mug : p e a p a ; glass : h ; glass : r e b r e b ; jug : h c h f ; SEPARATE unmix mug	mug : p p ; mug : e ; mug : a a ; glass : h ; glass : r e b r e b ; jug : h c h f ;
canister : g a g ; urn : f f ; flask : f b f ; SEPARATE destroy urn	canister : g a g ; flask : f b f ;
jar : y b b ; mug : a a e ; vessel : f d f ; mug : g d d ; SEPARATE unmix jar	jar : y ; jar : b b ; mug : a a e ; vessel : f d f ; mug : g d d ;
flagon : d f d f r ; mug : f f ; SEPARATE unmix mug	flagon : d f d f r ; mug : f f ;
decanter : f e f b ; flagon : v v e ; mug : f v v ; SEPARATE shift decanter before flagon	decanter : f e f b ; flagon : v v e ; mug : f v v ;
bottle : b b ; urn : h g h ; flagon : o h m m o ; SEPARATE filter flagon	bottle : b b ; urn : h g h ; flagon : o o h m m ;
beaker : p p ; flask : g o o ; beaker : m g m g ; SEPARATE empty flask	beaker : p p ; flask : _ ; beaker : m g m g ;
bottle : g e g p ; flask : g g ; flask : m a ; decanter : a d d a ; SEPARATE double last flask	bottle : g e g p ; flask : g g ; flask : m a m a ; decanter : a d d a ;
flagon : o g c g o ; urn : g p c g p c ; cup : e e h h f ; pitcher : e ; SEPARATE filter cup	flagon : o g c g o ; urn : g p c g p c ; cup : e e h h f ; pitcher : e ;
thermos : e h e v ; flagon : a ; jar : d ; SEPARATE empty jar	thermos : e h e v ; flagon : a ; jar : _ ;
decanter : v r p p ; decanter : a a ; flagon : y ; SEPARATE create canister	decanter : v r p p ; decanter : a a ; flagon : y ; canister : _ ;
beaker : g o c g o ; urn : f f r r g ; SEPARATE empty urn	beaker : g o c g o ; urn : _ ;
thermos : v h h c ; flask : g o ; urn : h h ; SEPARATE filter flask	thermos : v h h c ; flask : g o ; urn : h h ;
jug : g ; jug : a c g c ; urn : h h ; SEPARATE create pitcher	jug : g ; jug : a c g c ; urn : h h ; pitcher : _ ;
canister : o o ; pitcher : e p m m ; flask : c c y ; SEPARATE destroy canister	pitcher : e p m m ; flask : c c y ;
decanter : e e p p d ; pitcher : f a f a ; bottle : g a ; beaker : e d ; SEPARATE shift decanter before pitcher	decanter : e e p p d ; pitcher : f a f a ; bottle : g a ; beaker : e d ;
jar : y y ; jar : o o e e ; burette : b ; SEPARATE destroy burette	jar : y y ; jar : o o e e ;
jug : f ; beaker : v h ; decanter : h h a ; SEPARATE create pitcher	jug : f ; beaker : v h ; decanter : h h a ; pitcher : _ ;
flagon : e a ; flask : m m p ; flask : c p e e ; SEPARATE destroy last flask	flagon : e a ; flask : m m p ;
pitcher : h m h ; beaker : f f ; jug : a ; beaker : r ; SEPARATE empty second beaker	pitcher : h m h ; beaker : f f ; jug : a ; beaker : _ ;
canister : c c e ; jar : m h ; SEPARATE shift jar after canister	canister : c c e ; jar : m h ;
vessel : m h y h ; thermos : r r ; SEPARATE unmix thermos	vessel : m h y h ; thermos : r r ;
burette : b ; glass : g g ; SEPARATE filter burette	burette : b ; glass : g g ;
vessel : m m ; mug : h p p ; vessel : h d d e h ; glass : f d p p d f ; SEPARATE filter last vessel	vessel : m m ; mug : h p p ; vessel : h h d d e ; glass : f d p p d f ;
pitcher : v m r r ; beaker : a a r g r ; canister : b r o o ; pitcher : m g p g m ; SEPARATE filter first pitcher	pitcher : v m r r ; beaker : a a r g r ; canister : b r o o ; pitcher : m g p g m ;
flagon : v f p p f ; bottle : o h o v h v ; pitcher : d d e ; decanter : g e a g e ; SEPARATE filter decanter	flagon : v f p p f ; bottle : o h o v h v ; pitcher : d d e ; decanter : g g e e a ;
urn : h h c c ; pitcher : p o ; SEPARATE destroy pitcher	urn : h h c c ;
flagon : m m r e ; flagon : p ; SEPARATE destroy last flagon	flagon : m m r e ;
glass : g r r ; decanter : f f p m m ; burette : c c ; pitcher : v v r c c ; SEPARATE unmix glass	glass : g ; glass : r r ; decanter : f f p m m ; burette : c c ; pitcher : v v r c c ;
vessel : b v ; vessel : a ; decanter : h ; thermos : c b b p ; SEPARATE double first vessel	vessel : b v b v ; vessel : a ; decanter : h ; thermos : c b b p ;
urn : f d p ; mug : b r b ; jar : y o o y ; SEPARATE empty urn	urn : _ ; mug : b r b ; jar : y o o y ;
canister : o o r ; flask : r r ; jug : e b ; flask : a o h o h ; SEPARATE empty last flask	canister : o o r ; flask : r r ; jug : e b ; flask : _ ;
pitcher : m c r m ; cup : f f g ; vessel : m d m ; bottle : r ; SEPARATE empty bottle	pitcher : m c r m ; cup : f f g ; vessel : m d m ; bottle : _ ;
mug : o ; decanter : f ; urn : e a c c e a ; SEPARATE filter urn	mug : o ; decanter : f ; urn : e e a a c c ;
bottle : f ; cup : p ; flagon : v o o ; flagon : p p ; SEPARATE empty first flagon	bottle : f ; cup : p ; flagon : _ ; flagon : p p ;
bottle : f p f p ; jar : h ; jar : a h d d ; SEPARATE unmix first jar	bottle : f p f p ; jar : h ; jar : a h d d ;
cup : g o y ; mug : p p v v ; cup : p f g p ; SEPARATE filter mug	cup : g o y ; mug : p p v v ; cup : p f g p ;
cup : h a d h d ; canister : f g g ; thermos : e y v y ; SEPARATE empty thermos	cup : h a d h d ; canister : f g g ; thermos : _ ;
pitcher : g g ; beaker : p h p ; jar : m m f r r f ; SEPARATE shift beaker after pitcher	pitcher : g g ; beaker : p h p ; jar : m m f r r f ;
mug : g m g ; glass : f r p p ; glass : c c r g ; SEPARATE double first glass	mug : g m g ; glass : f r p p f r p p ; glass : c c r g ;
burette : g g e e ; burette : a ; glass : h d h c ; SEPARATE create mug	burette : g g e e ; burette : a ; glass : h d h c ; mug : _ ;
urn : d d ; glass : e e c p ; jar : r y y ; decanter : p g g p ; SEPARATE empty decanter	urn : d d ; glass : e e c p ; jar : r y y ; decanter : _ ;
flagon : h c ; beaker : e e ; canister : o p e e ; SEPARATE empty flagon	flagon : _ ; beaker : e e ; canister : o p e e ;
jug : c o d d ; jug : c e c ; burette : a p c p ; SEPARATE shift second jug before first jug	jug : c e c ; jug : c o d d ; burette : a p c p ;
mug : g ; jug : y e r r ; canister : m m ; beaker : c y c r ; SEPARATE create pitcher	mug : g ; jug : y e r r ; canister : m m ; beaker : c y c r ; pitcher : _ ;
jug : v d d v ; glass : g m c ; SEPARATE filter glass	jug : v d d v ; glass : g m c ;
cup : r c r ; beaker : m ; flask : e e h ; SEPARATE shift flask before cup	flask : e e h ; cup : r c r ; beaker : m ;
jar : v ; bottle : p a p a r r ; mug : h h ; SEPARATE double bottle	jar : v ; bottle : p a p a r r p a p a r r ; mug : h h ;
vessel : d a d ; pitcher : o m m ; bottle : f m m p ; flask : f f ; SEPARATE unmix bottle	vessel : d a d ; pitcher : o m m ; bottle : f ; bottle : m m ; bottle : p ; flask : f f ;
cup : o o h h ; beaker : m d f ; burette : d d v p ; SEPARATE create cup	cup : o o h h ; beaker : m d f ; burette : d d v p ; cup : _ ;
burette : e ; pitcher : h e f e ; SEPARATE unmix pitcher	burette : e ; pitcher : h ; pitcher : e e ; pitcher : f ;
pitcher : m a r ; flask : v v h h g ; SEPARATE double pitcher	pitcher : m a r m a r ; flask : v v h h g ;
canister : p r p ; cup : a a r h h r ; glass : a ; SEPARATE destroy glass	canister : p r p ; cup : a a r h h r ;
bottle : y o y p o p ; jug : p a p g g ; jug : m r m ; thermos : y ; SEPARATE destroy thermos	bottle : y o y p o p ; jug : p a p g g ; jug : m r m ;
flask : g e e p ; pitcher : d g g d ; SEPARATE double pitcher	flask : g e e p ; pitcher : d g g d d g g d ;
jug : h y h y ; flask : p c p ; SEPARATE destroy jug	flask : p c p ;
mug : r v d v ; burette : y ; beaker : b r r e e b ; jug : c c ; SEPARATE shift mug before beaker	burette : y ; mug : r v d v ; beaker : b r r e e b ; jug : c c ;
vessel : g m b b g m ; mug : m d f m ; flagon : b ; jug : y a ; SEPARATE filter flagon	vessel : g m b b g m ; mug : m d f m ; flagon : b ; jug : y a ;
jar : c c ; decanter : e e ; vessel : a ; SEPARATE empty vessel	jar : c c ; decanter : e e ; vessel : _ ;
jug : y g ; decanter : d d p p ; beaker : r v f r ; urn : y y ; SEPARATE destroy decanter	jug : y g ; beaker : r v f r ; urn : y y ;
thermos : b d ; flask : o o b ; bottle : g g ; SEPARATE empty thermos	thermos : _ ; flask : o o b ; bottle : g g ;
beaker : h h ; bottle : o ; urn : d v v d ; pitcher : d d ; SEPARATE double urn	beaker : h h ; bottle : o ; urn : d v v d d v v d ; pitcher : d d ;
flask : b g c c b ; flask : e h e h m m ; SEPARATE empty first flask	flask : _ ; flask : e h e h m m ;
urn : e ; bottle : d o d y ; SEPARATE filter bottle	urn : e ; bottle : d d o y ;
canister : y y ; jug : m m ; pitcher : d y ; pitcher : c c ; SEPARATE create bottle	canister : y y ; jug : m m ; pitcher : d y ; pitcher : c c ; bottle : _ ;
canister : b y c ; jug : o g m o g m ; jar : o o ; urn : b ; SEPARATE filter urn	canister : b y c ; jug : o g m o g m ; jar : o o ; urn : b ;
canister : r r a o o ; flagon : c o c o ; SEPARATE create pitcher	canister : r r a o o ; flagon : c o c o ; pitcher : _ ;
jug : p p ; decanter : v v ; jar : h h d ; pitcher : g h ; SEPARATE empty jug	jug : _ ; decanter : v v ; jar : h h d ; pitcher : g h ;
urn : d p d ; bottle : o b f b ; jar : m f f ; urn : p y p ; SEPARATE unmix jar	urn : d p d ; bottle : o b f b ; jar : m ; jar : f f ; urn : p y p ;
cup : o v o v ; burette : v ; mug : r r ; SEPARATE unmix burette	cup : o v o v ; burette : v ; mug : r r ;
bottle : o o d f d ; pitcher : f v ; decanter : g g ; SEPARATE destroy decanter	bottle : o o d f d ; pitcher : f v ;
urn : d b ; burette : f a ; flask : c ; SEPARATE double flask	urn : d b ; burette : f a ; flask : c c ;
glass : f h ; thermos : f f e e ; SEPARATE empty thermos	glass : f h ; thermos : _ ;
bottle : m f f c ; decanter : v v p r r ; cup : e h b e ; bottle : g g ; SEPARATE destroy first bottle	decanter : v v p r r ; cup : e h b e ; bottle : g g ;
pitcher : m m ; canister : e y ; bottle : v c c v y ; SEPARATE unmix pitcher	pitcher : m m ; canister : e y ; bottle : v c c v y ;
thermos : b ; burette : r b b r ; beaker : m ; urn : a a ; SEPARATE create bottle	thermos : b ; burette : r b b r ; beaker : m ; urn : a a ; bottle : _ ;
thermos : e e ; jug : h b ; SEPARATE double jug	thermos : e e ; jug : h b h b ;
canister : b b ; mug : h m o o ; flagon : f f ; flask : h ; SEPARATE destroy flagon	canister : b b ; mug : h m o o ; flask : h ;
pitcher : b e e m ; flask : h h ; SEPARATE create decanter	pitcher : b e e m ; flask : h h ; decanter : _ ;
glass : v v d p ; flagon : d g a ; SEPARATE empty flagon	glass : v v d p ; flagon : _ ;
urn : y ; canister : g ; SEPARATE unmix canister	urn : y ; canister : g ;
flagon : c c p ; decanter : f f h ; glass : p r ; SEPARATE create cup	flagon : c c p ; decanter : f f h ; glass : p r ; cup : _ ;
glass : p c h p c ; jug : h f f ; flagon : c c p o ; SEPARATE unmix flagon	glass : p c h p c ; jug : h f f ; flagon : c c ; flagon : p ; flagon : o ;
flask : o e g e o ; burette : r y y ; SEPARATE empty burette	flask : o e g e o ; burette : _ ;
burette : p p y r r ; vessel : h ; SEPARATE destroy burette	vessel : h ;
glass : b b ; mug : a e ; SEPARATE filter glass	glass : b b ; mug : a e ;
jar : b b h a a h ; glass : y d d ; jug : y y d ; burette : f f e d ; SEPARATE create canister	jar : b b h a a h ; glass : y d d ; jug : y y d ; burette : f f e d ; canister : _ ;
urn : o d r d o ; cup : b b e o e ; jug : m ; SEPARATE unmix jug	urn : o d r d o ; cup : b b e o e ; jug : m ;
canister : p p ; vessel : o o p ; SEPARATE destroy vessel	canister : p p ;
jar : y c y ; canister : y f y f ; SEPARATE filter canister	jar : y c y ; canister : y y f f ;
flagon : p v v p ; thermos : r e a ; urn : c ; SEPARATE unmix urn	flagon : p v v p ; thermos : r e a ; urn : c ;
decanter : p p ; vessel : d d ; beaker : e c a ; bottle : g b b g ; SEPARATE unmix beaker	decanter : p p ; vessel : d d ; beaker : e ; beaker : c ; beaker : a ; bottle : g b b g ;
cup : f y m y ; glass : v m m ; beaker : v a a ; SEPARATE empty glass	cup : f y m y ; glass : _ ; beaker : v a a ;
pitcher : h h b ; decanter : r f r p ; mug : d g ; flagon : d c d g ; SEPARATE destroy flagon	pitcher : h h b ; decanter : r f r p ; mug : d g ;
mug : p m ; pitcher : e e b h b ; bottle : h h ; SEPARATE filter bottle	mug : p m ; pitcher : e e b h b ; bottle : h h ;
cup : b b h ; flask : y o c o ; SEPARATE filter cup	cup : b b h ; flask : y o c o ;
flagon : d f e ; glass : d e ; beaker : p p ; jug : y e y f f e ; SEPARATE destroy flagon	glass : d e ; beaker : p p ; jug : y e y f f e ;
vessel : c o ; burette : f ; jar : e e ; flask : p ; SEPARATE unmix jar	vessel : c o ; burette : f ; jar : e e ; flask : p ;
jar : o g g o r ; urn : c c d e d ; SEPARATE unmix urn	jar : o g g o r ; urn : c c ; urn : d d ; urn : e ;
vessel : d o o d ; glass : f m m ; flask : g v g ; SEPARATE empty flask	vessel : d o o d ; glass : f m m ; flask : _ ;
cup : o o ; urn : a f a b ; flagon : o o d d ; SEPARATE destroy cup	urn : a f a b ; flagon : o o d d ;
thermos : b h d d h ; canister : h ; canister : m g m ; mug : y ; SEPARATE double first canister	thermos : b h d d h ; canister : h h ; canister : m g m ; mug : y ;
burette : o ; burette : f a ; SEPARATE filter last burette	burette : o ; burette : f a ;
canister : e y e y ; beaker : m o v m v ; jar : b ; SEPARATE shift beaker after jar	canister : e y e y ; jar : b ; beaker : m o v m v ;
vessel : d h d ; vessel : r o o g ; SEPARATE create jug	vessel : d h d ; vessel : r o o g ; jug : _ ;
