Input	Output
urn : h f y y h f ; cup : e y e y ; flagon : e e ; SEPARATE double urn	urn : h f y y h f h f y y h f ; cup : e y e y ; flagon : e e ;
beaker : m r m r ; pitcher : a a m ; jar : y e e c ; decanter : d g g c ; SEPARATE shift pitcher after decanter	beaker : m r m r ; jar : y e e c ; decanter : d g g c ; pitcher : a a m ;
jug : p ; jar : o o d y d ; SEPARATE destroy jug	jar : o o d y d ;
jug : f f ; jar : c r c ; jar : v g v g ; vessel : r r a o ; SEPARATE create thermos	jug : f f ; jar : c r c ; jar : v g v g ; vessel : r r a o ; thermos : _ ;
bottle : v v ; flask : r v o v o ; jug : r v p p v r ; mug : v d e d e v ; SEPARATE empty jug	bottle : v v ; flask : r v o v o ; jug : _ ; mug : v d e d e v ;
mug : b b ; beaker : v m v e e ; burette : g ; SEPARATE empty burette	mug : b b ; beaker : v m v e e ; burette : _ ;
bottle : h g y ; decanter : y r g g r y ; SEPARATE shift decanter after bottle	bottle : h g y ; decanter : y r g g r y ;
thermos : e p p o ; glass : h h ; SEPARATE empty glass	thermos : e p p o ; glass : _ ;
bottle : a a ; flagon : p d d ; thermos : p r b p ; jar : o r r ; SEPARATE destroy thermos	bottle : a a ; flagon : p d d ; jar : o r r ;
thermos : c ; mug : o o d e ; mug : h h ; SEPARATE create pitcher	thermos : c ; mug : o o d e ; mug : h h ; pitcher : _ ;
glass : v f f v ; flagon : d o h h ; SEPARATE shift flagon before glass	flagon : d o h h ; glass : v f f v ;
burette : o r ; vessel : o o ; SEPARATE add one violet to vessel	burette : o r ; vessel : o o v ;
beaker : b m b f ; jar : c ; bottle : y f f m ; SEPARATE create flagon	beaker : b m b f ; jar : c ; bottle : y f f m ; flagon : _ ;
flagon : a a y e y ; bottle : a f v v f a ; decanter : f f ; cup : a y d a y ; SEPARATE create vessel	flagon : a a y e y ; bottle : a f v v f a ; decanter : f f ; cup : a y d a y ; vessel : _ ;
vessel : o o ; decanter : v r r f v ; vessel : p p ; SEPARATE destroy second vessel	vessel : o o ; decanter : v r r f v ;
pitcher : b o a a b ; glass : m v m v ; glass : y f r y r ; thermos : g p g ; SEPARATE add three fuchsia to second glass	pitcher : b o a a b ; glass : m v m v ; glass : y f r y r f f f ; thermos : g p g ;
thermos : m ; urn : e o o h ; SEPARATE shift thermos after urn	urn : e o o h ; thermos : m ;
flask : o a a c ; flagon : c ; SEPARATE double flagon	flask : o a a c ; flagon : c c ;
glass : h v b v ; glass : f d f c d c ; cup : y g a ; glass : b m p ; SEPARATE destroy last glass	glass : h v b v ; glass : f d f c d c ; cup : y g a ;
mug : h h c ; burette : d ; mug : a a ; SEPARATE create cup	mug : h h c ; burette : d ; mug : a a ; cup : _ ;
jug : f d f ; jug : h ; SEPARATE filter last jug	jug : f d f ; jug : h ;
glass : d p d p ; vessel : p a a ; jar : f f y g ; decanter : f f ; SEPARATE double glass	glass : d p d p d p d p ; vessel : p a a ; jar : f f y g ; decanter : f f ;
pitcher : g ; mug : f ; SEPARATE double mug	pitcher : g ; mug : f f ;
beaker : b b m c c m ; thermos : e ; pitcher : o ; cup : v v ; SEPARATE filter cup	beaker : b b m c c m ; thermos : e ; pitcher : o ; cup : v v ;
canister : m m o o ; bottle : g g ; SEPARATE double bottle	canister : m m o o ; bottle : g g g g ;
bottle : m m a a ; flask : c b b d ; beaker : p ; SEPARATE filter flask	bottle : m m a a ; flask : c b b d ; beaker : p ;
bottle : a m m d ; flask : h h v v ; vessel : g ; glass : f p r f p r ; SEPARATE empty vessel	bottle : a m m d ; flask : h h v v ; vessel : _ ; glass : f p r f p r ;
cup : y y v ; cup : b ; thermos : r p b r b p ; SEPARATE shift thermos after first cup	cup : y y v ; thermos : r p b r b p ; cup : b ;
pitcher : b ; jug : h d d v ; glass : b f f m m b ; flagon : h ; SEPARATE create pitcher	pitcher : b ; jug : h d d v ; glass : b f f m m b ; flagon : h ; pitcher : _ ;
pitcher : g g ; burette : v d r r ; flagon : v h p ; decanter : g a g m ; SEPARATE destroy decanter	pitcher : g g ; burette : v d r r ; flagon : v h p ;
cup : a ; jar : r v r ; bottle : p g b b g ; SEPARATE empty jar	cup : a ; jar : _ ; bottle : p g b b g ;
pitcher : g v a a v g ; jug : b b ; vessel : e f e f ; SEPARATE double jug	pitcher : g v a a v g ; jug : b b b b ; vessel : e f e f ;
cup : y y ; flask : h h ; flask : a ; SEPARATE shift cup before last flask	flask : h h ; cup : y y ; flask : a ;
beaker : a ; vessel : d d y y ; jug : g a y y a ; SEPARATE shift beaker before vessel	beaker : a ; vessel : d d y y ; jug : g a y y a ;
cup : c d ; flagon : f r o f r o ; SEPARATE filter cup	cup : c d ; flagon : f r o f r o ;
glass : f f y b ; canister : d o o ; canister : a a ; SEPARATE filter first canister	glass : f f y b ; canister : d o o ; canister : a a ;
beaker : m m ; jar : d d c f c ; cup : m m p p v ; cup : h h o v ; SEPARATE create urn	beaker : m m ; jar : d d c f c ; cup : m m p p v ; cup : h h o v ; urn : _ ;
jug : o c e ; thermos : p ; SEPARATE create cup	jug : o c e ; thermos : p ; cup : _ ;
cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d ; SEPARATE add five fuchsia to last cup	cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d f f f f f ;
jug : r p p ; jug : h g p p h ; SEPARATE add three aqua to last jug	jug : r p p ; jug : h g p p h a a a ;
mug : d p h ; beaker : a a ; cup : a ; thermos : y p p c c ; SEPARATE shift beaker after cup	mug : d p h ; cup : a ; beaker : a a ; thermos : y p p c c ;
canister : o p e o ; glass : m f f o ; SEPARATE destroy glass	canister : o p e o ;
flask : f a f ; burette : h h c ; jar : c c ; canister : d e ; SEPARATE double jar	flask : f a f ; burette : h h c ; jar : c c c c ; canister : d e ;
glass : m m ; mug : y o ; flask : a r c c ; SEPARATE destroy glass	mug : y o ; flask : a r c c ;
burette : r p r p ; glass : d a d ; SEPARATE shift burette before glass	burette : r p r p ; glass : d a d ;
flask : g ; cup : v v p ; SEPARATE filter cup	flask : g ; cup : v v p ;
burette : y d ; burette : e f f ; SEPARATE create jug	burette : y d ; burette : e f f ; jug : _ ;
pitcher : p a c p ; jar : e c ; SEPARATE shift pitcher before jar	pitcher : p a c p ; jar : e c ;
urn : h b ; burette : o d p ; burette : h d d v v ; SEPARATE double urn	urn : h b h b ; burette : o d p ; burette : h d d v v ;
cup : d e ; canister : a h r r h ; urn : d r r o o ; glass : d d f r f ; SEPARATE create pitcher	cup : d e ; canister : a h r r h ; urn : d r r o o ; glass : d d f r f ; pitcher : _ ;
mug : m m ; mug : g g y ; SEPARATE shift first mug after last mug	mug : g g y ; mug : m m ;
bottle : a m a d ; urn : v v ; jar : y p p y ; canister : e e r ; SEPARATE shift canister after bottle	bottle : a m a d ; canister : e e r ; urn : v v ; jar : y p p y ;
jug : m ; decanter : y ; flask : p p e c e ; SEPARATE filter decanter	jug : m ; decanter : y ; flask : p p e c e ;
jug : c o o c a ; canister : m a ; SEPARATE empty jug	jug : _ ; canister : m a ;
flask : b b ; flagon : p y m ; cup : m b b c c m ; thermos : p o ; SEPARATE create urn	flask : b b ; flagon : p y m ; cup : m b b c c m ; thermos : p o ; urn : _ ;
burette : d b d h h ; urn : d ; SEPARATE double urn	burette : d b d h h ; urn : d d ;
beaker : d f f g g ; burette : h y ; mug : r r ; SEPARATE empty beaker	beaker : _ ; burette : h y ; mug : r r ;
bottle : m o o y ; beaker : a ; flagon : a ; glass : b b ; SEPARATE filter beaker	bottle : m o o y ; beaker : a ; flagon : a ; glass : b b ;
glass : c c ; flask : f b f ; SEPARATE empty glass	glass : _ ; flask : f b f ;
jug : v v ; decanter : v r ; SEPARATE shift jug before decanter	jug : v v ; decanter : v r ;
burette : e ; beaker : p g g ; cup : e e ; SEPARATE destroy burette	beaker : p g g ; cup : e e ;
flagon : c c d a ; urn : c c m h ; SEPARATE destroy flagon	urn : c c m h ;
thermos : g m r ; jug : c ; SEPARATE add six emberiae to jug	thermos : g m r ; jug : c e e e e e e ;
flask : v m m ; mug : v v r r h ; SEPARATE double mug	flask : v m m ; mug : v v r r h v v r r h ;
cup : e v ; jug : g h p h g ; jug : p g g p d ; SEPARATE add two aqua to last jug	cup : e v ; jug : g h p h g ; jug : p g g p d a a ;
urn : e f f c e c ; cup : d d ; decanter : e e ; SEPARATE double urn	urn : e f f c e c e f f c e c ; cup : d d ; decanter : e e ;
cup : f e v v ; canister : a o f a ; SEPARATE create decanter	cup : f e v v ; canister : a o f a ; decanter : _ ;
beaker : h p ; decanter : p r p ; SEPARATE filter beaker	beaker : h p ; decanter : p r p ;
burette : p c p ; burette : f ; vessel : e ; SEPARATE add six red to last burette	burette : p c p ; burette : f r r r r r r ; vessel : e ;
burette : c ; urn : v m v b ; SEPARATE destroy burette	urn : v m v b ;
thermos : b b p ; jug : v b v o b ; cup : d ; SEPARATE double thermos	thermos : b b p b b p ; jug : v b v o b ; cup : d ;
decanter : p m ; beaker : b ; SEPARATE add five aqua to decanter	decanter : p m a a a a a ; beaker : b ;
burette : o h v o ; jug : y f ; SEPARATE add three aqua to burette	burette : o h v o a a a ; jug : y f ;
thermos : a a ; jar : v v ; mug : y y ; vessel : v h h c c ; SEPARATE empty mug	thermos : a a ; jar : v v ; mug : _ ; vessel : v h h c c ;
jar : a b h b h ; flask : o o y ; SEPARATE empty flask	jar : a b h b h ; flask : _ ;
jug : d ; glass : v y m y ; canister : m m ; flagon : f h f d d h ; SEPARATE empty flagon	jug : d ; glass : v y m y ; canister : m m ; flagon : _ ;
thermos : h g h p p ; pitcher : a a g ; jar : r r g e g ; SEPARATE double jar	thermos : h g h p p ; pitcher : a a g ; jar : r r g e g r r g e g ;
beaker : f h y ; canister : b b a o o ; SEPARATE add two daffodil to beaker	beaker : f h y d d ; canister : b b a o o ;
canister : e m m ; thermos : d d r r ; cup : r r a ; vessel : h h ; SEPARATE filter cup	canister : e m m ; thermos : d d r r ; cup : r r a ; vessel : h h ;
cup : c r c r ; flagon : r m r a m ; flagon : m m ; SEPARATE double cup	cup : c r c r c r c r ; flagon : r m r a m ; flagon : m m ;
jug : r ; thermos : r g g ; beaker : a b d d a ; SEPARATE shift jug before beaker	thermos : r g g ; jug : r ; beaker : a b d d a ;
glass : m f ; thermos : d ; beaker : b p ; cup : c v e e c ; SEPARATE add two harlequin to thermos	glass : m f ; thermos : d h h ; beaker : b p ; cup : c v e e c ;
decanter : g g ; burette : f f ; beaker : h v h v ; SEPARATE add one daffodil to decanter	decanter : g g d ; burette : f f ; beaker : h v h v ;
thermos : b y b y ; canister : h h ; beaker : y y ; SEPARATE filter beaker	thermos : b y b y ; canister : h h ; beaker : y y ;
canister : d a a ; bottle : d d ; SEPARATE add four aqua to canister	canister : d a a a a a a ; bottle : d d ;
mug : r ; jar : g o o y y ; SEPARATE create canister	mug : r ; jar : g o o y y ; canister : _ ;
urn : b d a b ; glass : p y m m y ; vessel : c ; SEPARATE double glass	urn : b d a b ; glass : p y m m y p y m m y ; vessel : c ;
thermos : a o a ; flask : r r ; SEPARATE filter thermos	thermos : a a o ; flask : r r ;
flagon : c f ; decanter : b b ; thermos : d h ; SEPARATE filter flagon	flagon : c f ; decanter : b b ; thermos : d h ;
vessel : y y m ; vessel : y y o ; urn : v ; mug : f h f h ; SEPARATE shift first vessel before last vessel	vessel : y y m ; vessel : y y o ; urn : v ; mug : f h f h ;
glass : v v ; vessel : r ; SEPARATE add two daffodil to glass	glass : v v d d ; vessel : r ;
pitcher : e m m ; decanter : v e g ; SEPARATE destroy pitcher	decanter : v e g ;
pitcher : c ; mug : y ; SEPARATE empty mug	pitcher : c ; mug : _ ;
flagon : b o ; decanter : v h e e h ; SEPARATE filter decanter	flagon : b o ; decanter : v h h e e ;
beaker : m g f ; jug : m p ; bottle : m ; SEPARATE double bottle	beaker : m g f ; jug : m p ; bottle : m m ;
jar : m m g ; vessel : m ; jug : a b m m a ; cup : d y d e y ; SEPARATE destroy cup	jar : m m g ; vessel : m ; jug : a b m m a ;
jar : c c f ; cup : o o ; beaker : m ; mug : a ; SEPARATE shift beaker after cup	jar : c c f ; cup : o o ; beaker : m ; mug : a ;
bottle : o g o ; urn : c c ; SEPARATE shift urn before bottle	urn : c c ; bottle : o g o ;
jug : b o b o ; decanter : g g ; jar : d d p ; SEPARATE empty jar	jug : b o b o ; decanter : g g ; jar : _ ;
pitcher : d d ; mug : f p c f ; SEPARATE double mug	pitcher : d d ; mug : f p c f f p c f ;
pitcher : e f ; beaker : f f ; jar : g g h ; jar : b h g h ; SEPARATE filter last jar	pitcher : e f ; beaker : f f ; jar : g g h ; jar : b h h g ;
beaker : e c c ; bottle : f y d ; jug : g ; SEPARATE destroy jug	beaker : e c c ; bottle : f y d ;
vessel : g v ; glass : o r ; vessel : e e ; bottle : h h ; SEPARATE destroy bottle	vessel : g v ; glass : o r ; vessel : e e ;
jar : a a ; pitcher : o d r d o ; flagon : m ; glass : p ; SEPARATE shift glass before pitcher	jar : a a ; glass : p ; pitcher : o d r d o ; flagon : m ;
decanter : r r y ; canister : o g h o h ; decanter : d ; SEPARATE double first decanter	decanter : r r y r r y ; canister : o g h o h ; decanter : d ;
cup : p r ; jug : c f f r ; SEPARATE add six emberiae to cup	cup : p r e e e e e e ; jug : c f f r ;
jug : a a b b ; glass : m p d ; jar : h f f ; jar : o g ; SEPARATE add one daffodil to glass	jug : a a b b ; glass : m p d d ; jar : h f f ; jar : o g ;
glass : m b v ; flask : f c c ; burette : o d o y y d ; SEPARATE shift glass before flask	glass : m b v ; flask : f c c ; burette : o d o y y d ;
thermos : y ; flagon : f e e f ; SEPARATE double flagon	thermos : y ; flagon : f e e f f e e f ;
bottle : r c f ; mug : g g ; SEPARATE destroy mug	bottle : r c f ;
jar : h ; bottle : r b b a a ; SEPARATE filter jar	jar : h ; bottle : r b b a a ;
flagon : b f ; flask : b y h ; SEPARATE empty flagon	flagon : _ ; flask : b y h ;
jug : h ; jug : y f f d ; cup : d ; flagon : a a ; SEPARATE destroy first jug	jug : y f f d ; cup : d ; flagon : a a ;
bottle : e o e o ; pitcher : g ; flask : p f f ; canister : a ; SEPARATE empty flask	bottle : e o e o ; pitcher : g ; flask : _ ; canister : a ;
canister : r r ; canister : f f ; SEPARATE filter first canister	canister : r r ; canister : f f ;
flagon : a ; vessel : a ; flask : r r ; SEPARATE filter vessel	flagon : a ; vessel : a ; flask : r r ;
glass : v d f f ; flagon : y o b ; jug : d ; SEPARATE destroy flagon	glass : v d f f ; jug : d ;
mug : p d p d g ; pitcher : e a d e ; burette : h h ; SEPARATE empty pitcher	mug : p d p d g ; pitcher : _ ; burette : h h ;
cup : e e ; jug : c r ; mug : m m ; urn : r r ; SEPARATE add six orange to cup	cup : e e o o o o o o ; jug : c r ; mug : m m ; urn : r r ;
pitcher : e d d ; vessel : a a ; SEPARATE shift vessel before pitcher	vessel : a a ; pitcher : e d d ;
jug : y v h h ; thermos : y ; urn : h h o ; SEPARATE double thermos	jug : y v h h ; thermos : y y ; urn : h h o ;
glass : a a ; jug : m d v v ; thermos : g b ; beaker : p m ; SEPARATE destroy jug	glass : a a ; thermos : g b ; beaker : p m ;
pitcher : v c c ; jar : v f v f ; SEPARATE create beaker	pitcher : v c c ; jar : v f v f ; beaker : _ ;
urn : o o a ; urn : y y r f ; flask : h m f h ; flagon : c c m h ; SEPARATE create flask	urn : o o a ; urn : y y r f ; flask : h m f h ; flagon : c c m h ; flask : _ ;
burette : d d f a ; flagon : d h d h ; SEPARATE add four orange to flagon	burette : d d f a ; flagon : d h d h o o o o ;
decanter : m m v v ; urn : r a r a ; glass : p p ; burette : c m ; SEPARATE empty glass	decanter : m m v v ; urn : r a r a ; glass : _ ; burette : c m ;
bottle : p p r ; canister : a b ; burette : e ; SEPARATE shift bottle before canister	bottle : p p r ; canister : a b ; burette : e ;
burette : d y c y c ; burette : r o o b ; bottle : y y a a ; SEPARATE empty last burette	burette : d y c y c ; burette : _ ; bottle : y y a a ;
jar : p p ; canister : h h ; jug : r r e ; vessel : c m m d d c ; SEPARATE add five cabernet to vessel	jar : p p ; canister : h h ; jug : r r e ; vessel : c m m d d c c c c c c ;
glass : e g e ; mug : f d f d ; SEPARATE shift glass before mug	glass : e g e ; mug : f d f d ;
thermos : d d p p ; flagon : p p ; thermos : p e e ; SEPARATE add six cabernet to last thermos	thermos : d d p p ; flagon : p p ; thermos : p e e c c c c c c ;
glass : o o ; jar : g ; SEPARATE add six aqua to jar	glass : o o ; jar : g a a a a a a ;
glass : r g ; burette : d b g d ; thermos : r r ; mug : v v ; SEPARATE empty glass	glass : _ ; burette : d b g d ; thermos : r r ; mug : v v ;
jug : r ; pitcher : e h h e ; SEPARATE shift pitcher after jug	jug : r ; pitcher : e h h e ;
flagon : b o e b ; jar : g ; vessel : d r ; flagon : m ; SEPARATE shift vessel after first flagon	flagon : b o e b ; vessel : d r ; jar : g ; flagon : m ;
urn : b b ; beaker : a r g r ; urn : h b ; SEPARATE add six green to beaker	urn : b b ; beaker : a r g r g g g g g g ; urn : h b ;
urn : d f d ; jar : b h h b ; SEPARATE filter urn	urn : d d f ; jar : b h h b ;
mug : m m ; flagon : r a a e ; SEPARATE filter flagon	mug : m m ; flagon : r a a e ;
pitcher : r e e r ; flask : a a ; cup : m b b m ; SEPARATE add four orange to cup	pitcher : r e e r ; flask : a a ; cup : m b b m o o o o ;
thermos : v v ; beaker : o o v ; SEPARATE double thermos	thermos : v v v v ; beaker : o o v ;
bottle : r b b r ; jar : a ; decanter : g p d p g ; SEPARATE destroy bottle	jar : a ; decanter : g p d p g ;
bottle : r r ; jug : e p e ; thermos : y r r y ; SEPARATE destroy jug	bottle : r r ; thermos : y r r y ;
burette : y y ; glass : g g ; vessel : h c f h f c ; cup : c ; SEPARATE double glass	burette : y y ; glass : g g g g ; vessel : h c f h f c ; cup : c ;
burette : g e e g ; decanter : h h ; beaker : f h m m f ; SEPARATE create burette	burette : g e e g ; decanter : h h ; beaker : f h m m f ; burette : _ ;
urn : b e b ; burette : v e ; thermos : y m m g y ; jar : h a a ; SEPARATE create flagon	urn : b e b ; burette : v e ; thermos : y m m g y ; jar : h a a ; flagon : _ ;
beaker : g g ; pitcher : b o b m ; flask : a a b b ; SEPARATE filter beaker	beaker : g g ; pitcher : b o b m ; flask : a a b b ;
bottle : v g g ; burette : p p c a c ; mug : e ; SEPARATE create canister	bottle : v g g ; burette : p p c a c ; mug : e ; canister : _ ;
bottle : y y o b b ; vessel : b r b ; cup : g v ; SEPARATE shift cup after bottle	bottle : y y o b b ; cup : g v ; vessel : b r b ;
canister : e c ; mug : a a h ; vessel : h h ; SEPARATE destroy mug	canister : e c ; vessel : h h ;
cup : e b b e ; mug : r r ; decanter : g y ; SEPARATE add four harlequin to cup	cup : e b b e h h h h ; mug : r r ; decanter : g y ;
burette : e h a ; urn : a a ; SEPARATE shift burette before urn	burette : e h a ; urn : a a ;
flagon : o r p p ; glass : g a v g ; flask : e b e f b ; jar : y ; SEPARATE create thermos	flagon : o r p p ; glass : g a v g ; flask : e b e f b ; jar : y ; thermos : _ ;
cup : a v v a b b ; bottle : b b g d d ; SEPARATE filter bottle	cup : a v v a b b ; bottle : b b g d d ;
flask : p g g ; decanter : c h r h c ; vessel : h h ; SEPARATE filter decanter	flask : p g g ; decanter : c c h h r ; vessel : h h ;
flagon : d d e ; cup : y p a a ; beaker : v a v ; mug : p p ; SEPARATE add two yellow to flagon	flagon : d d e y y ; cup : y p a a ; beaker : v a v ; mug : p p ;
urn : d ; jug : o g ; SEPARATE destroy urn	jug : o g ;
decanter : r o p ; burette : e e ; pitcher : r e r v ; SEPARATE empty pitcher	decanter : r o p ; burette : e e ; pitcher : _ ;
pitcher : e y ; flask : f e f ; beaker : p ; thermos : y y f ; SEPARATE shift pitcher before flask	pitcher : e y ; flask : f e f ; beaker : p ; thermos : y y f ;
urn : e ; flask : o f o ; decanter : m m b ; jar : v ; SEPARATE double decanter	urn : e ; flask : o f o ; decanter : m m b m m b ; jar : v ;
mug : v v h ; vessel : e a e a ; SEPARATE empty mug	mug : _ ; vessel : e a e a ;
decanter : m d m ; flask : c c ; vessel : f r y y ; SEPARATE empty decanter	decanter : _ ; flask : c c ; vessel : f r y y ;
mug : v e v ; thermos : b v v b ; SEPARATE add three magenta to thermos	mug : v e v ; thermos : b v v b m m m ;
thermos : g g h ; vessel : o o ; burette : a f a ; SEPARATE add one violet to thermos	thermos : g g h v ; vessel : o o ; burette : a f a ;
beaker : v o e ; canister : c c r h ; jug : b ; SEPARATE filter jug	beaker : v o e ; canister : c c r h ; jug : b ;
glass : y b b a ; bottle : h h f ; pitcher : e m e m ; SEPARATE shift bottle after glass	glass : y b b a ; bottle : h h f ; pitcher : e m e m ;
pitcher : e b b e f ; canister : e e m ; burette : d d ; beaker : a ; SEPARATE add five yellow to pitcher	pitcher : e b b e f y y y y y ; canister : e e m ; burette : d d ; beaker : a ;
burette : y v e e v ; cup : r y r y ; SEPARATE create burette	burette : y v e e v ; cup : r y r y ; burette : _ ;
jug : a g f g ; decanter : h h ; cup : p ; SEPARATE double cup	jug : a g f g ; decanter : h h ; cup : p p ;
urn : p a a ; burette : c ; SEPARATE destroy urn	burette : c ;
vessel : o ; flagon : y y ; SEPARATE shift vessel after flagon	flagon : y y ; vessel : o ;
jug : g ; jar : o o ; SEPARATE create burette	jug : g ; jar : o o ; burette : _ ;
burette : p b y p ; canister : c c ; flagon : e e ; SEPARATE create urn	burette : p b y p ; canister : c c ; flagon : e e ; urn : _ ;
burette : d ; bottle : a h ; thermos : d d v e v e ; bottle : r r ; SEPARATE empty second bottle	burette : d ; bottle : a h ; thermos : d d v e v e ; bottle : _ ;
mug : e y y b ; flagon : o e d d e ; pitcher : m ; SEPARATE shift pitcher after mug	mug : e y y b ; pitcher : m ; flagon : o e d d e ;
thermos : g y y g d ; glass : f f ; flask : m c m ; beaker : f d f d ; SEPARATE empty flask	thermos : g y y g d ; glass : f f ; flask : _ ; beaker : f d f d ;
flask : p y b p ; flask : p h p f ; SEPARATE filter first flask	flask : p p y b ; flask : p h p f ;
beaker : e e y f y ; bottle : o o ; SEPARATE add six daffodil to beaker	beaker : e e y f y d d d d d d ; bottle : o o ;
burette : a r a r p ; canister : a y y ; bottle : p r r m m ; SEPARATE double canister	burette : a r a r p ; canister : a y y a y y ; bottle : p r r m m ;
cup : d e b ; jug : v v a a ; mug : c c y y ; jug : h o h ; SEPARATE add four emberiae to last jug	cup : d e b ; jug : v v a a ; mug : c c y y ; jug : h o h e e e e ;
flagon : f f ; decanter : m d v m ; cup : h b g b g h ; urn : p v v p ; SEPARATE add four green to urn	flagon : f f ; decanter : m d v m ; cup : h b g b g h ; urn : p v v p g g g g ;
mug : c d c y d ; pitcher : v ; beaker : d g d m m g ; bottle : b f b ; SEPARATE filter pitcher	mug : c d c y d ; pitcher : v ; beaker : d g d m m g ; bottle : b f b ;
flagon : b p r b ; beaker : a c ; flagon : b p b p ; pitcher : g g r r ; SEPARATE add five aqua to beaker	flagon : b p r b ; beaker : a c a a a a a ; flagon : b p b p ; pitcher : g g r r ;
cup : v m v o o ; pitcher : d d g a a ; SEPARATE empty pitcher	cup : v m v o o ; pitcher : _ ;
burette : e e ; beaker : r ; beaker : b b d d ; SEPARATE shift second beaker before burette	beaker : b b d d ; burette : e e ; beaker : r ;
cup : o o ; urn : d h ; jar : o c o c ; SEPARATE double cup	cup : o o o o ; urn : d h ; jar : o c o c ;
burette : e e b ; thermos : c c ; flagon : h c h ; pitcher : o c r ; SEPARATE create jar	burette : e e b ; thermos : c c ; flagon : h c h ; pitcher : o c r ; jar : _ ;
cup : a ; jar : b p a p b a ; SEPARATE destroy cup	jar : b p a p b a ;
jar : r r ; decanter : f ; vessel : v y ; glass : c c ; SEPARATE add one aqua to jar	jar : r r a ; decanter : f ; vessel : v y ; glass : c c ;
jar : o p p h ; thermos : r d r d ; SEPARATE filter jar	jar : o p p h ; thermos : r d r d ;
thermos : c c ; glass : h h ; SEPARATE empty thermos	thermos : _ ; glass : h h ;
flask : v v ; beaker : g ; SEPARATE double beaker	flask : v v ; beaker : g g ;
burette : v h h f ; canister : e e f o ; SEPARATE filter burette	burette : v h h f ; canister : e e f o ;
bottle : f f ; pitcher : c d f d ; mug : h ; beaker : f d d ; SEPARATE empty pitcher	bottle : f f ; pitcher : _ ; mug : h ; beaker : f d d ;
canister : e ; vessel : f g ; SEPARATE destroy canister	vessel : f g ;
mug : r r ; pitcher : o v f f ; SEPARATE empty pitcher	mug : r r ; pitcher : _ ;
thermos : e e ; urn : b o b ; SEPARATE destroy urn	thermos : e e ;
flagon : m m ; flask : b p b v ; bottle : a f a ; vessel : g g ; SEPARATE add five cabernet to vessel	flagon : m m ; flask : b p b v ; bottle : a f a ; vessel : g g c c c c c ;
bottle : a a ; canister : c ; jug : a a ; SEPARATE add five yellow to bottle	bottle : a a y y y y y ; canister : c ; jug : a a ;
bottle : o b b ; flagon : m g ; SEPARATE create mug	bottle : o b b ; flagon : m g ; mug : _ ;
flagon : g g m m ; glass : c c ; flagon : a ; cup : f o ; SEPARATE shift glass after second flagon	flagon : g g m m ; flagon : a ; glass : c c ; cup : f o ;
flask : d c r d ; burette : a a ; jar : d ; SEPARATE create jug	flask : d c r d ; burette : a a ; jar : d ; jug : _ ;
thermos : c ; burette : h ; canister : p b ; SEPARATE double burette	thermos : c ; burette : h h ; canister : p b ;
thermos : e m ; burette : h h d c ; decanter : a o h h ; pitcher : y ; SEPARATE create thermos	thermos : e m ; burette : h h d c ; decanter : a o h h ; pitcher : y ; thermos : _ ;
vessel : h e o o ; glass : h c r r ; jar : c h c ; SEPARATE create glass	vessel : h e o o ; glass : h c r r ; jar : c h c ; glass : _ ;
decanter : r r ; vessel : h h d ; mug : y e c e ; SEPARATE shift mug after vessel	decanter : r r ; vessel : h h d ; mug : y e c e ;
thermos : m p p ; mug : b b e ; canister : h p p h ; cup : d r y ; SEPARATE shift cup before canister	thermos : m p p ; mug : b b e ; cup : d r y ; canister : h p p h ;
canister : a e e h ; canister : e v e ; jar : y y ; canister : v v e e ; SEPARATE shift second canister after third canister	canister : a e e h ; jar : y y ; canister : v v e e ; canister : e v e ;
vessel : d ; canister : r m r b b ; bottle : m p g p ; flask : a a y ; SEPARATE create cup	vessel : d ; canister : r m r b b ; bottle : m p g p ; flask : a a y ; cup : _ ;
glass : r d d r ; jar : r h h r m m ; SEPARATE shift glass before jar	glass : r d d r ; jar : r h h r m m ;
canister : h a r h ; urn : y b h h ; bottle : d v ; SEPARATE filter urn	canister : h a r h ; urn : y b h h ; bottle : d v ;
flask : m e ; beaker : o o ; SEPARATE empty flask	flask : _ ; beaker : o o ;
mug : m m r ; mug : e f e ; thermos : v m ; SEPARATE empty thermos	mug : m m r ; mug : e f e ; thermos : _ ;
pitcher : m m ; mug : e g e f g f ; decanter : g m m e g e ; jar : p c ; SEPARATE create urn	pitcher : m m ; mug : e g e f g f ; decanter : g m m e g e ; jar : p c ; urn : _ ;
mug : f f m r ; urn : f f m ; urn : o d o y d y ; SEPARATE empty first urn	mug : f f m r ; urn : _ ; urn : o d o y d y ;
flask : m m ; urn : a y a ; SEPARATE destroy urn	flask : m m ;
mug : f d c c ; glass : m f m y y f ; pitcher : o ; bottle : h g f h f ; SEPARATE add five orange to glass	mug : f d c c ; glass : m f m y y f o o o o o ; pitcher : o ; bottle : h g f h f ;
mug : v f f d ; flask : d d ; flask : e r r ; SEPARATE destroy mug	flask : d d ; flask : e r r ;
canister : d e m e m ; vessel : r r ; flagon : a a o ; flask : o o d ; SEPARATE double flagon	canister : d e m e m ; vessel : r r ; flagon : a a o a a o ; flask : o o d ;
