Input	Output
cup : g a a ; burette : e a a ; mug : p ; burette : p a p f ; SEPARATE empty first burette	cup : g a a ; burette : _ ; mug : p ; burette : p a p f ;
thermos : v f b ; thermos : v o a o ; flagon : v m ; SEPARATE shift first thermos before last thermos	thermos : v f b ; thermos : v o a o ; flagon : v m ;
jug : a y ; pitcher : y o r o r ; jug : f p b b ; SEPARATE destroy first jug	pitcher : y o r o r ; jug : f p b b ;
decanter : y y ; vessel : y f b f y ; beaker : c y y ; SEPARATE double vessel	decanter : y y ; vessel : y f b f y y f b f y ; beaker : c y y ;
jar : v v ; bottle : y y ; mug : y y a o ; decanter : r d m d ; SEPARATE shift jar before bottle	jar : v v ; bottle : y y ; mug : y y a o ; decanter : r d m d ;
mug : e ; pitcher : c e e c ; burette : m m c ; SEPARATE filter burette	mug : e ; pitcher : c e e c ; burette : m m c ;
mug : f d d f m m ; mug : m p m ; mug : o d h d o ; SEPARATE add one emberiae to second mug	mug : f d d f m m ; mug : m p m e ; mug : o d h d o ;
urn : b r ; pitcher : v v ; flagon : m d f d ; SEPARATE unmix pitcher	urn : b r ; pitcher : v v ; flagon : m d f d ;
pitcher : c e r c e ; thermos : b v b ; glass : y y ; SEPARATE unmix glass	pitcher : c e r c e ; thermos : b v b ; glass : y y ;
jar : r d r d o o ; glass : f b ; SEPARATE shift jar before glass	jar : r d r d o o ; glass : f b ;
flagon : e r p ; canister : d ; jar : p p ; SEPARATE filter flagon	flagon : e r p ; canister : d ; jar : p p ;
jar : g y g ; vessel : g r r ; vessel : h m m a ; glass : g d d ; SEPARATE add one orange to last vessel	jar : g y g ; vessel : g r r ; vessel : h m m a o ; glass : g d d ;
thermos : y a y e ; vessel : p y p y ; thermos : y c y c a ; mug : v a ; SEPARATE filter vessel	thermos : y a y e ; vessel : p p y y ; thermos : y c y c a ; mug : v a ;
beaker : b b ; thermos : p a r p ; pitcher : r h b h ; glass : r o o v ; SEPARATE empty beaker	beaker : _ ; thermos : p a r p ; pitcher : r h b h ; glass : r o o v ;
cup : y ; jar : m m ; burette : c ; flask : g g h ; SEPARATE empty cup	cup : _ ; jar : m m ; burette : c ; flask : g g h ;
cup : c d v d ; thermos : b f c b c f ; SEPARATE add one yellow to thermos	cup : c d v d ; thermos : b f c b c f y ;
bottle : e e ; pitcher : y d d ; decanter : e e m ; SEPARATE empty pitcher	bottle : e e ; pitcher : _ ; decanter : e e m ;
burette : o y a a y o ; bottle : h h ; SEPARATE double bottle	burette : o y a a y o ; bottle : h h h h ;
flagon : c p p c ; thermos : g g ; jar : g ; burette : d b b ; SEPARATE empty jar	flagon : c p p c ; thermos : g g ; jar : _ ; burette : d b b ;
cup : e y g g e ; bottle : v v ; SEPARATE unmix bottle	cup : e y g g e ; bottle : v v ;
pitcher : d g c ; pitcher : m h m ; decanter : b b ; thermos : v v f f p ; SEPARATE filter last pitcher	pitcher : d g c ; pitcher : m m h ; decanter : b b ; thermos : v v f f p ;
thermos : f f e d d ; flagon : r r ; SEPARATE destroy thermos	flagon : r r ;
beaker : y ; glass : v ; urn : b r c r ; cup : m m ; SEPARATE create vessel	beaker : y ; glass : v ; urn : b r c r ; cup : m m ; vessel : _ ;
decanter : e d p e ; flagon : m m ; mug : m f v f v ; SEPARATE destroy flagon	decanter : e d p e ; mug : m f v f v ;
thermos : m v v f ; vessel : e e ; SEPARATE destroy vessel	thermos : m v v f ;
cup : h h ; jar : v v p f p ; jug : c c ; jar : e ; SEPARATE create decanter	cup : h h ; jar : v v p f p ; jug : c c ; jar : e ; decanter : _ ;
canister : p ; jug : d f ; SEPARATE double canister	canister : p p ; jug : d f ;
glass : d a a r d ; beaker : p h f ; SEPARATE shift beaker before glass	beaker : p h f ; glass : d a a r d ;
beaker : b p b r r ; thermos : y a a y e e ; pitcher : g g p p ; SEPARATE unmix pitcher	beaker : b p b r r ; thermos : y a a y e e ; pitcher : g g ; pitcher : p p ;
burette : v g ; canister : f ; flask : p p c c y ; SEPARATE unmix canister	burette : v g ; canister : f ; flask : p p c c y ;
mug : m g g m a ; vessel : o o e e ; SEPARATE unmix mug	mug : m m ; mug : g g ; mug : a ; vessel : o o e e ;
glass : v v ; decanter : r y h r ; mug : a a e e ; SEPARATE filter decanter	glass : v v ; decanter : r r y h ; mug : a a e e ;
pitcher : y v y d ; cup : r ; beaker : h h b ; SEPARATE create burette	pitcher : y v y d ; cup : r ; beaker : h h b ; burette : _ ;
bottle : d d ; pitcher : r r f f a ; SEPARATE create bottle	bottle : d d ; pitcher : r r f f a ; bottle : _ ;
mug : e r r e ; glass : b d d r b ; vessel : v c f ; cup : y p ; SEPARATE shift mug before glass	mug : e r r e ; glass : b d d r b ; vessel : v c f ; cup : y p ;
flask : g e g ; canister : y ; cup : d d ; SEPARATE double cup	flask : g e g ; canister : y ; cup : d d d d ;
cup : h b h f b ; thermos : f h ; SEPARATE double cup	cup : h b h f b h b h f b ; thermos : f h ;
canister : a p p ; burette : c ; urn : h o r o h ; SEPARATE add four red to burette	canister : a p p ; burette : c r r r r ; urn : h o r o h ;
urn : c c y m ; vessel : v ; SEPARATE create flagon	urn : c c y m ; vessel : v ; flagon : _ ;
glass : c b c r b ; jug : e h e ; SEPARATE double glass	glass : c b c r b c b c r b ; jug : e h e ;
flagon : a a y e y ; bottle : a f v v f a ; decanter : f f ; cup : a y d a y ; SEPARATE create vessel	flagon : a a y e y ; bottle : a f v v f a ; decanter : f f ; cup : a y d a y ; vessel : _ ;
cup : p p ; cup : d d e e ; SEPARATE create cup	cup : p p ; cup : d d e e ; cup : _ ;
flask : c d d ; mug : b b ; thermos : v o e ; jar : v v c ; SEPARATE double jar	flask : c d d ; mug : b b ; thermos : v o e ; jar : v v c v v c ;
glass : y v ; bottle : c p p ; cup : y ; jar : a h c h a ; SEPARATE double bottle	glass : y v ; bottle : c p p c p p ; cup : y ; jar : a h c h a ;
vessel : a a v p ; glass : a e f ; beaker : e h h v v e ; decanter : m v v ; SEPARATE destroy vessel	glass : a e f ; beaker : e h h v v e ; decanter : m v v ;
pitcher : p m c m p c ; jar : b b a a c c ; vessel : m m c y y ; SEPARATE empty pitcher	pitcher : _ ; jar : b b a a c c ; vessel : m m c y y ;
cup : d m o ; glass : b p p g g b ; cup : b b e a ; glass : c ; SEPARATE empty last glass	cup : d m o ; glass : b p p g g b ; cup : b b e a ; glass : _ ;
flask : h c h o c o ; burette : a b b ; glass : c b c ; jar : v ; SEPARATE unmix flask	flask : h h ; flask : c c ; flask : o o ; burette : a b b ; glass : c b c ; jar : v ;
flagon : c ; cup : o ; urn : a ; urn : e e ; SEPARATE destroy last urn	flagon : c ; cup : o ; urn : a ;
flagon : d ; vessel : d g h ; jug : m h h ; mug : a p p ; SEPARATE add five violet to flagon	flagon : d v v v v v ; vessel : d g h ; jug : m h h ; mug : a p p ;
burette : p p ; jug : d v d p ; SEPARATE destroy burette	jug : d v d p ;
jug : m o c o c ; beaker : r ; flask : o ; SEPARATE filter jug	jug : m o o c c ; beaker : r ; flask : o ;
cup : o e v ; cup : h b ; mug : c c ; SEPARATE add five aqua to first cup	cup : o e v a a a a a ; cup : h b ; mug : c c ;
jar : a d d ; urn : f d f ; jar : o o m ; burette : b b m m ; SEPARATE empty urn	jar : a d d ; urn : _ ; jar : o o m ; burette : b b m m ;
jug : y d d ; burette : f ; jar : r r ; SEPARATE filter jug	jug : y d d ; burette : f ; jar : r r ;
bottle : e ; jar : a a ; SEPARATE empty jar	bottle : e ; jar : _ ;
canister : d c ; burette : r r ; jug : h m m ; SEPARATE empty burette	canister : d c ; burette : _ ; jug : h m m ;
urn : b b ; decanter : h a ; SEPARATE unmix decanter	urn : b b ; decanter : h ; decanter : a ;
bottle : m ; urn : m f f ; SEPARATE destroy urn	bottle : m ;
flagon : v v g o g ; glass : o c c o e ; urn : b y y b ; cup : d h g d h ; SEPARATE destroy glass	flagon : v v g o g ; urn : b y y b ; cup : d h g d h ;
glass : h h g ; decanter : m y ; beaker : a r y y a ; flagon : y m y m ; SEPARATE empty beaker	glass : h h g ; decanter : m y ; beaker : _ ; flagon : y m y m ;
cup : c r r f ; mug : b m b ; bottle : d e e d f f ; SEPARATE shift cup after mug	mug : b m b ; cup : c r r f ; bottle : d e e d f f ;
flask : o h o h ; bottle : e y b b ; glass : p p m m ; SEPARATE add three harlequin to glass	flask : o h o h ; bottle : e y b b ; glass : p p m m h h h ;
thermos : a a ; jug : e ; urn : o ; SEPARATE unmix urn	thermos : a a ; jug : e ; urn : o ;
glass : e r e ; urn : d d g ; SEPARATE add three emberiae to glass	glass : e r e e e e ; urn : d d g ;
beaker : g g c ; vessel : y y ; thermos : p p ; jug : f ; SEPARATE filter jug	beaker : g g c ; vessel : y y ; thermos : p p ; jug : f ;
canister : y r r y ; jar : v e v ; burette : a a ; thermos : h f m h ; SEPARATE add five violet to burette	canister : y r r y ; jar : v e v ; burette : a a v v v v v ; thermos : h f m h ;
pitcher : y d ; jug : o c ; decanter : r h ; decanter : m m p h ; SEPARATE filter pitcher	pitcher : y d ; jug : o c ; decanter : r h ; decanter : m m p h ;
glass : a f ; urn : p d o ; jar : h h a e ; flagon : a o o p p ; SEPARATE double glass	glass : a f a f ; urn : p d o ; jar : h h a e ; flagon : a o o p p ;
canister : p ; beaker : b y o ; jar : b y c ; SEPARATE destroy jar	canister : p ; beaker : b y o ;
urn : f ; decanter : m c ; SEPARATE shift decanter after urn	urn : f ; decanter : m c ;
pitcher : r v r f v ; glass : o b r b ; jar : e e p ; beaker : a a ; SEPARATE add one red to pitcher	pitcher : r v r f v r ; glass : o b r b ; jar : e e p ; beaker : a a ;
flask : h o o ; urn : e d d e ; SEPARATE double urn	flask : h o o ; urn : e d d e e d d e ;
canister : e g ; mug : o m c m ; beaker : o ; SEPARATE add two violet to mug	canister : e g ; mug : o m c m v v ; beaker : o ;
mug : h ; urn : d ; canister : h h ; SEPARATE destroy mug	urn : d ; canister : h h ;
thermos : o o d ; bottle : r ; thermos : p v p f f ; SEPARATE double first thermos	thermos : o o d o o d ; bottle : r ; thermos : p v p f f ;
jug : m m a a ; decanter : f m e ; SEPARATE double decanter	jug : m m a a ; decanter : f m e f m e ;
cup : o h c c h o ; mug : a c c ; jar : f f ; jug : a d ; SEPARATE unmix cup	cup : o o ; cup : h h ; cup : c c ; mug : a c c ; jar : f f ; jug : a d ;
bottle : y g y ; jar : h v m m v ; jug : c ; SEPARATE filter jar	bottle : y g y ; jar : h v v m m ; jug : c ;
glass : p r r ; burette : p m v m ; mug : h y h y ; burette : f f ; SEPARATE create beaker	glass : p r r ; burette : p m v m ; mug : h y h y ; burette : f f ; beaker : _ ;
bottle : p e e p ; canister : y b y b ; cup : p o ; SEPARATE create thermos	bottle : p e e p ; canister : y b y b ; cup : p o ; thermos : _ ;
urn : e e ; glass : c o a a c ; flagon : a o h o ; glass : c y c a ; SEPARATE unmix flagon	urn : e e ; glass : c o a a c ; flagon : a ; flagon : o o ; flagon : h ; glass : c y c a ;
canister : h v v h ; mug : c d c d ; SEPARATE shift canister after mug	mug : c d c d ; canister : h v v h ;
flagon : c c ; pitcher : d p d h h p ; SEPARATE shift pitcher before flagon	pitcher : d p d h h p ; flagon : c c ;
bottle : v d r r v d ; bottle : b b ; canister : d v v ; SEPARATE filter first bottle	bottle : v v d d r r ; bottle : b b ; canister : d v v ;
glass : g g ; vessel : e y y ; SEPARATE double glass	glass : g g g g ; vessel : e y y ;
beaker : y y g p ; burette : v p v ; SEPARATE empty burette	beaker : y y g p ; burette : _ ;
thermos : p p ; jug : b b ; mug : o o c r c r ; cup : r a r ; SEPARATE create vessel	thermos : p p ; jug : b b ; mug : o o c r c r ; cup : r a r ; vessel : _ ;
burette : g m m g ; urn : e e ; flagon : p b ; flask : m m ; SEPARATE empty flagon	burette : g m m g ; urn : e e ; flagon : _ ; flask : m m ;
glass : g g ; vessel : a e e a ; urn : m e e ; SEPARATE shift vessel after glass	glass : g g ; vessel : a e e a ; urn : m e e ;
glass : e o ; burette : b ; SEPARATE add four fuchsia to burette	glass : e o ; burette : b f f f f ;
flask : h h ; mug : f f ; SEPARATE shift flask before mug	flask : h h ; mug : f f ;
decanter : m m ; decanter : b c ; burette : f g g ; canister : h v v c h ; SEPARATE create burette	decanter : m m ; decanter : b c ; burette : f g g ; canister : h v v c h ; burette : _ ;
mug : a a ; flagon : b ; flagon : r r ; canister : v v ; SEPARATE empty first flagon	mug : a a ; flagon : _ ; flagon : r r ; canister : v v ;
jug : c c r r ; cup : d y e d e y ; cup : o a f f ; jar : v m v y m y ; SEPARATE filter second cup	jug : c c r r ; cup : d y e d e y ; cup : o a f f ; jar : v m v y m y ;
mug : m r f m ; vessel : o o d d y ; SEPARATE empty mug	mug : _ ; vessel : o o d d y ;
pitcher : v m v c ; jar : a o a h ; flagon : y e e y ; SEPARATE destroy flagon	pitcher : v m v c ; jar : a o a h ;
beaker : h h b y y b ; canister : a a ; SEPARATE add two harlequin to canister	beaker : h h b y y b ; canister : a a h h ;
bottle : f ; decanter : o o ; SEPARATE destroy decanter	bottle : f ;
mug : f y v v y f ; jug : v p f p ; jar : d ; SEPARATE destroy mug	jug : v p f p ; jar : d ;
flask : v h a a h v ; jar : b v b ; urn : y ; bottle : d f ; SEPARATE create burette	flask : v h a a h v ; jar : b v b ; urn : y ; bottle : d f ; burette : _ ;
beaker : y y ; bottle : e e v ; urn : d f f o ; jar : r b y r y ; SEPARATE destroy jar	beaker : y y ; bottle : e e v ; urn : d f f o ;
urn : y o d y ; pitcher : d h h a a d ; SEPARATE filter urn	urn : y y o d ; pitcher : d h h a a d ;
vessel : v ; glass : e ; jar : m y y m ; SEPARATE double jar	vessel : v ; glass : e ; jar : m y y m m y y m ;
decanter : e e ; vessel : f f d r ; pitcher : v ; SEPARATE double decanter	decanter : e e e e ; vessel : f f d r ; pitcher : v ;
pitcher : g g ; burette : o ; SEPARATE destroy burette	pitcher : g g ;
canister : g e e o g o ; beaker : p m ; flagon : f c ; urn : r m v ; SEPARATE filter flagon	canister : g e e o g o ; beaker : p m ; flagon : f c ; urn : r m v ;
jug : m ; canister : m m b ; flagon : m v e ; SEPARATE unmix flagon	jug : m ; canister : m m b ; flagon : m ; flagon : v ; flagon : e ;
flagon : y m f y ; pitcher : g d d ; flagon : y a y r r ; jar : f v ; SEPARATE empty pitcher	flagon : y m f y ; pitcher : _ ; flagon : y a y r r ; jar : f v ;
jar : p v p v ; jug : r r ; beaker : a a ; glass : o o y ; SEPARATE double beaker	jar : p v p v ; jug : r r ; beaker : a a a a ; glass : o o y ;
cup : o o ; jug : c a c ; flask : g g c f c f ; flask : f o f ; SEPARATE unmix cup	cup : o o ; jug : c a c ; flask : g g c f c f ; flask : f o f ;
cup : b ; cup : d d e e p ; SEPARATE double first cup	cup : b b ; cup : d d e e p ;
jug : p p h h v v ; thermos : y y v c v ; jar : g o p ; mug : b p p m ; SEPARATE add five green to jar	jug : p p h h v v ; thermos : y y v c v ; jar : g o p g g g g g ; mug : b p p m ;
thermos : p c p ; glass : r e g e ; SEPARATE shift thermos before glass	thermos : p c p ; glass : r e g e ;
thermos : y y o ; glass : r c ; SEPARATE filter glass	thermos : y y o ; glass : r c ;
beaker : m y m ; urn : p g b g p ; beaker : o ; SEPARATE double second beaker	beaker : m y m ; urn : p g b g p ; beaker : o o ;
vessel : f g v f v ; vessel : b f b f v ; thermos : a a ; decanter : e r r ; SEPARATE empty first vessel	vessel : _ ; vessel : b f b f v ; thermos : a a ; decanter : e r r ;
burette : r r ; decanter : d f c f d ; jug : r m m f f ; bottle : a r ; SEPARATE create burette	burette : r r ; decanter : d f c f d ; jug : r m m f f ; bottle : a r ; burette : _ ;
beaker : v ; beaker : e r ; SEPARATE destroy second beaker	beaker : v ;
thermos : m m h ; glass : e ; SEPARATE shift glass before thermos	glass : e ; thermos : m m h ;
mug : e e m m f ; vessel : o a o a ; SEPARATE double vessel	mug : e e m m f ; vessel : o a o a o a o a ;
decanter : v a a b b ; mug : g a ; thermos : y o o ; SEPARATE destroy decanter	mug : g a ; thermos : y o o ;
cup : c r ; jug : h h ; SEPARATE empty jug	cup : c r ; jug : _ ;
urn : a ; flask : e e ; SEPARATE shift urn before flask	urn : a ; flask : e e ;
cup : c g y g y ; urn : r a r a ; SEPARATE empty cup	cup : _ ; urn : r a r a ;
jar : a ; flask : e h ; vessel : f g p ; SEPARATE add one fuchsia to vessel	jar : a ; flask : e h ; vessel : f g p f ;
vessel : r r ; cup : f ; SEPARATE unmix vessel	vessel : r r ; cup : f ;
pitcher : c c r b r ; bottle : y e r e ; SEPARATE double bottle	pitcher : c c r b r ; bottle : y e r e y e r e ;
mug : c ; thermos : a a e ; flagon : g d g ; SEPARATE add one magenta to flagon	mug : c ; thermos : a a e ; flagon : g d g m ;
jug : a a e ; bottle : d a o ; flask : e m v m ; decanter : f ; SEPARATE empty decanter	jug : a a e ; bottle : d a o ; flask : e m v m ; decanter : _ ;
flask : g e g e ; flagon : g p g ; pitcher : d ; SEPARATE unmix pitcher	flask : g e g e ; flagon : g p g ; pitcher : d ;
canister : d d ; burette : m h o ; decanter : v v ; SEPARATE destroy burette	canister : d d ; decanter : v v ;
urn : e ; vessel : p g g p ; SEPARATE shift vessel after urn	urn : e ; vessel : p g g p ;
flagon : o o ; canister : y f y d f ; SEPARATE filter flagon	flagon : o o ; canister : y f y d f ;
cup : e e ; cup : a a ; urn : d c g c g d ; jug : c y y ; SEPARATE empty last cup	cup : e e ; cup : _ ; urn : d c g c g d ; jug : c y y ;
jug : m m ; glass : e y c ; urn : b m m ; SEPARATE shift glass after urn	jug : m m ; urn : b m m ; glass : e y c ;
flask : p ; flagon : d d a m m ; burette : d d h h ; SEPARATE create thermos	flask : p ; flagon : d d a m m ; burette : d d h h ; thermos : _ ;
canister : a y y a ; canister : v v ; SEPARATE create urn	canister : a y y a ; canister : v v ; urn : _ ;
beaker : g y ; cup : p ; flask : d v d ; SEPARATE empty beaker	beaker : _ ; cup : p ; flask : d v d ;
bottle : h ; glass : o f f o ; thermos : m y m y h ; jar : o c o m m ; SEPARATE create vessel	bottle : h ; glass : o f f o ; thermos : m y m y h ; jar : o c o m m ; vessel : _ ;
beaker : c r y r ; thermos : a b g ; canister : h a m a ; SEPARATE create decanter	beaker : c r y r ; thermos : a b g ; canister : h a m a ; decanter : _ ;
canister : v v ; flask : g ; SEPARATE add five fuchsia to flask	canister : v v ; flask : g f f f f f ;
thermos : b b ; canister : h g g ; bottle : a h a h m ; SEPARATE shift bottle before thermos	bottle : a h a h m ; thermos : b b ; canister : h g g ;
jug : v e v d d ; beaker : b m m b ; SEPARATE add two red to beaker	jug : v e v d d ; beaker : b m m b r r ;
urn : r r h f f ; flagon : o a a m m ; vessel : r f f r ; glass : p b r r ; SEPARATE add one purple to vessel	urn : r r h f f ; flagon : o a a m m ; vessel : r f f r p ; glass : p b r r ;
beaker : a g h h ; decanter : d c c d y ; flagon : e p p h ; SEPARATE create jar	beaker : a g h h ; decanter : d c c d y ; flagon : e p p h ; jar : _ ;
vessel : p p ; flask : d ; bottle : m m c y y ; SEPARATE double flask	vessel : p p ; flask : d d ; bottle : m m c y y ;
burette : f f ; thermos : o o ; mug : a d a c ; SEPARATE shift thermos after mug	burette : f f ; mug : a d a c ; thermos : o o ;
bottle : f p f ; beaker : m m y y ; SEPARATE empty beaker	bottle : f p f ; beaker : _ ;
jar : m o r ; urn : g g m ; vessel : g ; mug : g g f ; SEPARATE destroy urn	jar : m o r ; vessel : g ; mug : g g f ;
glass : p v c p ; beaker : f y f y ; glass : y e e ; SEPARATE empty beaker	glass : p v c p ; beaker : _ ; glass : y e e ;
canister : c c ; urn : c m c a a ; canister : b m p ; canister : h a h ; SEPARATE empty last canister	canister : c c ; urn : c m c a a ; canister : b m p ; canister : _ ;
flask : e e ; glass : c y y ; SEPARATE add two blue to glass	flask : e e ; glass : c y y b b ;
jug : f f o p p ; canister : p p ; decanter : f m ; SEPARATE add four fuchsia to jug	jug : f f o p p f f f f ; canister : p p ; decanter : f m ;
pitcher : g r h g r h ; flask : o y y o f f ; mug : r a r ; SEPARATE unmix mug	pitcher : g r h g r h ; flask : o y y o f f ; mug : r r ; mug : a ;
vessel : g g ; bottle : h h ; SEPARATE filter vessel	vessel : g g ; bottle : h h ;
flask : o a a h ; beaker : c y y ; decanter : g g d d ; canister : b g b ; SEPARATE empty beaker	flask : o a a h ; beaker : _ ; decanter : g g d d ; canister : b g b ;
thermos : y y v ; beaker : m y h h y ; burette : b b ; vessel : d ; SEPARATE destroy vessel	thermos : y y v ; beaker : m y h h y ; burette : b b ;
flask : v ; decanter : a a ; urn : g d y g d ; SEPARATE shift urn before flask	urn : g d y g d ; flask : v ; decanter : a a ;
pitcher : p b b p ; decanter : a a ; SEPARATE destroy pitcher	decanter : a a ;
decanter : r y y ; glass : g e d e ; SEPARATE create jug	decanter : r y y ; glass : g e d e ; jug : _ ;
jar : a a ; jug : e o ; jar : g c r r c g ; SEPARATE add six purple to first jar	jar : a a p p p p p p ; jug : e o ; jar : g c r r c g ;
bottle : g r g ; bottle : c r ; SEPARATE empty first bottle	bottle : _ ; bottle : c r ;
thermos : d a a d g ; mug : p p y y ; bottle : d ; burette : m c p ; SEPARATE destroy thermos	mug : p p y y ; bottle : d ; burette : m c p ;
decanter : o h o y y ; pitcher : c e ; cup : b b ; SEPARATE unmix decanter	decanter : o o ; decanter : h ; decanter : y y ; pitcher : c e ; cup : b b ;
flagon : h ; mug : b g m ; mug : c c ; SEPARATE double last mug	flagon : h ; mug : b g m ; mug : c c c c ;
flagon : h r y ; flask : h d ; SEPARATE empty flask	flagon : h r y ; flask : _ ;
mug : p ; flagon : h ; bottle : o a y o ; thermos : e e ; SEPARATE double mug	mug : p p ; flagon : h ; bottle : o a y o ; thermos : e e ;
jar : h ; beaker : h p v v h ; SEPARATE double jar	jar : h h ; beaker : h p v v h ;
urn : a d o a ; jar : e b e b a ; SEPARATE filter jar	urn : a d o a ; jar : e e b b a ;
burette : a a ; glass : v d v d a ; flask : m o ; flask : y y ; SEPARATE destroy burette	glass : v d v d a ; flask : m o ; flask : y y ;
canister : r o o r ; glass : a a g f ; thermos : v g ; beaker : p p y h ; SEPARATE add four orange to beaker	canister : r o o r ; glass : a a g f ; thermos : v g ; beaker : p p y h o o o o ;
flagon : v ; jug : y o ; jar : y ; SEPARATE create cup	flagon : v ; jug : y o ; jar : y ; cup : _ ;
jar : o o ; vessel : e d h h e ; cup : c d c f f d ; glass : h c h y ; SEPARATE empty cup	jar : o o ; vessel : e d h h e ; cup : _ ; glass : h c h y ;
canister : o e p o ; burette : p p ; urn : f a r a f ; SEPARATE filter canister	canister : o o e p ; burette : p p ; urn : f a r a f ;
canister : m m ; jar : c d c p p d ; SEPARATE add three yellow to canister	canister : m m y y y ; jar : c d c p p d ;
pitcher : y d d ; bottle : b b ; mug : o b b o ; burette : r e ; SEPARATE destroy bottle	pitcher : y d d ; mug : o b b o ; burette : r e ;
jar : p r r p ; thermos : g a m m ; mug : c c ; SEPARATE shift thermos after jar	jar : p r r p ; thermos : g a m m ; mug : c c ;
glass : f ; beaker : m m h ; cup : v h v g g ; glass : c y y r c ; SEPARATE shift cup before beaker	glass : f ; cup : v h v g g ; beaker : m m h ; glass : c y y r c ;
urn : e d d y y e ; urn : o o d ; SEPARATE empty first urn	urn : _ ; urn : o o d ;
jug : o o c v ; thermos : d m p d ; mug : h ; flagon : g v v g ; SEPARATE filter mug	jug : o o c v ; thermos : d m p d ; mug : h ; flagon : g v v g ;
canister : o d d ; decanter : v y v d y d ; flagon : f b b ; canister : o h o h ; SEPARATE empty first canister	canister : _ ; decanter : v y v d y d ; flagon : f b b ; canister : o h o h ;
thermos : o r v v ; pitcher : m m ; thermos : b e ; thermos : h b b ; SEPARATE filter third thermos	thermos : o r v v ; pitcher : m m ; thermos : b e ; thermos : h b b ;
pitcher : a a ; cup : f ; canister : h h ; thermos : e a e ; SEPARATE double cup	pitcher : a a ; cup : f f ; canister : h h ; thermos : e a e ;
burette : y y b ; cup : b m m b ; jar : f ; SEPARATE empty jar	burette : y y b ; cup : b m m b ; jar : _ ;
jug : v v ; decanter : v r ; SEPARATE shift jug before decanter	jug : v v ; decanter : v r ;
cup : r m f ; mug : b v h v h ; glass : g g ; glass : a a ; SEPARATE destroy cup	mug : b v h v h ; glass : g g ; glass : a a ;
flask : a a b y b ; glass : h ; SEPARATE create jug	flask : a a b y b ; glass : h ; jug : _ ;
bottle : g v g v ; glass : c ; SEPARATE destroy bottle	glass : c ;
mug : h o ; bottle : r ; pitcher : h h m a m ; SEPARATE empty pitcher	mug : h o ; bottle : r ; pitcher : _ ;
pitcher : e a o ; glass : y v v ; jar : d e p ; SEPARATE create beaker	pitcher : e a o ; glass : y v v ; jar : d e p ; beaker : _ ;
decanter : d y c y ; canister : e ; pitcher : e m e m ; SEPARATE empty canister	decanter : d y c y ; canister : _ ; pitcher : e m e m ;
canister : m m ; vessel : b ; thermos : g f g f ; cup : d r r c ; SEPARATE destroy thermos	canister : m m ; vessel : b ; cup : d r r c ;
beaker : v ; vessel : o ; pitcher : v v y p p ; jug : f ; SEPARATE shift vessel before pitcher	beaker : v ; vessel : o ; pitcher : v v y p p ; jug : f ;
canister : f a a g g f ; jug : r r c ; pitcher : r c m r ; SEPARATE empty canister	canister : _ ; jug : r r c ; pitcher : r c m r ;
glass : d m ; bottle : m m ; bottle : b f f a a ; SEPARATE destroy second bottle	glass : d m ; bottle : m m ;
burette : y ; urn : a a ; pitcher : m p m ; beaker : f f b ; SEPARATE shift urn before burette	urn : a a ; burette : y ; pitcher : m p m ; beaker : f f b ;
bottle : p p ; cup : v v c e ; burette : c c ; SEPARATE unmix cup	bottle : p p ; cup : v v ; cup : c ; cup : e ; burette : c c ;
jar : r r g h h ; jar : h ; decanter : f p m ; SEPARATE add one harlequin to first jar	jar : r r g h h h ; jar : h ; decanter : f p m ;
burette : b g ; flask : y g g ; flagon : m ; pitcher : g e ; SEPARATE create jug	burette : b g ; flask : y g g ; flagon : m ; pitcher : g e ; jug : _ ;
mug : p ; beaker : y m y ; glass : e ; pitcher : b b ; SEPARATE destroy beaker	mug : p ; glass : e ; pitcher : b b ;
glass : c ; jar : r r ; SEPARATE destroy jar	glass : c ;
cup : d g g ; thermos : y ; SEPARATE create jug	cup : d g g ; thermos : y ; jug : _ ;
beaker : c f c ; cup : d d v ; vessel : f f m m ; pitcher : c m ; SEPARATE filter beaker	beaker : c c f ; cup : d d v ; vessel : f f m m ; pitcher : c m ;
glass : d o r ; jug : g ; beaker : e e f a ; jar : r r ; SEPARATE add three aqua to jug	glass : d o r ; jug : g a a a ; beaker : e e f a ; jar : r r ;
mug : m g m g f ; urn : p c p c ; beaker : a c a m ; SEPARATE destroy beaker	mug : m g m g f ; urn : p c p c ;
vessel : c g c g ; flagon : d v v d ; jug : r ; glass : b b ; SEPARATE shift flagon after jug	vessel : c g c g ; jug : r ; flagon : d v v d ; glass : b b ;
vessel : v v ; jar : m m v ; burette : a e b b ; SEPARATE filter burette	vessel : v v ; jar : m m v ; burette : a e b b ;
urn : f f m ; pitcher : a f m m ; thermos : a h m m ; SEPARATE add four aqua to thermos	urn : f f m ; pitcher : a f m m ; thermos : a h m m a a a a ;
urn : b c ; burette : r v v r ; flagon : d d ; SEPARATE empty burette	urn : b c ; burette : _ ; flagon : d d ;
burette : b f r b f ; urn : h ; vessel : g b a b a ; SEPARATE shift urn after burette	burette : b f r b f ; urn : h ; vessel : g b a b a ;
bottle : b v f b v f ; flagon : e r r d ; decanter : f b d ; SEPARATE filter decanter	bottle : b v f b v f ; flagon : e r r d ; decanter : f b d ;
