Input	Output
vessel : m r ; jar : y y ; flagon : r d f ; bottle : v v r ; SEPARATE empty vessel	vessel : _ ; jar : y y ; flagon : r d f ; bottle : v v r ;
decanter : v m ; cup : o ; SEPARATE unmix cup	decanter : v m ; cup : o ;
burette : r o ; urn : y y m b ; beaker : d d ; SEPARATE empty beaker	burette : r o ; urn : y y m b ; beaker : _ ;
bottle : c ; bottle : a a ; pitcher : f b ; SEPARATE add two fuchsia to last bottle	bottle : c ; bottle : a a f f ; pitcher : f b ;
jar : y c y ; canister : y f y f ; SEPARATE filter canister	jar : y c y ; canister : y y f f ;
glass : b ; burette : o p o p ; cup : c ; pitcher : o o ; SEPARATE shift burette after cup	glass : b ; cup : c ; burette : o p o p ; pitcher : o o ;
mug : d d ; flagon : d d a ; flask : d d ; urn : h c d c d h ; SEPARATE filter flagon	mug : d d ; flagon : d d a ; flask : d d ; urn : h c d c d h ;
bottle : p p ; bottle : v y y v b ; mug : e b ; pitcher : d ; SEPARATE shift first bottle before mug	bottle : v y y v b ; bottle : p p ; mug : e b ; pitcher : d ;
decanter : e p h p ; canister : b b ; SEPARATE double canister	decanter : e p h p ; canister : b b b b ;
pitcher : f p p f ; flagon : y y ; mug : r f r ; SEPARATE create canister	pitcher : f p p f ; flagon : y y ; mug : r f r ; canister : _ ;
canister : c b a c a ; pitcher : r r ; jar : r r ; SEPARATE destroy pitcher	canister : c b a c a ; jar : r r ;
jar : h r h a ; cup : r d c c d ; SEPARATE filter jar	jar : h h r a ; cup : r d c c d ;
mug : p g p e ; vessel : m m ; cup : m m d c c d ; vessel : f c c g ; SEPARATE destroy mug	vessel : m m ; cup : m m d c c d ; vessel : f c c g ;
jar : a v g v ; jug : g g ; SEPARATE filter jar	jar : a v v g ; jug : g g ;
jug : o d y o y ; flagon : o o f ; SEPARATE create canister	jug : o d y o y ; flagon : o o f ; canister : _ ;
bottle : h a h a ; burette : p g ; SEPARATE destroy bottle	burette : p g ;
jar : m f f m ; jar : e e ; beaker : m ; mug : e p p e ; SEPARATE filter first jar	jar : m m f f ; jar : e e ; beaker : m ; mug : e p p e ;
pitcher : e f ; beaker : f f ; jar : g g h ; jar : b h g h ; SEPARATE filter last jar	pitcher : e f ; beaker : f f ; jar : g g h ; jar : b h h g ;
jar : b c c b ; bottle : v v h a ; pitcher : e e b h ; canister : e e ; SEPARATE filter pitcher	jar : b c c b ; bottle : v v h a ; pitcher : e e b h ; canister : e e ;
flagon : p ; bottle : c r r c ; pitcher : f g g f h h ; urn : d h h y ; SEPARATE create flagon	flagon : p ; bottle : c r r c ; pitcher : f g g f h h ; urn : d h h y ; flagon : _ ;
vessel : f f g g y y ; jar : d a ; mug : e v v ; SEPARATE unmix jar	vessel : f f g g y y ; jar : d ; jar : a ; mug : e v v ;
cup : v v c ; urn : b b ; cup : g o g f f o ; flask : v o o ; SEPARATE double first cup	cup : v v c v v c ; urn : b b ; cup : g o g f f o ; flask : v o o ;
canister : b d b d ; jar : m m r f r ; flask : d e e d ; jug : r b a ; SEPARATE destroy canister	jar : m m r f r ; flask : d e e d ; jug : r b a ;
flask : r e r ; mug : d c f d f ; SEPARATE double flask	flask : r e r r e r ; mug : d c f d f ;
vessel : r ; canister : c c a ; SEPARATE double vessel	vessel : r r ; canister : c c a ;
vessel : d e f e f ; jar : f c c ; burette : y y ; thermos : d b ; SEPARATE shift jar after vessel	vessel : d e f e f ; jar : f c c ; burette : y y ; thermos : d b ;
flagon : m f ; vessel : r ; burette : f f v ; SEPARATE shift burette after flagon	flagon : m f ; burette : f f v ; vessel : r ;
decanter : r ; flagon : v d h d ; burette : d c c d ; bottle : b g g b ; SEPARATE shift bottle after flagon	decanter : r ; flagon : v d h d ; bottle : b g g b ; burette : d c c d ;
mug : r v d v ; burette : y ; beaker : b r r e e b ; jug : c c ; SEPARATE shift mug before beaker	burette : y ; mug : r v d v ; beaker : b r r e e b ; jug : c c ;
cup : f o f ; pitcher : p p r e r ; SEPARATE create urn	cup : f o f ; pitcher : p p r e r ; urn : _ ;
jug : v g g v ; beaker : e f e ; canister : b b ; bottle : o y g g o y ; SEPARATE create urn	jug : v g g v ; beaker : e f e ; canister : b b ; bottle : o y g g o y ; urn : _ ;
bottle : p p ; glass : r ; pitcher : b b ; SEPARATE filter glass	bottle : p p ; glass : r ; pitcher : b b ;
jar : v p ; pitcher : r r ; flask : g ; beaker : v ; SEPARATE filter jar	jar : v p ; pitcher : r r ; flask : g ; beaker : v ;
urn : r e e ; thermos : m r m r ; glass : e v e ; SEPARATE add four red to glass	urn : r e e ; thermos : m r m r ; glass : e v e r r r r ;
thermos : p v ; burette : v d d ; thermos : b d d ; SEPARATE shift first thermos after last thermos	burette : v d d ; thermos : b d d ; thermos : p v ;
burette : v ; cup : p r r b ; vessel : h v h v ; jug : d y y d ; SEPARATE create decanter	burette : v ; cup : p r r b ; vessel : h v h v ; jug : d y y d ; decanter : _ ;
jar : d ; bottle : o ; SEPARATE double jar	jar : d d ; bottle : o ;
canister : r o r o ; beaker : p a c a c ; flask : p r ; SEPARATE create thermos	canister : r o r o ; beaker : p a c a c ; flask : p r ; thermos : _ ;
bottle : h ; burette : y y m f m f ; decanter : o b b a ; SEPARATE empty burette	bottle : h ; burette : _ ; decanter : o b b a ;
flask : e r r f f ; flagon : a c c ; canister : g h v v ; mug : e e ; SEPARATE destroy canister	flask : e r r f f ; flagon : a c c ; mug : e e ;
jar : h h ; jug : v v f f ; cup : c g c g a ; SEPARATE destroy cup	jar : h h ; jug : v v f f ;
cup : o g o g ; jug : f ; SEPARATE add four green to jug	cup : o g o g ; jug : f g g g g ;
jug : o o ; flask : e e ; SEPARATE empty jug	jug : _ ; flask : e e ;
cup : b ; beaker : r r ; canister : r r ; SEPARATE create decanter	cup : b ; beaker : r r ; canister : r r ; decanter : _ ;
burette : h h ; burette : y b d y ; SEPARATE unmix first burette	burette : h h ; burette : y b d y ;
jug : g g ; jar : a a ; vessel : y y g g ; SEPARATE destroy jar	jug : g g ; vessel : y y g g ;
thermos : c g g ; pitcher : f f b b ; pitcher : v ; SEPARATE shift first pitcher after second pitcher	thermos : c g g ; pitcher : v ; pitcher : f f b b ;
decanter : c ; urn : g g ; SEPARATE add three orange to decanter	decanter : c o o o ; urn : g g ;
vessel : h o v o ; bottle : e o e o ; SEPARATE shift vessel before bottle	vessel : h o v o ; bottle : e o e o ;
bottle : a a h e ; beaker : h h m ; burette : o f c f ; mug : h h ; SEPARATE double beaker	bottle : a a h e ; beaker : h h m h h m ; burette : o f c f ; mug : h h ;
burette : e d ; vessel : b f f b ; jug : y d o d y ; burette : f f y ; SEPARATE create vessel	burette : e d ; vessel : b f f b ; jug : y d o d y ; burette : f f y ; vessel : _ ;
flask : m f a f a ; beaker : y ; thermos : m m ; SEPARATE destroy thermos	flask : m f a f a ; beaker : y ;
canister : b b o ; bottle : b b f v f v ; SEPARATE create flask	canister : b b o ; bottle : b b f v f v ; flask : _ ;
mug : o ; jug : v v ; jug : y h ; SEPARATE add one blue to first jug	mug : o ; jug : v v b ; jug : y h ;
thermos : f e ; cup : h r g g h ; SEPARATE add one magenta to thermos	thermos : f e m ; cup : h r g g h ;
cup : y y ; glass : r m r m e ; beaker : r r ; SEPARATE empty glass	cup : y y ; glass : _ ; beaker : r r ;
beaker : y ; mug : p ; jar : y y ; SEPARATE filter mug	beaker : y ; mug : p ; jar : y y ;
vessel : y c y m c ; vessel : r ; canister : y c y ; flask : d h d c h c ; SEPARATE add six blue to second vessel	vessel : y c y m c ; vessel : r b b b b b b ; canister : y c y ; flask : d h d c h c ;
beaker : o v a ; canister : r m ; thermos : o a v v ; SEPARATE filter canister	beaker : o v a ; canister : r m ; thermos : o a v v ;
mug : d d ; thermos : o o g ; SEPARATE filter thermos	mug : d d ; thermos : o o g ;
jug : y o y o h ; mug : f ; SEPARATE add four red to mug	jug : y o y o h ; mug : f r r r r ;
thermos : y y ; bottle : p d d p ; SEPARATE destroy thermos	bottle : p d d p ;
bottle : v v ; canister : b y h b ; SEPARATE double canister	bottle : v v ; canister : b y h b b y h b ;
jug : y c f ; flagon : y a c c ; SEPARATE add five green to flagon	jug : y c f ; flagon : y a c c g g g g g ;
flagon : a b ; glass : c ; canister : e e ; decanter : m m ; SEPARATE create glass	flagon : a b ; glass : c ; canister : e e ; decanter : m m ; glass : _ ;
jug : c c r p r ; vessel : h ; SEPARATE shift vessel before jug	vessel : h ; jug : c c r p r ;
jug : b r r a b ; thermos : h r h r ; SEPARATE filter thermos	jug : b r r a b ; thermos : h h r r ;
canister : a v ; jar : a h h r r ; decanter : v ; SEPARATE filter decanter	canister : a v ; jar : a h h r r ; decanter : v ;
mug : g e e ; glass : d o m d m ; glass : r h g ; cup : c c ; SEPARATE add three daffodil to mug	mug : g e e d d d ; glass : d o m d m ; glass : r h g ; cup : c c ;
mug : b o b v o v ; urn : v v ; burette : m r ; cup : d o v o ; SEPARATE shift burette before mug	burette : m r ; mug : b o b v o v ; urn : v v ; cup : d o v o ;
glass : g g ; flagon : f e y f e ; bottle : b b ; SEPARATE shift bottle before flagon	glass : g g ; bottle : b b ; flagon : f e y f e ;
burette : r a a r ; pitcher : m m y y o ; urn : e r e ; thermos : y y p p b b ; SEPARATE shift pitcher before burette	pitcher : m m y y o ; burette : r a a r ; urn : e r e ; thermos : y y p p b b ;
mug : m g y m g ; vessel : g g ; pitcher : c ; SEPARATE double pitcher	mug : m g y m g ; vessel : g g ; pitcher : c c ;
glass : a b a b ; bottle : r v r o ; SEPARATE filter bottle	glass : a b a b ; bottle : r r v o ;
thermos : h o y h ; beaker : p p y e ; thermos : v v ; pitcher : r m y ; SEPARATE shift beaker after first thermos	thermos : h o y h ; beaker : p p y e ; thermos : v v ; pitcher : r m y ;
vessel : f ; beaker : d ; flagon : c b p b c ; glass : p p ; SEPARATE create canister	vessel : f ; beaker : d ; flagon : c b p b c ; glass : p p ; canister : _ ;
canister : c d f ; flagon : f g d g f ; canister : a ; decanter : a e e ; SEPARATE create glass	canister : c d f ; flagon : f g d g f ; canister : a ; decanter : a e e ; glass : _ ;
canister : a a ; thermos : d c d ; SEPARATE unmix canister	canister : a a ; thermos : d c d ;
flask : b ; bottle : d e e f d ; canister : p p h ; bottle : h h r ; SEPARATE unmix canister	flask : b ; bottle : d e e f d ; canister : p p ; canister : h ; bottle : h h r ;
flask : f b p p b ; mug : a a ; flagon : f f ; SEPARATE unmix flask	flask : f ; flask : b b ; flask : p p ; mug : a a ; flagon : f f ;
pitcher : b y y v b ; flagon : o ; thermos : f d f ; thermos : a b a ; SEPARATE double first thermos	pitcher : b y y v b ; flagon : o ; thermos : f d f f d f ; thermos : a b a ;
glass : h b h ; beaker : m m ; burette : m g g ; burette : m ; SEPARATE filter first burette	glass : h b h ; beaker : m m ; burette : m g g ; burette : m ;
decanter : c c ; pitcher : e e a ; SEPARATE double pitcher	decanter : c c ; pitcher : e e a e e a ;
burette : f f c c ; decanter : c ; SEPARATE shift burette after decanter	decanter : c ; burette : f f c c ;
glass : m g g ; jar : r a r ; thermos : a d a d f ; SEPARATE destroy jar	glass : m g g ; thermos : a d a d f ;
urn : f f r ; vessel : e f r f e ; vessel : r ; jug : a f p f p ; SEPARATE create decanter	urn : f f r ; vessel : e f r f e ; vessel : r ; jug : a f p f p ; decanter : _ ;
mug : b r ; burette : p ; flask : m m ; SEPARATE filter burette	mug : b r ; burette : p ; flask : m m ;
mug : o o ; flagon : c c ; glass : g c y g y ; SEPARATE destroy glass	mug : o o ; flagon : c c ;
burette : m a e e m ; urn : y h r h r ; pitcher : b ; decanter : b g o b o ; SEPARATE double decanter	burette : m a e e m ; urn : y h r h r ; pitcher : b ; decanter : b g o b o b g o b o ;
flagon : g ; burette : o ; flask : y p p y e ; SEPARATE empty flagon	flagon : _ ; burette : o ; flask : y p p y e ;
jug : o p o ; flagon : y ; SEPARATE filter flagon	jug : o p o ; flagon : y ;
vessel : a o o r ; bottle : a d d ; SEPARATE double bottle	vessel : a o o r ; bottle : a d d a d d ;
jug : r p p ; jug : h g p p h ; SEPARATE add three aqua to last jug	jug : r p p ; jug : h g p p h a a a ;
jar : p p ; thermos : d ; flagon : y y h h m ; bottle : v c ; SEPARATE destroy thermos	jar : p p ; flagon : y y h h m ; bottle : v c ;
jar : g g ; burette : c c ; SEPARATE create jug	jar : g g ; burette : c c ; jug : _ ;
flask : b g g d d b ; flagon : c a a ; jug : f f ; SEPARATE add two blue to jug	flask : b g g d d b ; flagon : c a a ; jug : f f b b ;
beaker : h p g p ; bottle : g d g ; jar : d d ; glass : p p v ; SEPARATE empty bottle	beaker : h p g p ; bottle : _ ; jar : d d ; glass : p p v ;
jar : o ; glass : f g g f ; jug : y ; SEPARATE double jar	jar : o o ; glass : f g g f ; jug : y ;
vessel : o a a o ; flagon : v v ; SEPARATE shift flagon before vessel	flagon : v v ; vessel : o a a o ;
urn : g g ; vessel : p ; bottle : p o b ; glass : p p r r ; SEPARATE filter bottle	urn : g g ; vessel : p ; bottle : p o b ; glass : p p r r ;
thermos : o o ; glass : f ; vessel : m b b h ; SEPARATE filter glass	thermos : o o ; glass : f ; vessel : m b b h ;
vessel : f ; urn : o o h h ; flask : r ; beaker : f b b m ; SEPARATE filter vessel	vessel : f ; urn : o o h h ; flask : r ; beaker : f b b m ;
flask : a a ; flagon : a e b a b ; thermos : y ; SEPARATE unmix flagon	flask : a a ; flagon : a a ; flagon : e ; flagon : b b ; thermos : y ;
thermos : e ; flagon : p p ; urn : d d ; burette : p ; SEPARATE unmix thermos	thermos : e ; flagon : p p ; urn : d d ; burette : p ;
beaker : d d h ; beaker : m e e m ; canister : v v b b ; SEPARATE add two green to last beaker	beaker : d d h ; beaker : m e e m g g ; canister : v v b b ;
jug : m v ; jar : b ; flagon : p ; SEPARATE create decanter	jug : m v ; jar : b ; flagon : p ; decanter : _ ;
urn : c c ; glass : f f ; jug : f g e ; SEPARATE empty urn	urn : _ ; glass : f f ; jug : f g e ;
urn : b o d ; urn : r y r y ; flask : p ; flagon : y y ; SEPARATE empty first urn	urn : _ ; urn : r y r y ; flask : p ; flagon : y y ;
jug : m m ; burette : v v ; burette : b r r h h ; SEPARATE unmix jug	jug : m m ; burette : v v ; burette : b r r h h ;
cup : b b ; flask : o h o b h b ; cup : p p ; SEPARATE shift first cup after flask	flask : o h o b h b ; cup : b b ; cup : p p ;
jug : y r y r ; cup : m f f r ; jug : b b c y ; urn : g ; SEPARATE add one fuchsia to urn	jug : y r y r ; cup : m f f r ; jug : b b c y ; urn : g f ;
bottle : b g b g ; jar : g c v c ; SEPARATE double bottle	bottle : b g b g b g b g ; jar : g c v c ;
urn : e e ; urn : c y f f c ; flagon : g y ; SEPARATE destroy first urn	urn : c y f f c ; flagon : g y ;
bottle : h ; bottle : h ; SEPARATE filter last bottle	bottle : h ; bottle : h ;
jar : b b d ; thermos : c m c ; pitcher : m e m v v ; thermos : b ; SEPARATE unmix jar	jar : b b ; jar : d ; thermos : c m c ; pitcher : m e m v v ; thermos : b ;
mug : y v r ; burette : h h c e c e ; SEPARATE shift burette before mug	burette : h h c e c e ; mug : y v r ;
flask : g g b ; flask : m o g g m ; canister : m g g f ; SEPARATE create decanter	flask : g g b ; flask : m o g g m ; canister : m g g f ; decanter : _ ;
bottle : o f c c ; bottle : a g g ; SEPARATE double second bottle	bottle : o f c c ; bottle : a g g a g g ;
flagon : b p b ; urn : o ; flask : e h h d ; SEPARATE create burette	flagon : b p b ; urn : o ; flask : e h h d ; burette : _ ;
pitcher : b ; decanter : a f d d f a ; flask : b b p p ; burette : r d v v r ; SEPARATE shift flask before burette	pitcher : b ; decanter : a f d d f a ; flask : b b p p ; burette : r d v v r ;
jug : r b b r c ; vessel : h h ; burette : o o ; glass : y g ; SEPARATE filter glass	jug : r b b r c ; vessel : h h ; burette : o o ; glass : y g ;
vessel : a ; cup : h h o ; burette : m m ; flagon : v v c ; SEPARATE unmix cup	vessel : a ; cup : h h ; cup : o ; burette : m m ; flagon : v v c ;
thermos : f o y y o ; jug : r a a r ; SEPARATE empty jug	thermos : f o y y o ; jug : _ ;
flask : h e e a ; canister : g m m g r r ; SEPARATE unmix flask	flask : h ; flask : e e ; flask : a ; canister : g m m g r r ;
bottle : f p f ; decanter : r ; SEPARATE destroy bottle	decanter : r ;
beaker : h m h ; decanter : f a ; mug : p e p ; mug : e e p ; SEPARATE unmix beaker	beaker : h h ; beaker : m ; decanter : f a ; mug : p e p ; mug : e e p ;
canister : v p ; flask : a a h ; SEPARATE empty canister	canister : _ ; flask : a a h ;
vessel : c c v v r ; flagon : a y ; SEPARATE unmix vessel	vessel : c c ; vessel : v v ; vessel : r ; flagon : a y ;
vessel : r r v p p ; bottle : m g g v m v ; jar : a ; SEPARATE create mug	vessel : r r v p p ; bottle : m g g v m v ; jar : a ; mug : _ ;
beaker : a a p ; decanter : y p y ; SEPARATE destroy beaker	decanter : y p y ;
vessel : b b ; pitcher : m e v ; SEPARATE destroy vessel	pitcher : m e v ;
thermos : f g f g m m ; flagon : v a v ; canister : c ; SEPARATE shift canister before thermos	canister : c ; thermos : f g f g m m ; flagon : v a v ;
glass : c c ; beaker : y y p b b ; urn : e g ; decanter : h a v a h ; SEPARATE filter urn	glass : c c ; beaker : y y p b b ; urn : e g ; decanter : h a v a h ;
urn : v ; decanter : g ; beaker : e c d e d ; flask : v f a ; SEPARATE destroy decanter	urn : v ; beaker : e c d e d ; flask : v f a ;
urn : o b ; jug : o a y o y ; SEPARATE shift urn after jug	jug : o a y o y ; urn : o b ;
urn : y y ; vessel : e e ; cup : d d m b ; bottle : y y a v v ; SEPARATE empty cup	urn : y y ; vessel : e e ; cup : _ ; bottle : y y a v v ;
flagon : g y y ; decanter : m d ; jug : m a o ; SEPARATE filter jug	flagon : g y y ; decanter : m d ; jug : m a o ;
cup : c c a ; bottle : a v ; bottle : h r r b ; SEPARATE double last bottle	cup : c c a ; bottle : a v ; bottle : h r r b h r r b ;
cup : v v ; jug : c p ; thermos : f g f ; mug : y p p d ; SEPARATE double cup	cup : v v v v ; jug : c p ; thermos : f g f ; mug : y p p d ;
burette : v v ; urn : y c p y ; glass : r a r f ; SEPARATE empty burette	burette : _ ; urn : y c p y ; glass : r a r f ;
vessel : h p h p ; canister : y y ; jug : g ; burette : m f f m ; SEPARATE filter burette	vessel : h p h p ; canister : y y ; jug : g ; burette : m m f f ;
jar : r r v ; urn : p p ; bottle : a ; SEPARATE shift bottle before urn	jar : r r v ; bottle : a ; urn : p p ;
decanter : h v ; flask : g m g b m ; cup : c c f ; SEPARATE destroy decanter	flask : g m g b m ; cup : c c f ;
beaker : v ; bottle : m o ; decanter : r h r h ; SEPARATE double beaker	beaker : v v ; bottle : m o ; decanter : r h r h ;
flask : f e ; flagon : d h o ; SEPARATE destroy flask	flagon : d h o ;
decanter : v c ; jar : e f p ; mug : y y ; vessel : v v ; SEPARATE create urn	decanter : v c ; jar : e f p ; mug : y y ; vessel : v v ; urn : _ ;
jar : g g ; decanter : b h b ; decanter : d d r ; burette : v p v p c ; SEPARATE create pitcher	jar : g g ; decanter : b h b ; decanter : d d r ; burette : v p v p c ; pitcher : _ ;
canister : g g d ; pitcher : v ; jar : h m h m ; decanter : p a p ; SEPARATE empty jar	canister : g g d ; pitcher : v ; jar : _ ; decanter : p a p ;
jug : e e ; flagon : y ; canister : p v e p v e ; SEPARATE filter jug	jug : e e ; flagon : y ; canister : p v e p v e ;
glass : h h ; canister : f ; SEPARATE destroy glass	canister : f ;
vessel : p p a ; urn : f a ; SEPARATE create jug	vessel : p p a ; urn : f a ; jug : _ ;
vessel : g y y ; beaker : y ; pitcher : b m a b a ; thermos : m m ; SEPARATE add five blue to vessel	vessel : g y y b b b b b ; beaker : y ; pitcher : b m a b a ; thermos : m m ;
flask : g d ; jar : e r e ; SEPARATE unmix flask	flask : g ; flask : d ; jar : e r e ;
bottle : y a c y a ; bottle : r r y ; cup : y h ; SEPARATE create vessel	bottle : y a c y a ; bottle : r r y ; cup : y h ; vessel : _ ;
pitcher : h g h ; flagon : r v v ; SEPARATE shift pitcher after flagon	flagon : r v v ; pitcher : h g h ;
cup : o g d g ; bottle : f e r r f ; flagon : y r r ; SEPARATE unmix flagon	cup : o g d g ; bottle : f e r r f ; flagon : y ; flagon : r r ;
beaker : y c c f ; burette : d ; canister : c v ; mug : m h ; SEPARATE empty burette	beaker : y c c f ; burette : _ ; canister : c v ; mug : m h ;
jar : r r ; jug : m m ; flagon : r b b r ; canister : c ; SEPARATE shift canister after jug	jar : r r ; jug : m m ; canister : c ; flagon : r b b r ;
jug : h b c b ; urn : e f e f ; canister : c ; SEPARATE unmix jug	jug : h ; jug : b b ; jug : c ; urn : e f e f ; canister : c ;
canister : f ; flagon : d h h d ; beaker : v ; burette : f ; SEPARATE destroy burette	canister : f ; flagon : d h h d ; beaker : v ;
jug : c c ; cup : c m m ; SEPARATE destroy cup	jug : c c ;
flask : e a a ; decanter : r r a ; SEPARATE shift flask before decanter	flask : e a a ; decanter : r r a ;
cup : p g p ; flagon : h ; SEPARATE shift cup before flagon	cup : p g p ; flagon : h ;
glass : y y h h ; jar : d c c o d ; SEPARATE add six aqua to jar	glass : y y h h ; jar : d c c o d a a a a a a ;
cup : r h v v ; flask : p ; bottle : y r r ; glass : d c ; SEPARATE empty flask	cup : r h v v ; flask : _ ; bottle : y r r ; glass : d c ;
jug : y c y c ; decanter : b b a e e ; jar : f f ; glass : g g ; SEPARATE unmix jug	jug : y y ; jug : c c ; decanter : b b a e e ; jar : f f ; glass : g g ;
decanter : c y o o ; thermos : f f r m m ; SEPARATE destroy thermos	decanter : c y o o ;
flask : h e o e ; pitcher : c b b ; SEPARATE destroy pitcher	flask : h e o e ;
beaker : o ; pitcher : d ; flagon : m o o ; jar : m m e ; SEPARATE create decanter	beaker : o ; pitcher : d ; flagon : m o o ; jar : m m e ; decanter : _ ;
canister : d d ; canister : r r ; jug : r r ; SEPARATE empty last canister	canister : d d ; canister : _ ; jug : r r ;
cup : r r y ; pitcher : c c ; urn : o ; beaker : r m m r ; SEPARATE create urn	cup : r r y ; pitcher : c c ; urn : o ; beaker : r m m r ; urn : _ ;
beaker : b a a b ; flask : g r g p p ; burette : g ; cup : g b r b ; SEPARATE empty beaker	beaker : _ ; flask : g r g p p ; burette : g ; cup : g b r b ;
beaker : p p ; flask : v p h h p v ; jug : d d ; beaker : b b ; SEPARATE filter last beaker	beaker : p p ; flask : v p h h p v ; jug : d d ; beaker : b b ;
mug : p d ; jug : r g r g ; canister : p f f ; urn : f v g ; SEPARATE add four emberiae to jug	mug : p d ; jug : r g r g e e e e ; canister : p f f ; urn : f v g ;
vessel : f ; burette : e f e f ; SEPARATE double vessel	vessel : f f ; burette : e f e f ;
urn : p e e v ; glass : v v ; mug : o ; SEPARATE double urn	urn : p e e v p e e v ; glass : v v ; mug : o ;
mug : o h o h ; vessel : m v v ; vessel : g r r ; jug : h f ; SEPARATE shift mug after second vessel	vessel : m v v ; vessel : g r r ; mug : o h o h ; jug : h f ;
pitcher : d d h ; glass : o o ; SEPARATE shift glass after pitcher	pitcher : d d h ; glass : o o ;
decanter : o ; flask : h o h p p ; burette : f h h f y ; vessel : o o ; SEPARATE shift flask before burette	decanter : o ; flask : h o h p p ; burette : f h h f y ; vessel : o o ;
flask : h h m ; vessel : p ; SEPARATE empty vessel	flask : h h m ; vessel : _ ;
jug : c ; mug : g e v ; flagon : c ; canister : p a p a b ; SEPARATE shift jug after canister	mug : g e v ; flagon : c ; canister : p a p a b ; jug : c ;
flask : c r r ; glass : a p a p b ; SEPARATE empty glass	flask : c r r ; glass : _ ;
canister : d ; jug : y ; decanter : d d ; urn : d ; SEPARATE destroy canister	jug : y ; decanter : d d ; urn : d ;
bottle : h r ; beaker : o ; flagon : o ; jar : f o f ; SEPARATE unmix flagon	bottle : h r ; beaker : o ; flagon : o ; jar : f o f ;
cup : m ; bottle : d a d a ; SEPARATE shift cup before bottle	cup : m ; bottle : d a d a ;
jug : y v v ; thermos : b ; glass : g c g c ; SEPARATE empty glass	jug : y v v ; thermos : b ; glass : _ ;
vessel : v v ; pitcher : c c y ; SEPARATE create burette	vessel : v v ; pitcher : c c y ; burette : _ ;
canister : y v y o ; mug : r m m ; SEPARATE shift canister after mug	mug : r m m ; canister : y v y o ;
flask : m m g g ; canister : o g o ; vessel : c o ; burette : c e f ; SEPARATE shift burette after canister	flask : m m g g ; canister : o g o ; burette : c e f ; vessel : c o ;
urn : a b p b p ; bottle : e b b h h ; beaker : v d e ; burette : p r r p ; SEPARATE double burette	urn : a b p b p ; bottle : e b b h h ; beaker : v d e ; burette : p r r p p r r p ;
bottle : v p h h ; flagon : f p p e ; SEPARATE shift flagon before bottle	flagon : f p p e ; bottle : v p h h ;
pitcher : a v v r r ; urn : h d h ; urn : e e m ; SEPARATE double first urn	pitcher : a v v r r ; urn : h d h h d h ; urn : e e m ;
pitcher : r g g m ; cup : a h a ; urn : b ; flagon : m m ; SEPARATE filter pitcher	pitcher : r g g m ; cup : a h a ; urn : b ; flagon : m m ;
bottle : m a b a b m ; urn : a a ; SEPARATE destroy urn	bottle : m a b a b m ;
jug : g g ; urn : v v c b b c ; SEPARATE filter urn	jug : g g ; urn : v v c c b b ;
jar : p c c g ; canister : d d ; jar : d o ; jar : r b b ; SEPARATE add one aqua to first jar	jar : p c c g a ; canister : d d ; jar : d o ; jar : r b b ;
jar : r r ; cup : a h h r ; SEPARATE create cup	jar : r r ; cup : a h h r ; cup : _ ;
bottle : m p v m ; cup : a e y a ; SEPARATE double cup	bottle : m p v m ; cup : a e y a a e y a ;
glass : a b m m a ; jug : c m b ; urn : c y ; SEPARATE create flask	glass : a b m m a ; jug : c m b ; urn : c y ; flask : _ ;
thermos : h f f e e ; flask : a a ; SEPARATE shift flask after thermos	thermos : h f f e e ; flask : a a ;
burette : r r ; beaker : e r e m r ; flask : v a v ; burette : y y d ; SEPARATE filter first burette	burette : r r ; beaker : e r e m r ; flask : v a v ; burette : y y d ;
mug : p a a v ; jug : g d f g ; SEPARATE double jug	mug : p a a v ; jug : g d f g g d f g ;
jug : g g f m ; flask : r o o r ; burette : c b g c ; SEPARATE unmix jug	jug : g g ; jug : f ; jug : m ; flask : r o o r ; burette : c b g c ;
decanter : v v ; flask : b b ; decanter : g g ; SEPARATE destroy second decanter	decanter : v v ; flask : b b ;
decanter : e e ; vessel : g b e b ; beaker : a p r r ; glass : p c a p ; SEPARATE add four cabernet to vessel	decanter : e e ; vessel : g b e b c c c c ; beaker : a p r r ; glass : p c a p ;
burette : r ; beaker : d ; decanter : h ; cup : e o ; SEPARATE add three green to decanter	burette : r ; beaker : d ; decanter : h g g g ; cup : e o ;
burette : a y a d y d ; decanter : c ; flask : v a v y ; cup : b b r ; SEPARATE destroy cup	burette : a y a d y d ; decanter : c ; flask : v a v y ;
jug : a ; jar : g d g d ; thermos : a a ; glass : h b h d ; SEPARATE empty thermos	jug : a ; jar : g d g d ; thermos : _ ; glass : h b h d ;
pitcher : d ; burette : y a ; mug : o v f f ; SEPARATE unmix burette	pitcher : d ; burette : y ; burette : a ; mug : o v f f ;
thermos : p r ; bottle : o d d y ; mug : c ; SEPARATE double thermos	thermos : p r p r ; bottle : o d d y ; mug : c ;
urn : h ; mug : y ; bottle : y o o ; glass : e e ; SEPARATE shift mug after bottle	urn : h ; bottle : y o o ; mug : y ; glass : e e ;
glass : a e ; urn : h h v v r ; bottle : c v v c ; jug : d y ; SEPARATE double jug	glass : a e ; urn : h h v v r ; bottle : c v v c ; jug : d y d y ;
vessel : e e ; flask : o d r ; SEPARATE shift vessel before flask	vessel : e e ; flask : o d r ;
