Input	Output
glass : o a f f ; glass : g a r a ; bottle : p p b ; SEPARATE shift bottle before last glass	glass : o a f f ; bottle : p p b ; glass : g a r a ;
decanter : d h h d ; mug : p p v v a ; beaker : h f e f e ; vessel : o o ; SEPARATE create urn	decanter : d h h d ; mug : p p v v a ; beaker : h f e f e ; vessel : o o ; urn : _ ;
jar : v v ; jar : c c ; flask : y y d ; burette : o m ; SEPARATE create flask	jar : v v ; jar : c c ; flask : y y d ; burette : o m ; flask : _ ;
flagon : h c ; bottle : g g ; SEPARATE filter flagon	flagon : h c ; bottle : g g ;
burette : r h c r c ; pitcher : a a ; jug : r y e ; SEPARATE create cup	burette : r h c r c ; pitcher : a a ; jug : r y e ; cup : _ ;
thermos : d d p p h ; cup : v ; mug : m m ; bottle : b b p c ; SEPARATE unmix cup	thermos : d d p p h ; cup : v ; mug : m m ; bottle : b b p c ;
jar : g m m g ; glass : y p g g ; beaker : v d ; burette : p f c c f ; SEPARATE unmix beaker	jar : g m m g ; glass : y p g g ; beaker : v ; beaker : d ; burette : p f c c f ;
decanter : f b a a ; vessel : o o ; jar : d o o ; beaker : v ; SEPARATE empty decanter	decanter : _ ; vessel : o o ; jar : d o o ; beaker : v ;
jar : e e h ; thermos : d h v h v d ; pitcher : e h h ; SEPARATE double pitcher	jar : e e h ; thermos : d h v h v d ; pitcher : e h h e h h ;
urn : p p ; bottle : g p p ; burette : m c m y ; urn : c c ; SEPARATE filter last urn	urn : p p ; bottle : g p p ; burette : m c m y ; urn : c c ;
flask : g h o o ; vessel : v c c ; SEPARATE double vessel	flask : g h o o ; vessel : v c c v c c ;
mug : d d ; decanter : b ; jug : g g ; SEPARATE shift mug before decanter	mug : d d ; decanter : b ; jug : g g ;
beaker : p h e h e p ; beaker : y y ; SEPARATE unmix last beaker	beaker : p h e h e p ; beaker : y y ;
mug : d o ; decanter : v d v c c ; cup : y ; canister : o y o ; SEPARATE add six cabernet to mug	mug : d o c c c c c c ; decanter : v d v c c ; cup : y ; canister : o y o ;
flagon : h h ; glass : f v d ; SEPARATE unmix glass	flagon : h h ; glass : f ; glass : v ; glass : d ;
cup : g f f o ; glass : g g ; cup : o g ; SEPARATE filter glass	cup : g f f o ; glass : g g ; cup : o g ;
beaker : d a a d ; mug : p o p ; jug : y b p p ; SEPARATE empty mug	beaker : d a a d ; mug : _ ; jug : y b p p ;
beaker : y ; pitcher : d ; flask : v v ; SEPARATE add four magenta to flask	beaker : y ; pitcher : d ; flask : v v m m m m ;
flask : c c ; burette : o o ; burette : b f ; thermos : d p d p ; SEPARATE double flask	flask : c c c c ; burette : o o ; burette : b f ; thermos : d p d p ;
burette : d f f d ; thermos : d h r ; vessel : b b o a ; canister : v v ; SEPARATE unmix canister	burette : d f f d ; thermos : d h r ; vessel : b b o a ; canister : v v ;
glass : f ; beaker : m m h ; cup : v h v g g ; glass : c y y r c ; SEPARATE shift cup before beaker	glass : f ; cup : v h v g g ; beaker : m m h ; glass : c y y r c ;
urn : y y b ; glass : p r o o ; pitcher : m m g ; SEPARATE filter urn	urn : y y b ; glass : p r o o ; pitcher : m m g ;
flagon : h h ; flask : r r ; jar : v v ; SEPARATE add five violet to flask	flagon : h h ; flask : r r v v v v v ; jar : v v ;
bottle : a ; flask : g g ; flagon : e d e c ; SEPARATE create beaker	bottle : a ; flask : g g ; flagon : e d e c ; beaker : _ ;
vessel : b y h b y ; jar : d g g v ; SEPARATE add two violet to vessel	vessel : b y h b y v v ; jar : d g g v ;
decanter : f h m f ; vessel : e m r e ; SEPARATE create flagon	decanter : f h m f ; vessel : e m r e ; flagon : _ ;
jar : y y m b b ; beaker : r d d b ; glass : f f ; SEPARATE double glass	jar : y y m b b ; beaker : r d d b ; glass : f f f f ;
decanter : e o e ; glass : b b ; jug : v ; flagon : d ; SEPARATE unmix flagon	decanter : e o e ; glass : b b ; jug : v ; flagon : d ;
thermos : y y h o o h ; mug : r m h ; cup : d h h ; SEPARATE create urn	thermos : y y h o o h ; mug : r m h ; cup : d h h ; urn : _ ;
urn : v y e e ; burette : y c c y ; SEPARATE create flagon	urn : v y e e ; burette : y c c y ; flagon : _ ;
flask : m a h a h ; glass : g ; thermos : a ; urn : e m m ; SEPARATE filter thermos	flask : m a h a h ; glass : g ; thermos : a ; urn : e m m ;
flask : c ; cup : f e e f ; flagon : g g ; jar : r r ; SEPARATE empty cup	flask : c ; cup : _ ; flagon : g g ; jar : r r ;
flagon : v e e v ; cup : m ; burette : c r c ; decanter : a c v a ; SEPARATE filter cup	flagon : v e e v ; cup : m ; burette : c r c ; decanter : a c v a ;
urn : o g g ; urn : m y m ; decanter : r y r y ; SEPARATE double first urn	urn : o g g o g g ; urn : m y m ; decanter : r y r y ;
mug : p e a p a ; glass : h ; glass : r e b r e b ; jug : h c h f ; SEPARATE unmix mug	mug : p p ; mug : e ; mug : a a ; glass : h ; glass : r e b r e b ; jug : h c h f ;
beaker : h p h v v ; glass : p y p y ; canister : h b r ; SEPARATE empty glass	beaker : h p h v v ; glass : _ ; canister : h b r ;
glass : b ; decanter : r ; SEPARATE unmix decanter	glass : b ; decanter : r ;
jug : h y a y ; urn : p d g ; SEPARATE create glass	jug : h y a y ; urn : p d g ; glass : _ ;
mug : m a a r m ; vessel : f f ; cup : v ; flagon : r ; SEPARATE unmix cup	mug : m a a r m ; vessel : f f ; cup : v ; flagon : r ;
flask : r y b b ; flagon : f e c c ; flask : y h h ; SEPARATE empty first flask	flask : _ ; flagon : f e c c ; flask : y h h ;
beaker : h h g f ; decanter : h b c c ; SEPARATE double beaker	beaker : h h g f h h g f ; decanter : h b c c ;
bottle : e e c ; jar : d b d ; pitcher : b h r r ; flagon : m ; SEPARATE filter jar	bottle : e e c ; jar : d d b ; pitcher : b h r r ; flagon : m ;
canister : r a r a ; jug : f ; SEPARATE shift canister before jug	canister : r a r a ; jug : f ;
flask : p p h v ; burette : v v ; pitcher : f ; SEPARATE filter flask	flask : p p h v ; burette : v v ; pitcher : f ;
glass : e a a h ; decanter : v d c ; pitcher : h a a ; pitcher : y m ; SEPARATE filter glass	glass : e a a h ; decanter : v d c ; pitcher : h a a ; pitcher : y m ;
jug : g ; jug : a c g c ; urn : h h ; SEPARATE create pitcher	jug : g ; jug : a c g c ; urn : h h ; pitcher : _ ;
pitcher : c c r b r ; bottle : y e r e ; SEPARATE double bottle	pitcher : c c r b r ; bottle : y e r e y e r e ;
mug : h m y m ; burette : p p ; decanter : o ; burette : m m f y f ; SEPARATE shift decanter before first burette	mug : h m y m ; decanter : o ; burette : p p ; burette : m m f y f ;
bottle : b b ; urn : h g h ; flagon : o h m m o ; SEPARATE filter flagon	bottle : b b ; urn : h g h ; flagon : o o h m m ;
canister : v b p v ; pitcher : v h h ; SEPARATE empty canister	canister : _ ; pitcher : v h h ;
burette : p f p f ; flagon : o h h ; SEPARATE add two yellow to flagon	burette : p f p f ; flagon : o h h y y ;
burette : r ; decanter : a r p r a ; thermos : v g g ; bottle : v ; SEPARATE unmix thermos	burette : r ; decanter : a r p r a ; thermos : v ; thermos : g g ; bottle : v ;
urn : g ; decanter : o o ; jug : f r f g ; jar : r a y ; SEPARATE filter decanter	urn : g ; decanter : o o ; jug : f r f g ; jar : r a y ;
flask : y h h v y v ; canister : h ; burette : b r m b ; beaker : c ; SEPARATE unmix flask	flask : y y ; flask : h h ; flask : v v ; canister : h ; burette : b r m b ; beaker : c ;
thermos : a b a m b ; pitcher : v v r r ; urn : a a d ; SEPARATE shift pitcher before thermos	pitcher : v v r r ; thermos : a b a m b ; urn : a a d ;
vessel : g y y ; beaker : y ; pitcher : b m a b a ; thermos : m m ; SEPARATE add five blue to vessel	vessel : g y y b b b b b ; beaker : y ; pitcher : b m a b a ; thermos : m m ;
jug : v m m v h ; flagon : e b ; SEPARATE unmix flagon	jug : v m m v h ; flagon : e ; flagon : b ;
urn : y y b ; bottle : g v ; flask : d p d g g ; pitcher : f e e f ; SEPARATE shift urn after bottle	bottle : g v ; urn : y y b ; flask : d p d g g ; pitcher : f e e f ;
beaker : f v f ; flagon : g b b g h ; decanter : y m p y ; flask : o o ; SEPARATE double decanter	beaker : f v f ; flagon : g b b g h ; decanter : y m p y y m p y ; flask : o o ;
canister : a a y m m ; flask : a p p o ; SEPARATE shift canister before flask	canister : a a y m m ; flask : a p p o ;
glass : g d ; canister : o ; canister : y y r ; SEPARATE create vessel	glass : g d ; canister : o ; canister : y y r ; vessel : _ ;
urn : d y v d v y ; bottle : b b h ; flagon : v c v f ; mug : a o ; SEPARATE double bottle	urn : d y v d v y ; bottle : b b h b b h ; flagon : v c v f ; mug : a o ;
thermos : c c ; cup : g g ; jar : f ; bottle : f d f ; SEPARATE unmix cup	thermos : c c ; cup : g g ; jar : f ; bottle : f d f ;
glass : a v b b ; beaker : e o ; burette : g y y h ; SEPARATE double burette	glass : a v b b ; beaker : e o ; burette : g y y h g y y h ;
jar : y y ; urn : o m ; burette : a ; SEPARATE filter urn	jar : y y ; urn : o m ; burette : a ;
beaker : f c b b f ; pitcher : m o g m g o ; pitcher : f m f ; SEPARATE create pitcher	beaker : f c b b f ; pitcher : m o g m g o ; pitcher : f m f ; pitcher : _ ;
flagon : p a p a ; decanter : v r v r y y ; SEPARATE double decanter	flagon : p a p a ; decanter : v r v r y y v r v r y y ;
thermos : o e ; canister : o o ; canister : m b h b h ; SEPARATE unmix thermos	thermos : o ; thermos : e ; canister : o o ; canister : m b h b h ;
glass : b m b ; cup : v v ; jar : p y p ; SEPARATE filter glass	glass : b b m ; cup : v v ; jar : p y p ;
pitcher : h m h ; beaker : f f ; jug : a ; beaker : r ; SEPARATE empty second beaker	pitcher : h m h ; beaker : f f ; jug : a ; beaker : _ ;
urn : b r ; pitcher : v v ; flagon : m d f d ; SEPARATE unmix pitcher	urn : b r ; pitcher : v v ; flagon : m d f d ;
cup : o ; beaker : h ; canister : y ; SEPARATE add four green to beaker	cup : o ; beaker : h g g g g ; canister : y ;
flagon : c v v f c ; flask : h v v h ; SEPARATE add one daffodil to flask	flagon : c v v f c ; flask : h v v h d ;
jug : g g ; cup : c c o v o ; cup : f f ; SEPARATE shift jug after last cup	cup : c c o v o ; cup : f f ; jug : g g ;
beaker : f p h p h ; jug : o ; vessel : f f e m ; pitcher : d g v v d g ; SEPARATE double vessel	beaker : f p h p h ; jug : o ; vessel : f f e m f f e m ; pitcher : d g v v d g ;
beaker : v y v r ; jar : b b v d v ; flagon : o o ; canister : c r c r ; SEPARATE filter flagon	beaker : v y v r ; jar : b b v d v ; flagon : o o ; canister : c r c r ;
glass : g d g o ; glass : v v ; urn : f r f ; SEPARATE add five harlequin to urn	glass : g d g o ; glass : v v ; urn : f r f h h h h h ;
beaker : r p p r ; decanter : o e p ; beaker : g c c ; SEPARATE add six harlequin to decanter	beaker : r p p r ; decanter : o e p h h h h h h ; beaker : g c c ;
jug : v p ; thermos : f ; jar : f h f v v ; glass : a y y ; SEPARATE double glass	jug : v p ; thermos : f ; jar : f h f v v ; glass : a y y a y y ;
beaker : p p ; bottle : b e p e ; canister : e e ; flagon : o r b ; SEPARATE shift bottle before canister	beaker : p p ; bottle : b e p e ; canister : e e ; flagon : o r b ;
burette : y y p ; bottle : p ; SEPARATE create thermos	burette : y y p ; bottle : p ; thermos : _ ;
pitcher : h g g c c ; cup : d c ; vessel : o f h h f o ; SEPARATE empty cup	pitcher : h g g c c ; cup : _ ; vessel : o f h h f o ;
glass : a f ; beaker : d ; jug : p y ; flagon : f v ; SEPARATE empty beaker	glass : a f ; beaker : _ ; jug : p y ; flagon : f v ;
decanter : v ; jar : h y h y ; flask : p c e ; flask : h d o o ; SEPARATE create vessel	decanter : v ; jar : h y h y ; flask : p c e ; flask : h d o o ; vessel : _ ;
decanter : c e e c ; decanter : m c h c ; SEPARATE empty first decanter	decanter : _ ; decanter : m c h c ;
flask : m ; jug : h b b e e ; beaker : f a h ; SEPARATE shift beaker before flask	beaker : f a h ; flask : m ; jug : h b b e e ;
flagon : r a y a r ; jar : a p p ; SEPARATE create cup	flagon : r a y a r ; jar : a p p ; cup : _ ;
glass : g g b b ; vessel : c c f ; SEPARATE double vessel	glass : g g b b ; vessel : c c f c c f ;
jar : o o ; beaker : g b m b ; flask : r o p ; cup : e h h e g ; SEPARATE create decanter	jar : o o ; beaker : g b m b ; flask : r o p ; cup : e h h e g ; decanter : _ ;
thermos : d e ; beaker : a h y ; vessel : h b m h m ; burette : o h o ; SEPARATE create vessel	thermos : d e ; beaker : a h y ; vessel : h b m h m ; burette : o h o ; vessel : _ ;
pitcher : b a a b ; beaker : y d y d ; SEPARATE shift beaker before pitcher	beaker : y d y d ; pitcher : b a a b ;
flask : y y ; jar : f h f h ; burette : g y ; jug : o ; SEPARATE empty jug	flask : y y ; jar : f h f h ; burette : g y ; jug : _ ;
jug : c d f d ; bottle : o r r a ; beaker : o o ; SEPARATE unmix bottle	jug : c d f d ; bottle : o ; bottle : r r ; bottle : a ; beaker : o o ;
decanter : e e y y ; decanter : o b b ; SEPARATE double first decanter	decanter : e e y y e e y y ; decanter : o b b ;
cup : a v o o ; canister : f ; bottle : d h ; canister : g ; SEPARATE create decanter	cup : a v o o ; canister : f ; bottle : d h ; canister : g ; decanter : _ ;
decanter : y p p ; glass : p p ; vessel : m m a a d ; SEPARATE create pitcher	decanter : y p p ; glass : p p ; vessel : m m a a d ; pitcher : _ ;
pitcher : a a g ; thermos : e d m d ; vessel : m ; SEPARATE shift pitcher after vessel	thermos : e d m d ; vessel : m ; pitcher : a a g ;
thermos : b b ; thermos : o o ; mug : b e y y ; jug : r r g e ; SEPARATE empty mug	thermos : b b ; thermos : o o ; mug : _ ; jug : r r g e ;
jar : f f c c ; beaker : m e e ; SEPARATE shift beaker before jar	beaker : m e e ; jar : f f c c ;
cup : v m g ; glass : b b ; glass : c o o ; jug : o o ; SEPARATE empty first glass	cup : v m g ; glass : _ ; glass : c o o ; jug : o o ;
pitcher : g a d d ; urn : p p v v ; bottle : r ; flagon : r b r b ; SEPARATE double flagon	pitcher : g a d d ; urn : p p v v ; bottle : r ; flagon : r b r b r b r b ;
burette : b b o ; jar : g g f y y ; vessel : o o b a ; flagon : d a y a ; SEPARATE destroy flagon	burette : b b o ; jar : g g f y y ; vessel : o o b a ;
cup : d d ; glass : h a a ; decanter : m ; flask : e e ; SEPARATE empty cup	cup : _ ; glass : h a a ; decanter : m ; flask : e e ;
jar : p d y d y ; urn : g m m r ; SEPARATE add four green to jar	jar : p d y d y g g g g ; urn : g m m r ;
mug : r ; pitcher : o c o ; decanter : c h c h g ; SEPARATE create vessel	mug : r ; pitcher : o c o ; decanter : c h c h g ; vessel : _ ;
flask : o a a c ; flagon : c ; SEPARATE double flagon	flask : o a a c ; flagon : c c ;
vessel : f g f ; urn : o o ; decanter : c ; SEPARATE shift decanter after urn	vessel : f g f ; urn : o o ; decanter : c ;
canister : y h v h ; urn : e h h ; glass : b ; thermos : m ; SEPARATE add two magenta to urn	canister : y h v h ; urn : e h h m m ; glass : b ; thermos : m ;
jug : o b a o b ; canister : v v ; SEPARATE shift canister after jug	jug : o b a o b ; canister : v v ;
pitcher : c m d m c ; pitcher : c c r ; SEPARATE shift first pitcher after last pitcher	pitcher : c c r ; pitcher : c m d m c ;
pitcher : h h ; pitcher : p p ; SEPARATE add one fuchsia to first pitcher	pitcher : h h f ; pitcher : p p ;
urn : o c y y ; thermos : o o ; SEPARATE filter urn	urn : o c y y ; thermos : o o ;
canister : p ; bottle : r r h h ; SEPARATE shift bottle after canister	canister : p ; bottle : r r h h ;
glass : c ; jar : d f d ; SEPARATE shift glass after jar	jar : d f d ; glass : c ;
urn : y p ; flagon : a ; glass : e c c e h ; beaker : b o ; SEPARATE create glass	urn : y p ; flagon : a ; glass : e c c e h ; beaker : b o ; glass : _ ;
flagon : a r a r ; jug : c f g c ; SEPARATE double flagon	flagon : a r a r a r a r ; jug : c f g c ;
vessel : e m m ; decanter : o c f c ; pitcher : m g g ; SEPARATE unmix vessel	vessel : e ; vessel : m m ; decanter : o c f c ; pitcher : m g g ;
flask : o o c ; flask : e ; SEPARATE shift first flask before second flask	flask : o o c ; flask : e ;
flask : f c o ; flask : v a a ; burette : o m y ; decanter : m m ; SEPARATE double second flask	flask : f c o ; flask : v a a v a a ; burette : o m y ; decanter : m m ;
glass : g g f e e f ; beaker : o a a h ; canister : e a a d e ; pitcher : o o m m ; SEPARATE unmix canister	glass : g g f e e f ; beaker : o a a h ; canister : e e ; canister : a a ; canister : d ; pitcher : o o m m ;
bottle : p ; thermos : y y ; pitcher : p v v ; SEPARATE empty pitcher	bottle : p ; thermos : y y ; pitcher : _ ;
flask : p p ; pitcher : c c d ; decanter : c c ; SEPARATE add one magenta to pitcher	flask : p p ; pitcher : c c d m ; decanter : c c ;
mug : m m r ; mug : e f e ; thermos : v m ; SEPARATE empty thermos	mug : m m r ; mug : e f e ; thermos : _ ;
thermos : h o h c c ; burette : h m m ; SEPARATE add six fuchsia to thermos	thermos : h o h c c f f f f f f ; burette : h m m ;
thermos : o r v v ; pitcher : m m ; thermos : b e ; thermos : h b b ; SEPARATE filter third thermos	thermos : o r v v ; pitcher : m m ; thermos : b e ; thermos : h b b ;
cup : e e m f f ; jar : e e ; SEPARATE unmix jar	cup : e e m f f ; jar : e e ;
vessel : h r m h r m ; cup : d d ; SEPARATE shift vessel after cup	cup : d d ; vessel : h r m h r m ;
flagon : f f ; flask : a o c c ; canister : m m p y y p ; SEPARATE unmix flask	flagon : f f ; flask : a ; flask : o ; flask : c c ; canister : m m p y y p ;
cup : e m e m ; flask : g b b ; mug : f v v c ; SEPARATE shift mug before flask	cup : e m e m ; mug : f v v c ; flask : g b b ;
vessel : m m ; jar : f f m g g m ; thermos : h a h a ; SEPARATE add five fuchsia to vessel	vessel : m m f f f f f ; jar : f f m g g m ; thermos : h a h a ;
vessel : a o ; burette : r r e ; SEPARATE empty vessel	vessel : _ ; burette : r r e ;
urn : a a ; urn : r a ; decanter : y r y ; SEPARATE filter second urn	urn : a a ; urn : r a ; decanter : y r y ;
beaker : p p b ; flask : o ; SEPARATE filter flask	beaker : p p b ; flask : o ;
glass : d ; jug : d y r r y ; jug : y ; SEPARATE unmix glass	glass : d ; jug : d y r r y ; jug : y ;
vessel : o o ; canister : h d v v d ; glass : m a p p m ; flask : r r o ; SEPARATE create glass	vessel : o o ; canister : h d v v d ; glass : m a p p m ; flask : r r o ; glass : _ ;
jug : p r p a ; canister : o r ; SEPARATE create urn	jug : p r p a ; canister : o r ; urn : _ ;
glass : b ; pitcher : f g g a f a ; glass : r ; SEPARATE shift first glass before pitcher	glass : b ; pitcher : f g g a f a ; glass : r ;
jug : r v r d ; jug : r y y r ; burette : e o ; SEPARATE add six magenta to burette	jug : r v r d ; jug : r y y r ; burette : e o m m m m m m ;
jug : p p h h v v ; thermos : y y v c v ; jar : g o p ; mug : b p p m ; SEPARATE add five green to jar	jug : p p h h v v ; thermos : y y v c v ; jar : g o p g g g g g ; mug : b p p m ;
urn : g b b v ; flagon : h r r o h ; flask : m m ; SEPARATE add five violet to urn	urn : g b b v v v v v v ; flagon : h r r o h ; flask : m m ;
flagon : o o y r ; jar : d r o d o r ; SEPARATE unmix jar	flagon : o o y r ; jar : d d ; jar : r r ; jar : o o ;
mug : p ; thermos : f p p f ; SEPARATE filter mug	mug : p ; thermos : f p p f ;
bottle : r h ; mug : p r p ; bottle : c h h ; SEPARATE double first bottle	bottle : r h r h ; mug : p r p ; bottle : c h h ;
glass : b b ; thermos : d c d ; jug : b b ; decanter : g g r ; SEPARATE double decanter	glass : b b ; thermos : d c d ; jug : b b ; decanter : g g r g g r ;
cup : g ; jug : m m ; thermos : g e ; burette : p r r p ; SEPARATE unmix thermos	cup : g ; jug : m m ; thermos : g ; thermos : e ; burette : p r r p ;
vessel : c c g a g ; flagon : y y ; decanter : p y y v p v ; SEPARATE add one harlequin to flagon	vessel : c c g a g ; flagon : y y h ; decanter : p y y v p v ;
glass : p f f p ; beaker : r ; flask : r r ; beaker : o ; SEPARATE empty glass	glass : _ ; beaker : r ; flask : r r ; beaker : o ;
flask : b ; burette : m g m g ; decanter : a ; flask : f h f h v ; SEPARATE empty burette	flask : b ; burette : _ ; decanter : a ; flask : f h f h v ;
jar : e e ; canister : m ; SEPARATE shift jar before canister	jar : e e ; canister : m ;
beaker : a y a b y b ; flagon : h h y v ; flagon : y h y ; beaker : d m ; SEPARATE filter second flagon	beaker : a y a b y b ; flagon : h h y v ; flagon : y y h ; beaker : d m ;
decanter : d ; bottle : y f y f ; burette : e ; SEPARATE double burette	decanter : d ; bottle : y f y f ; burette : e e ;
jar : b f b ; beaker : m m o o f f ; cup : h ; SEPARATE filter beaker	jar : b f b ; beaker : m m o o f f ; cup : h ;
jar : f ; cup : f g f d g d ; burette : a d a d ; SEPARATE add five green to cup	jar : f ; cup : f g f d g d g g g g g ; burette : a d a d ;
thermos : y f g g f ; jug : a a ; vessel : b y y b ; glass : m f f ; SEPARATE empty jug	thermos : y f g g f ; jug : _ ; vessel : b y y b ; glass : m f f ;
glass : e b b y e ; flagon : b ; jug : p d p ; burette : o e g o ; SEPARATE add two blue to burette	glass : e b b y e ; flagon : b ; jug : p d p ; burette : o e g o b b ;
jar : y h y ; burette : b a b ; SEPARATE add four aqua to burette	jar : y h y ; burette : b a b a a a a ;
glass : y y b a a b ; flask : m r h h ; SEPARATE double glass	glass : y y b a a b y y b a a b ; flask : m r h h ;
thermos : p p b b m ; cup : h g h ; cup : g y y ; burette : p h p b ; SEPARATE double first cup	thermos : p p b b m ; cup : h g h h g h ; cup : g y y ; burette : p h p b ;
flask : h h ; flask : o g y y g ; SEPARATE filter second flask	flask : h h ; flask : o g g y y ;
vessel : o c ; jug : e m m ; jar : g g ; beaker : b b o e o ; SEPARATE filter jar	vessel : o c ; jug : e m m ; jar : g g ; beaker : b b o e o ;
burette : g v v m ; urn : p p v ; decanter : p p ; glass : p p d ; SEPARATE filter burette	burette : g v v m ; urn : p p v ; decanter : p p ; glass : p p d ;
flagon : h ; mug : b g m ; mug : c c ; SEPARATE double last mug	flagon : h ; mug : b g m ; mug : c c c c ;
decanter : m r ; jug : o ; urn : f f ; SEPARATE double jug	decanter : m r ; jug : o o ; urn : f f ;
pitcher : v v m ; pitcher : y o h o y h ; cup : f b e f ; SEPARATE shift last pitcher before cup	pitcher : v v m ; pitcher : y o h o y h ; cup : f b e f ;
pitcher : c c b ; jar : m m ; SEPARATE empty jar	pitcher : c c b ; jar : _ ;
thermos : v v o ; canister : f f ; decanter : g g a ; jar : h c h ; SEPARATE unmix canister	thermos : v v o ; canister : f f ; decanter : g g a ; jar : h c h ;
decanter : b b h ; thermos : o h h a o a ; urn : d ; pitcher : p p d ; SEPARATE add six daffodil to urn	decanter : b b h ; thermos : o h h a o a ; urn : d d d d d d d ; pitcher : p p d ;
flask : r f ; jug : e e ; SEPARATE unmix jug	flask : r f ; jug : e e ;
bottle : a ; jar : p p o o ; jug : e h e ; SEPARATE filter bottle	bottle : a ; jar : p p o o ; jug : e h e ;
bottle : g p g ; glass : r c ; burette : r c c o ; jug : v f ; SEPARATE double glass	bottle : g p g ; glass : r c r c ; burette : r c c o ; jug : v f ;
flagon : a h f ; mug : e h h e ; beaker : d g d g ; SEPARATE empty flagon	flagon : _ ; mug : e h h e ; beaker : d g d g ;
pitcher : y y m f m ; jar : d g v ; decanter : v v o m ; SEPARATE add one violet to jar	pitcher : y y m f m ; jar : d g v v ; decanter : v v o m ;
beaker : b m ; bottle : r r ; pitcher : d p d p ; canister : g g ; SEPARATE unmix canister	beaker : b m ; bottle : r r ; pitcher : d p d p ; canister : g g ;
jar : o ; canister : p p e h ; mug : y y d ; SEPARATE create thermos	jar : o ; canister : p p e h ; mug : y y d ; thermos : _ ;
pitcher : b v v b ; canister : e a a ; SEPARATE unmix canister	pitcher : b v v b ; canister : e ; canister : a a ;
canister : v ; jug : d b g ; jar : o o ; SEPARATE double canister	canister : v v ; jug : d b g ; jar : o o ;
glass : d ; thermos : f b b ; canister : r ; jug : a e a f e f ; SEPARATE add two cabernet to canister	glass : d ; thermos : f b b ; canister : r c c ; jug : a e a f e f ;
glass : d h d h ; urn : h h ; SEPARATE add five emberiae to glass	glass : d h d h e e e e e ; urn : h h ;
urn : v ; flagon : b b ; SEPARATE add two yellow to urn	urn : v y y ; flagon : b b ;
flask : e e y ; canister : b d b d ; canister : c c ; decanter : g d d ; SEPARATE unmix decanter	flask : e e y ; canister : b d b d ; canister : c c ; decanter : g ; decanter : d d ;
urn : c m m ; flagon : r ; thermos : c o a a ; vessel : c c ; SEPARATE create burette	urn : c m m ; flagon : r ; thermos : c o a a ; vessel : c c ; burette : _ ;
vessel : d v f v ; bottle : a f b f ; SEPARATE shift vessel after bottle	bottle : a f b f ; vessel : d v f v ;
jug : r f f h ; flask : h ; jug : b ; SEPARATE unmix second jug	jug : r f f h ; flask : h ; jug : b ;
cup : h h ; jar : v v p f p ; jug : c c ; jar : e ; SEPARATE create decanter	cup : h h ; jar : v v p f p ; jug : c c ; jar : e ; decanter : _ ;
pitcher : c g f c ; jug : y ; decanter : o y ; canister : f o f o ; SEPARATE double decanter	pitcher : c g f c ; jug : y ; decanter : o y o y ; canister : f o f o ;
jar : o h h ; mug : p f h h p f ; SEPARATE empty jar	jar : _ ; mug : p f h h p f ;
cup : g o y ; mug : p p v v ; cup : p f g p ; SEPARATE filter mug	cup : g o y ; mug : p p v v ; cup : p f g p ;
urn : f f ; bottle : h p r ; cup : y y ; flagon : g g ; SEPARATE create beaker	urn : f f ; bottle : h p r ; cup : y y ; flagon : g g ; beaker : _ ;
flagon : g m g o ; flagon : d d ; urn : g g ; SEPARATE unmix urn	flagon : g m g o ; flagon : d d ; urn : g g ;
bottle : a o p ; urn : h a a p h p ; jar : g g ; decanter : y b g y g ; SEPARATE empty urn	bottle : a o p ; urn : _ ; jar : g g ; decanter : y b g y g ;
bottle : y b f f y ; vessel : r y y p r ; glass : d c e e c ; SEPARATE double vessel	bottle : y b f f y ; vessel : r y y p r r y y p r ; glass : d c e e c ;
vessel : o o ; beaker : r ; burette : a c c ; SEPARATE add three harlequin to beaker	vessel : o o ; beaker : r h h h ; burette : a c c ;
vessel : c p ; mug : p d b d ; SEPARATE shift vessel after mug	mug : p d b d ; vessel : c p ;
decanter : p p ; vessel : d d ; beaker : e c a ; bottle : g b b g ; SEPARATE unmix beaker	decanter : p p ; vessel : d d ; beaker : e ; beaker : c ; beaker : a ; bottle : g b b g ;
cup : r ; bottle : p p ; decanter : d ; SEPARATE unmix bottle	cup : r ; bottle : p p ; decanter : d ;
bottle : g ; flagon : c ; jar : y ; glass : h h y y v ; SEPARATE empty jar	bottle : g ; flagon : c ; jar : _ ; glass : h h y y v ;
glass : a f ; urn : p d o ; jar : h h a e ; flagon : a o o p p ; SEPARATE double glass	glass : a f a f ; urn : p d o ; jar : h h a e ; flagon : a o o p p ;
vessel : v ; burette : b y h h y b ; flagon : f v m m ; SEPARATE empty flagon	vessel : v ; burette : b y h h y b ; flagon : _ ;
jar : p f ; decanter : y y ; cup : a g v ; SEPARATE empty decanter	jar : p f ; decanter : _ ; cup : a g v ;
canister : d ; decanter : g g ; canister : v v ; SEPARATE filter decanter	canister : d ; decanter : g g ; canister : v v ;
pitcher : b a c ; beaker : g ; bottle : y c e y ; SEPARATE unmix bottle	pitcher : b a c ; beaker : g ; bottle : y y ; bottle : c ; bottle : e ;
vessel : h h a e a ; burette : a ; flask : a ; decanter : c ; SEPARATE shift decanter before vessel	decanter : c ; vessel : h h a e a ; burette : a ; flask : a ;
urn : e a e ; beaker : o f ; mug : y f o y ; SEPARATE unmix beaker	urn : e a e ; beaker : o ; beaker : f ; mug : y f o y ;
