Input	Output
cup : y ; jar : f f d ; pitcher : f f ; SEPARATE add five magenta to pitcher	cup : y ; jar : f f d ; pitcher : f f m m m m m ;
flask : b d d b ; burette : h h m ; SEPARATE double flask	flask : b d d b b d d b ; burette : h h m ;
burette : o r g g o r ; flask : v ; SEPARATE empty burette	burette : _ ; flask : v ;
flask : p f a p f ; pitcher : d m m d a a ; mug : a a b r b ; thermos : p p ; SEPARATE double mug	flask : p f a p f ; pitcher : d m m d a a ; mug : a a b r b a a b r b ; thermos : p p ;
mug : e v ; glass : o o ; canister : o ; SEPARATE create glass	mug : e v ; glass : o o ; canister : o ; glass : _ ;
decanter : f ; mug : o f o m f ; SEPARATE double decanter	decanter : f f ; mug : o f o m f ;
glass : a m a ; pitcher : y ; burette : v v g ; pitcher : c v c v y ; SEPARATE add four green to burette	glass : a m a ; pitcher : y ; burette : v v g g g g g ; pitcher : c v c v y ;
vessel : a m a m ; mug : b ; jar : b ; SEPARATE destroy jar	vessel : a m a m ; mug : b ;
flagon : y r ; pitcher : y ; glass : a e a ; SEPARATE destroy flagon	pitcher : y ; glass : a e a ;
mug : y y ; flask : o y y o ; jar : c ; jug : y y ; SEPARATE add five yellow to mug	mug : y y y y y y y ; flask : o y y o ; jar : c ; jug : y y ;
canister : g v g v ; beaker : r o o d r ; bottle : p y a ; SEPARATE double beaker	canister : g v g v ; beaker : r o o d r r o o d r ; bottle : p y a ;
canister : o a v a v ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ; SEPARATE empty canister	canister : _ ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ;
urn : d m m g g ; cup : p y y p ; SEPARATE empty cup	urn : d m m g g ; cup : _ ;
thermos : g f g ; jug : d ; mug : o o v ; SEPARATE create urn	thermos : g f g ; jug : d ; mug : o o v ; urn : _ ;
mug : c ; glass : b ; canister : m m ; urn : f p f o o ; SEPARATE destroy urn	mug : c ; glass : b ; canister : m m ;
beaker : e e h y ; urn : a g m ; SEPARATE double urn	beaker : e e h y ; urn : a g m a g m ;
beaker : c e e ; thermos : y b b ; flask : g h c h ; cup : m m ; SEPARATE create thermos	beaker : c e e ; thermos : y b b ; flask : g h c h ; cup : m m ; thermos : _ ;
thermos : f f h ; decanter : m m e ; SEPARATE empty decanter	thermos : f f h ; decanter : _ ;
vessel : r c r ; flagon : d c p p c ; SEPARATE add four blue to vessel	vessel : r c r b b b b ; flagon : d c p p c ;
flagon : c o ; flagon : e ; glass : b b ; flask : p e ; SEPARATE shift last flagon before flask	flagon : c o ; glass : b b ; flagon : e ; flask : p e ;
mug : b r b p ; canister : c ; beaker : g g ; SEPARATE add five cabernet to canister	mug : b r b p ; canister : c c c c c c ; beaker : g g ;
thermos : g y g y ; beaker : c c ; flagon : v y r r ; SEPARATE empty thermos	thermos : _ ; beaker : c c ; flagon : v y r r ;
glass : f v f ; vessel : a ; thermos : g g ; SEPARATE shift thermos after vessel	glass : f v f ; vessel : a ; thermos : g g ;
glass : o g y o ; flagon : y h d ; burette : r r ; thermos : b o e o e ; SEPARATE filter flagon	glass : o g y o ; flagon : y h d ; burette : r r ; thermos : b o e o e ;
jar : p a e e ; flagon : a a g e ; urn : e e ; SEPARATE add six magenta to jar	jar : p a e e m m m m m m ; flagon : a a g e ; urn : e e ;
jar : p a a o ; urn : e ; bottle : f f ; jar : r r ; SEPARATE create beaker	jar : p a a o ; urn : e ; bottle : f f ; jar : r r ; beaker : _ ;
jar : r r y ; burette : d m d ; SEPARATE filter burette	jar : r r y ; burette : d d m ;
canister : e ; flask : h c h r c ; SEPARATE shift flask before canister	flask : h c h r c ; canister : e ;
bottle : a a b o o ; glass : v ; glass : a b ; bottle : d p d ; SEPARATE add three orange to first glass	bottle : a a b o o ; glass : v o o o ; glass : a b ; bottle : d p d ;
flask : d d ; flask : g ; mug : g g ; SEPARATE destroy mug	flask : d d ; flask : g ;
jar : b y f b ; canister : b d d ; glass : v a o a v o ; jar : o ; SEPARATE destroy glass	jar : b y f b ; canister : b d d ; jar : o ;
beaker : b p ; flask : y h ; urn : b y r y b r ; SEPARATE destroy flask	beaker : b p ; urn : b y r y b r ;
decanter : e e ; canister : d d ; SEPARATE add four harlequin to decanter	decanter : e e h h h h ; canister : d d ;
decanter : h e h ; flask : v v e e ; mug : r ; jar : p y p ; SEPARATE create vessel	decanter : h e h ; flask : v v e e ; mug : r ; jar : p y p ; vessel : _ ;
flagon : b m p ; jug : f f a a ; SEPARATE empty flagon	flagon : _ ; jug : f f a a ;
cup : g ; canister : y y c c ; canister : v p d d p ; mug : m m g ; SEPARATE create bottle	cup : g ; canister : y y c c ; canister : v p d d p ; mug : m m g ; bottle : _ ;
flagon : g e g ; jug : m p p h ; vessel : p b b y y ; cup : b h ; SEPARATE filter cup	flagon : g e g ; jug : m p p h ; vessel : p b b y y ; cup : b h ;
decanter : e b a e a ; canister : m ; decanter : p e ; pitcher : m ; SEPARATE filter canister	decanter : e b a e a ; canister : m ; decanter : p e ; pitcher : m ;
mug : p d o d p o ; pitcher : o o c h h c ; burette : h r p h ; jar : c v g g c ; SEPARATE unmix jar	mug : p d o d p o ; pitcher : o o c h h c ; burette : h r p h ; jar : c c ; jar : v ; jar : g g ;
decanter : b b ; glass : g ; cup : g y y g ; flask : y b o y o ; SEPARATE empty decanter	decanter : _ ; glass : g ; cup : g y y g ; flask : y b o y o ;
glass : f m f ; pitcher : m g m ; beaker : r e ; jug : a a ; SEPARATE add four blue to beaker	glass : f m f ; pitcher : m g m ; beaker : r e b b b b ; jug : a a ;
bottle : b p b ; thermos : a m r a ; jug : a a ; SEPARATE empty thermos	bottle : b p b ; thermos : _ ; jug : a a ;
canister : b b ; mug : a ; glass : e c b e ; bottle : e e d y y ; SEPARATE double bottle	canister : b b ; mug : a ; glass : e c b e ; bottle : e e d y y e e d y y ;
vessel : r ; jar : h h y d ; canister : g g o o ; SEPARATE shift canister before vessel	canister : g g o o ; vessel : r ; jar : h h y d ;
pitcher : p v b v b p ; burette : a o m m a ; SEPARATE double pitcher	pitcher : p v b v b p p v b v b p ; burette : a o m m a ;
decanter : p p y ; burette : d d ; burette : d b d ; SEPARATE shift decanter before first burette	decanter : p p y ; burette : d d ; burette : d b d ;
decanter : h ; cup : v v ; SEPARATE add five cabernet to decanter	decanter : h c c c c c ; cup : v v ;
jug : y c c ; beaker : b h a a h ; burette : p g e g ; bottle : g o o f f ; SEPARATE filter burette	jug : y c c ; beaker : b h a a h ; burette : p g g e ; bottle : g o o f f ;
jar : p f o f ; jar : r b p b r ; jug : p p ; thermos : o y o ; SEPARATE empty last jar	jar : p f o f ; jar : _ ; jug : p p ; thermos : o y o ;
pitcher : c c ; decanter : p p g ; decanter : f h f m h m ; jug : a b b h ; SEPARATE filter last decanter	pitcher : c c ; decanter : p p g ; decanter : f f h h m m ; jug : a b b h ;
burette : h b h ; decanter : g y e g y ; decanter : a a f ; SEPARATE create jar	burette : h b h ; decanter : g y e g y ; decanter : a a f ; jar : _ ;
decanter : f ; flask : a a r b ; SEPARATE add three purple to flask	decanter : f ; flask : a a r b p p p ;
mug : f v v o ; canister : h d c ; SEPARATE double canister	mug : f v v o ; canister : h d c h d c ;
thermos : v v ; glass : v v e ; SEPARATE shift thermos after glass	glass : v v e ; thermos : v v ;
decanter : e e ; pitcher : v ; vessel : h g h r r ; vessel : g g ; SEPARATE empty decanter	decanter : _ ; pitcher : v ; vessel : h g h r r ; vessel : g g ;
flagon : f f d ; mug : v ; cup : c b o c o ; flagon : d a ; SEPARATE shift mug before last flagon	flagon : f f d ; cup : c b o c o ; mug : v ; flagon : d a ;
decanter : d a d f ; jug : d c y d ; SEPARATE filter jug	decanter : d a d f ; jug : d d c y ;
cup : o o b ; flagon : y y b a ; burette : o p e o ; urn : y y ; SEPARATE double flagon	cup : o o b ; flagon : y y b a y y b a ; burette : o p e o ; urn : y y ;
flagon : d d p ; pitcher : m ; bottle : r v r y y ; thermos : m r a ; SEPARATE filter bottle	flagon : d d p ; pitcher : m ; bottle : r r v y y ; thermos : m r a ;
urn : y v y c c ; canister : g f g ; canister : y g h y h ; SEPARATE shift first canister after last canister	urn : y v y c c ; canister : y g h y h ; canister : g f g ;
beaker : m r m ; flagon : y r r ; jar : e g a ; canister : m c ; SEPARATE destroy flagon	beaker : m r m ; jar : e g a ; canister : m c ;
jug : r r ; vessel : c c ; pitcher : f p p ; SEPARATE create glass	jug : r r ; vessel : c c ; pitcher : f p p ; glass : _ ;
flagon : d ; jar : g f f ; flagon : p p e ; SEPARATE filter last flagon	flagon : d ; jar : g f f ; flagon : p p e ;
flask : o o v ; urn : v v ; urn : f f c y c ; canister : f v b ; SEPARATE add one aqua to last urn	flask : o o v ; urn : v v ; urn : f f c y c a ; canister : f v b ;
bottle : f m d f d m ; beaker : m c c p ; pitcher : d p d ; beaker : h b h y y ; SEPARATE filter last beaker	bottle : f m d f d m ; beaker : m c c p ; pitcher : d p d ; beaker : h h b y y ;
jug : p b b ; beaker : v m m ; bottle : d d ; SEPARATE add one yellow to jug	jug : p b b y ; beaker : v m m ; bottle : d d ;
urn : v y v m m ; beaker : h p p ; thermos : v e o o ; pitcher : c e c y e ; SEPARATE create canister	urn : v y v m m ; beaker : h p p ; thermos : v e o o ; pitcher : c e c y e ; canister : _ ;
pitcher : r o r ; decanter : m m ; beaker : y y ; SEPARATE create decanter	pitcher : r o r ; decanter : m m ; beaker : y y ; decanter : _ ;
burette : v a v f a ; bottle : v r ; canister : e e ; thermos : d o o ; SEPARATE double burette	burette : v a v f a v a v f a ; bottle : v r ; canister : e e ; thermos : d o o ;
cup : f o f o p p ; flagon : p p g g ; SEPARATE add six magenta to cup	cup : f o f o p p m m m m m m ; flagon : p p g g ;
burette : p e h p h ; urn : p r p ; SEPARATE double burette	burette : p e h p h p e h p h ; urn : p r p ;
cup : c y f c f ; flask : e e ; SEPARATE filter flask	cup : c y f c f ; flask : e e ;
pitcher : e m e b m ; vessel : h h ; SEPARATE double vessel	pitcher : e m e b m ; vessel : h h h h ;
mug : d ; mug : v y a v a ; canister : v v ; thermos : c c ; SEPARATE destroy canister	mug : d ; mug : v y a v a ; thermos : c c ;
thermos : e e o b o ; jar : d h ; flagon : d g r d g ; thermos : a b d a ; SEPARATE filter last thermos	thermos : e e o b o ; jar : d h ; flagon : d g r d g ; thermos : a a b d ;
flagon : g m ; burette : b h h r ; SEPARATE filter flagon	flagon : g m ; burette : b h h r ;
thermos : m m ; flask : a a ; SEPARATE add five cabernet to thermos	thermos : m m c c c c c ; flask : a a ;
flagon : o g h ; mug : y o y c ; SEPARATE empty mug	flagon : o g h ; mug : _ ;
cup : m b y ; thermos : h d h ; SEPARATE add five daffodil to thermos	cup : m b y ; thermos : h d h d d d d d ;
decanter : f o o f ; flask : b a ; mug : g m m g b ; SEPARATE create vessel	decanter : f o o f ; flask : b a ; mug : g m m g b ; vessel : _ ;
beaker : r b d d ; flagon : a o a e ; jar : g p p ; jar : e e ; SEPARATE add two blue to flagon	beaker : r b d d ; flagon : a o a e b b ; jar : g p p ; jar : e e ;
flask : e ; cup : a o h ; glass : c c p r r p ; SEPARATE shift cup after flask	flask : e ; cup : a o h ; glass : c c p r r p ;
beaker : r b r b ; flask : b o ; decanter : o o b ; SEPARATE create beaker	beaker : r b r b ; flask : b o ; decanter : o o b ; beaker : _ ;
decanter : g r ; canister : v ; decanter : r ; pitcher : g a g ; SEPARATE destroy pitcher	decanter : g r ; canister : v ; decanter : r ;
canister : b g e b g ; vessel : f y f ; vessel : e e ; SEPARATE add two red to last vessel	canister : b g e b g ; vessel : f y f ; vessel : e e r r ;
flagon : b b ; jar : v v ; bottle : g a ; SEPARATE empty jar	flagon : b b ; jar : _ ; bottle : g a ;
thermos : g g v ; jar : a ; thermos : d ; SEPARATE add four red to jar	thermos : g g v ; jar : a r r r r ; thermos : d ;
burette : d d ; decanter : p f p ; flagon : o ; SEPARATE filter flagon	burette : d d ; decanter : p f p ; flagon : o ;
vessel : b a a c ; vessel : e e y b y b ; thermos : p r e e r ; SEPARATE double first vessel	vessel : b a a c b a a c ; vessel : e e y b y b ; thermos : p r e e r ;
glass : h g h f ; urn : f f ; flask : g g ; SEPARATE destroy flask	glass : h g h f ; urn : f f ;
flask : a m a m ; flask : c ; SEPARATE empty second flask	flask : a m a m ; flask : _ ;
flagon : p ; canister : d d p a a p ; SEPARATE empty flagon	flagon : _ ; canister : d d p a a p ;
canister : v v h ; pitcher : e e ; SEPARATE create decanter	canister : v v h ; pitcher : e e ; decanter : _ ;
decanter : d r y d ; vessel : d ; SEPARATE add three daffodil to decanter	decanter : d r y d d d d ; vessel : d ;
thermos : g g y y ; beaker : e ; canister : p g p g ; burette : h y h ; SEPARATE create vessel	thermos : g g y y ; beaker : e ; canister : p g p g ; burette : h y h ; vessel : _ ;
flagon : o h h m m ; jug : m v o m ; beaker : y e e ; SEPARATE double flagon	flagon : o h h m m o h h m m ; jug : m v o m ; beaker : y e e ;
bottle : b g ; flagon : v h ; cup : g y y g ; SEPARATE shift bottle after flagon	flagon : v h ; bottle : b g ; cup : g y y g ;
mug : d d v ; jug : b b ; SEPARATE empty mug	mug : _ ; jug : b b ;
thermos : o o ; canister : m a f f m ; decanter : b b o ; SEPARATE destroy decanter	thermos : o o ; canister : m a f f m ;
decanter : e e p p d ; pitcher : f a f a ; bottle : g a ; beaker : e d ; SEPARATE shift decanter before pitcher	decanter : e e p p d ; pitcher : f a f a ; bottle : g a ; beaker : e d ;
pitcher : g ; jug : r ; SEPARATE filter pitcher	pitcher : g ; jug : r ;
glass : o v o d ; pitcher : v v ; SEPARATE create flagon	glass : o v o d ; pitcher : v v ; flagon : _ ;
burette : g y g y ; decanter : a ; SEPARATE add six aqua to burette	burette : g y g y a a a a a a ; decanter : a ;
jar : r f r m m ; decanter : g v ; canister : o e c e o c ; SEPARATE double jar	jar : r f r m m r f r m m ; decanter : g v ; canister : o e c e o c ;
glass : f m r m f ; jug : r v ; SEPARATE create bottle	glass : f m r m f ; jug : r v ; bottle : _ ;
vessel : y a p p ; canister : o y o y ; SEPARATE filter vessel	vessel : y a p p ; canister : o y o y ;
flask : d c d ; urn : f b b m ; canister : d d f f ; glass : v e v b b ; SEPARATE add six orange to glass	flask : d c d ; urn : f b b m ; canister : d d f f ; glass : v e v b b o o o o o o ;
burette : h g h f ; cup : g v e ; jug : b p f b ; glass : g ; SEPARATE double cup	burette : h g h f ; cup : g v e g v e ; jug : b p f b ; glass : g ;
urn : y d ; glass : g g p p ; SEPARATE shift glass after urn	urn : y d ; glass : g g p p ;
vessel : p p d y y ; mug : e p ; bottle : e a v v ; SEPARATE add two green to vessel	vessel : p p d y y g g ; mug : e p ; bottle : e a v v ;
decanter : b o b d d o ; flask : a ; SEPARATE add six red to decanter	decanter : b o b d d o r r r r r r ; flask : a ;
jar : d ; flagon : v c o c v ; vessel : g h ; SEPARATE destroy vessel	jar : d ; flagon : v c o c v ;
cup : f a ; decanter : p m m ; flask : g g ; jug : g c e e g ; SEPARATE add six orange to decanter	cup : f a ; decanter : p m m o o o o o o ; flask : g g ; jug : g c e e g ;
canister : g d ; flagon : h b d b d ; vessel : h p p h c ; thermos : o o ; SEPARATE empty flagon	canister : g d ; flagon : _ ; vessel : h p p h c ; thermos : o o ;
bottle : e m f f e ; canister : d ; SEPARATE double canister	bottle : e m f f e ; canister : d d ;
bottle : a b a ; decanter : y y e d ; cup : a ; beaker : h d ; SEPARATE empty decanter	bottle : a b a ; decanter : _ ; cup : a ; beaker : h d ;
jar : d d ; urn : h h v d d ; SEPARATE create beaker	jar : d d ; urn : h h v d d ; beaker : _ ;
mug : a r ; glass : p p ; SEPARATE create flagon	mug : a r ; glass : p p ; flagon : _ ;
burette : o o ; bottle : b a a ; flask : f ; SEPARATE filter flask	burette : o o ; bottle : b a a ; flask : f ;
glass : o o ; jug : e y ; SEPARATE double glass	glass : o o o o ; jug : e y ;
vessel : h ; decanter : e g r e ; flask : o p p ; SEPARATE empty vessel	vessel : _ ; decanter : e g r e ; flask : o p p ;
thermos : c h f ; thermos : r c f c f ; SEPARATE shift last thermos before first thermos	thermos : r c f c f ; thermos : c h f ;
flask : h ; jar : p v p d d ; SEPARATE empty flask	flask : _ ; jar : p v p d d ;
beaker : p e p ; bottle : d o a ; SEPARATE create glass	beaker : p e p ; bottle : d o a ; glass : _ ;
urn : e e g a g a ; urn : c p f c f ; glass : h h y b ; SEPARATE empty glass	urn : e e g a g a ; urn : c p f c f ; glass : _ ;
bottle : p p ; beaker : r r c ; glass : p c a p a ; cup : o d c ; SEPARATE add five violet to glass	bottle : p p ; beaker : r r c ; glass : p c a p a v v v v v ; cup : o d c ;
jug : a ; pitcher : f ; flagon : e p ; SEPARATE add five emberiae to jug	jug : a e e e e e ; pitcher : f ; flagon : e p ;
decanter : m c e ; mug : h f f e h ; SEPARATE empty mug	decanter : m c e ; mug : _ ;
urn : r r d ; glass : b b ; canister : p g c g p c ; SEPARATE empty glass	urn : r r d ; glass : _ ; canister : p g c g p c ;
flagon : p p ; beaker : r c f r ; decanter : h h d d ; flask : y m e m ; SEPARATE destroy flagon	beaker : r c f r ; decanter : h h d d ; flask : y m e m ;
cup : m e m e ; thermos : a a m r r ; glass : v r d d r ; SEPARATE create thermos	cup : m e m e ; thermos : a a m r r ; glass : v r d d r ; thermos : _ ;
canister : v f ; bottle : a a y ; decanter : r g e g e ; SEPARATE empty bottle	canister : v f ; bottle : _ ; decanter : r g e g e ;
flask : o f o y ; flask : p e p e ; mug : r y ; SEPARATE empty first flask	flask : _ ; flask : p e p e ; mug : r y ;
jug : o a ; urn : r o o r ; glass : c h p p c h ; SEPARATE create mug	jug : o a ; urn : r o o r ; glass : c h p p c h ; mug : _ ;
flagon : h h ; jar : m m ; burette : r y v y ; SEPARATE add two red to jar	flagon : h h ; jar : m m r r ; burette : r y v y ;
canister : c c r b r ; jug : d c d ; SEPARATE empty jug	canister : c c r b r ; jug : _ ;
urn : v v ; mug : d h g h ; flask : p r g g p ; thermos : o f b ; SEPARATE filter thermos	urn : v v ; mug : d h g h ; flask : p r g g p ; thermos : o f b ;
glass : m m b g ; jar : y ; SEPARATE destroy glass	jar : y ;
mug : h ; flagon : h ; vessel : h r f f r h ; SEPARATE filter flagon	mug : h ; flagon : h ; vessel : h r f f r h ;
urn : v v a ; flagon : b b ; SEPARATE double urn	urn : v v a v v a ; flagon : b b ;
glass : r ; bottle : a ; mug : b b e p ; pitcher : e ; SEPARATE destroy bottle	glass : r ; mug : b b e p ; pitcher : e ;
bottle : r r ; jug : e p e ; thermos : y r r y ; SEPARATE destroy jug	bottle : r r ; thermos : y r r y ;
flagon : r h e e ; decanter : y ; jar : b m ; SEPARATE empty decanter	flagon : r h e e ; decanter : _ ; jar : b m ;
vessel : o o h ; bottle : c c p p ; SEPARATE filter bottle	vessel : o o h ; bottle : c c p p ;
cup : h y h y ; thermos : v m f f ; SEPARATE shift cup before thermos	cup : h y h y ; thermos : v m f f ;
pitcher : h h g a a ; flask : f e d d ; burette : a a ; mug : h ; SEPARATE shift pitcher after burette	flask : f e d d ; burette : a a ; pitcher : h h g a a ; mug : h ;
bottle : o m o h h ; beaker : y p r p r ; glass : o a m m ; flask : r p r d p ; SEPARATE double beaker	bottle : o m o h h ; beaker : y p r p r y p r p r ; glass : o a m m ; flask : r p r d p ;
beaker : r r ; flask : h r ; SEPARATE add three blue to flask	beaker : r r ; flask : h r b b b ;
burette : v v ; canister : p c ; beaker : v o o ; SEPARATE create cup	burette : v v ; canister : p c ; beaker : v o o ; cup : _ ;
beaker : b b ; jug : o o v v ; bottle : f r f ; beaker : d ; SEPARATE shift second beaker after jug	beaker : b b ; jug : o o v v ; beaker : d ; bottle : f r f ;
cup : m b ; glass : g ; SEPARATE create canister	cup : m b ; glass : g ; canister : _ ;
cup : r p p e ; beaker : o p o y ; mug : v v a b a ; thermos : y y v ; SEPARATE double thermos	cup : r p p e ; beaker : o p o y ; mug : v v a b a ; thermos : y y v y y v ;
urn : f p e e f ; thermos : y y ; SEPARATE create decanter	urn : f p e e f ; thermos : y y ; decanter : _ ;
jug : d d ; pitcher : b f a b ; SEPARATE add three purple to pitcher	jug : d d ; pitcher : b f a b p p p ;
thermos : o v o ; glass : g e m e ; SEPARATE filter glass	thermos : o v o ; glass : g e e m ;
decanter : m m ; pitcher : v c c m ; SEPARATE add five red to decanter	decanter : m m r r r r r ; pitcher : v c c m ;
decanter : m m y ; jar : y ; thermos : f f c ; SEPARATE empty jar	decanter : m m y ; jar : _ ; thermos : f f c ;
bottle : v d d o o ; bottle : e r e r ; SEPARATE empty last bottle	bottle : v d d o o ; bottle : _ ;
glass : e o o ; burette : r g r g p ; vessel : p f f ; SEPARATE double glass	glass : e o o e o o ; burette : r g r g p ; vessel : p f f ;
decanter : b d c d ; cup : g g ; SEPARATE create flagon	decanter : b d c d ; cup : g g ; flagon : _ ;
beaker : g ; beaker : b f ; burette : h d h o ; bottle : c e ; SEPARATE shift second beaker before burette	beaker : g ; beaker : b f ; burette : h d h o ; bottle : c e ;
decanter : v d d v ; jar : p y m m y ; SEPARATE filter jar	decanter : v d d v ; jar : p y y m m ;
vessel : f g m g m ; canister : c f f ; beaker : d h d ; thermos : f f d d e ; SEPARATE create beaker	vessel : f g m g m ; canister : c f f ; beaker : d h d ; thermos : f f d d e ; beaker : _ ;
jar : f ; jug : p c b c ; SEPARATE add three blue to jug	jar : f ; jug : p c b c b b b ;
beaker : b r r b ; mug : v d y ; SEPARATE add one daffodil to beaker	beaker : b r r b d ; mug : v d y ;
flagon : y y p ; glass : o y o h h ; beaker : y y ; SEPARATE create burette	flagon : y y p ; glass : o y o h h ; beaker : y y ; burette : _ ;
cup : c c o b ; flask : v o v ; canister : p p ; SEPARATE add four violet to cup	cup : c c o b v v v v ; flask : v o v ; canister : p p ;
jug : p y y ; cup : a c c a ; SEPARATE create jug	jug : p y y ; cup : a c c a ; jug : _ ;
jar : m e m e a ; decanter : p v v c ; burette : y r r e ; bottle : p r e ; SEPARATE create decanter	jar : m e m e a ; decanter : p v v c ; burette : y r r e ; bottle : p r e ; decanter : _ ;
thermos : y f g g f ; jug : a a ; vessel : b y y b ; glass : m f f ; SEPARATE empty jug	thermos : y f g g f ; jug : _ ; vessel : b y y b ; glass : m f f ;
vessel : d c d c ; jar : f b m b ; SEPARATE empty vessel	vessel : _ ; jar : f b m b ;
vessel : f c f ; decanter : o a d ; thermos : m g g c ; thermos : y h y h ; SEPARATE destroy first thermos	vessel : f c f ; decanter : o a d ; thermos : y h y h ;
urn : c r m r ; glass : v o v ; flagon : y o o ; burette : f ; SEPARATE add one magenta to urn	urn : c r m r m ; glass : v o v ; flagon : y o o ; burette : f ;
flask : o m r ; canister : m m e f e ; jug : g g ; urn : h h r v v r ; SEPARATE shift flask before canister	flask : o m r ; canister : m m e f e ; jug : g g ; urn : h h r v v r ;
bottle : p y ; bottle : b b r r d d ; mug : o b o ; urn : e ; SEPARATE destroy second bottle	bottle : p y ; mug : o b o ; urn : e ;
burette : f r ; mug : f f ; jar : c m m ; SEPARATE shift mug before jar	burette : f r ; mug : f f ; jar : c m m ;
vessel : f ; urn : y y h h ; cup : r v m m ; vessel : y y h g h g ; SEPARATE create glass	vessel : f ; urn : y y h h ; cup : r v m m ; vessel : y y h g h g ; glass : _ ;
vessel : a ; canister : a b ; jug : g a g ; SEPARATE create thermos	vessel : a ; canister : a b ; jug : g a g ; thermos : _ ;
canister : f o ; bottle : f f ; flask : r h f f ; SEPARATE destroy flask	canister : f o ; bottle : f f ;
cup : p o m ; beaker : g g ; SEPARATE filter cup	cup : p o m ; beaker : g g ;
beaker : e e ; mug : v ; thermos : a a r r ; cup : r r v ; SEPARATE empty cup	beaker : e e ; mug : v ; thermos : a a r r ; cup : _ ;
bottle : o y y c ; vessel : h b y b ; bottle : d d f h ; SEPARATE shift vessel after last bottle	bottle : o y y c ; bottle : d d f h ; vessel : h b y b ;
canister : v b g b g ; canister : d v f v d ; glass : y y o ; SEPARATE create cup	canister : v b g b g ; canister : d v f v d ; glass : y y o ; cup : _ ;
mug : c ; thermos : r e r p e ; decanter : v v ; vessel : g m m ; SEPARATE double vessel	mug : c ; thermos : r e r p e ; decanter : v v ; vessel : g m m g m m ;
jug : y y ; jug : f o y o y f ; SEPARATE create vessel	jug : y y ; jug : f o y o y f ; vessel : _ ;
pitcher : b ; thermos : m ; SEPARATE double thermos	pitcher : b ; thermos : m m ;
urn : b b m ; pitcher : y ; SEPARATE empty pitcher	urn : b b m ; pitcher : _ ;
cup : d ; flagon : d b d ; glass : v m m ; SEPARATE add one magenta to flagon	cup : d ; flagon : d b d m ; glass : v m m ;
bottle : m r r ; jar : g g ; SEPARATE add four daffodil to jar	bottle : m r r ; jar : g g d d d d ;
jug : m ; flagon : m m ; bottle : e r r o ; SEPARATE empty bottle	jug : m ; flagon : m m ; bottle : _ ;
jug : a h h ; burette : p ; vessel : d ; SEPARATE add six orange to jug	jug : a h h o o o o o o ; burette : p ; vessel : d ;
vessel : m m ; flagon : d d p f f ; SEPARATE create thermos	vessel : m m ; flagon : d d p f f ; thermos : _ ;
flagon : b a a m ; flask : r m r m b b ; pitcher : b d ; SEPARATE create jar	flagon : b a a m ; flask : r m r m b b ; pitcher : b d ; jar : _ ;
beaker : m y m ; urn : p g b g p ; beaker : o ; SEPARATE double second beaker	beaker : m y m ; urn : p g b g p ; beaker : o o ;
mug : b b a r a ; canister : a a ; SEPARATE create thermos	mug : b b a r a ; canister : a a ; thermos : _ ;
decanter : y f f y g ; urn : v y v y r ; SEPARATE destroy decanter	urn : v y v y r ;
cup : d y c c y ; thermos : d o o ; SEPARATE double cup	cup : d y c c y d y c c y ; thermos : d o o ;
decanter : v ; bottle : r ; SEPARATE empty bottle	decanter : v ; bottle : _ ;
flask : h ; mug : a v v ; SEPARATE create beaker	flask : h ; mug : a v v ; beaker : _ ;
canister : p p ; jar : h v h d v ; SEPARATE double jar	canister : p p ; jar : h v h d v h v h d v ;
urn : a o a b ; jar : d v v ; SEPARATE empty urn	urn : _ ; jar : d v v ;
flagon : e e d d h ; flagon : d ; vessel : g g ; jug : g y ; SEPARATE shift jug before first flagon	jug : g y ; flagon : e e d d h ; flagon : d ; vessel : g g ;
jug : c c v ; jug : a a ; SEPARATE shift first jug after last jug	jug : a a ; jug : c c v ;
burette : h h b ; jar : f v a ; SEPARATE double jar	burette : h h b ; jar : f v a f v a ;
glass : v f ; flask : c c e ; SEPARATE empty flask	glass : v f ; flask : _ ;
bottle : p c g g ; mug : b m b m ; glass : f c c f ; thermos : r p r e e ; SEPARATE empty bottle	bottle : _ ; mug : b m b m ; glass : f c c f ; thermos : r p r e e ;
canister : d y y ; glass : y y v ; SEPARATE shift glass before canister	glass : y y v ; canister : d y y ;
canister : o d o d ; mug : d d ; urn : a p ; beaker : b ; SEPARATE empty canister	canister : _ ; mug : d d ; urn : a p ; beaker : b ;
glass : y y ; decanter : c a v ; flask : f f m r r ; SEPARATE destroy flask	glass : y y ; decanter : c a v ;
jug : f p g p ; cup : g b a b g ; pitcher : o b h o ; SEPARATE add four emberiae to pitcher	jug : f p g p ; cup : g b a b g ; pitcher : o b h o e e e e ;
urn : y ; cup : g y o y g ; cup : v v ; SEPARATE double first cup	urn : y ; cup : g y o y g g y o y g ; cup : v v ;
thermos : b b ; decanter : m m ; SEPARATE destroy thermos	decanter : m m ;
canister : g g r f ; bottle : m m c c b ; SEPARATE shift canister before bottle	canister : g g r f ; bottle : m m c c b ;
glass : e b b ; canister : y ; SEPARATE empty glass	glass : _ ; canister : y ;
jug : b o h b ; canister : h h ; flagon : a v a ; bottle : d y y d p ; SEPARATE destroy flagon	jug : b o h b ; canister : h h ; bottle : d y y d p ;
