Input	Output
urn : r f r f ; jug : h h o ; SEPARATE unmix jug	urn : r f r f ; jug : h h ; jug : o ;
cup : g ; flask : r m m ; flask : d c y c ; SEPARATE unmix first flask	cup : g ; flask : r ; flask : m m ; flask : d c y c ;
glass : c ; flagon : a a y e ; pitcher : e p ; SEPARATE unmix glass	glass : c ; flagon : a a y e ; pitcher : e p ;
pitcher : f d d f ; bottle : a a r r ; decanter : v o ; SEPARATE unmix bottle	pitcher : f d d f ; bottle : a a ; bottle : r r ; decanter : v o ;
flagon : h h ; glass : f v d ; SEPARATE unmix glass	flagon : h h ; glass : f ; glass : v ; glass : d ;
mug : o d g d o ; glass : p p ; SEPARATE unmix glass	mug : o d g d o ; glass : p p ;
vessel : c c ; pitcher : r ; SEPARATE unmix vessel	vessel : c c ; pitcher : r ;
jug : o y b ; jug : e f ; mug : a r y a ; canister : c b m b ; SEPARATE unmix last jug	jug : o y b ; jug : e ; jug : f ; mug : a r y a ; canister : c b m b ;
pitcher : c e r c e ; thermos : b v b ; glass : y y ; SEPARATE unmix glass	pitcher : c e r c e ; thermos : b v b ; glass : y y ;
vessel : m y h y ; flagon : g g ; SEPARATE unmix flagon	vessel : m y h y ; flagon : g g ;
beaker : c e e c ; decanter : f p a p ; flask : r f f m m ; SEPARATE unmix beaker	beaker : c c ; beaker : e e ; decanter : f p a p ; flask : r f f m m ;
mug : f ; beaker : g g ; jar : b a ; decanter : a b b p ; SEPARATE unmix jar	mug : f ; beaker : g g ; jar : b ; jar : a ; decanter : a b b p ;
burette : b c d ; decanter : b ; glass : c f ; mug : f ; SEPARATE unmix decanter	burette : b c d ; decanter : b ; glass : c f ; mug : f ;
bottle : m ; urn : m ; canister : b p p a ; cup : e e ; SEPARATE unmix urn	bottle : m ; urn : m ; canister : b p p a ; cup : e e ;
thermos : g g f a ; flask : v f m ; flask : g c b b ; SEPARATE unmix thermos	thermos : g g ; thermos : f ; thermos : a ; flask : v f m ; flask : g c b b ;
glass : v b b ; glass : d g g e ; SEPARATE unmix last glass	glass : v b b ; glass : d ; glass : g g ; glass : e ;
pitcher : e a h ; beaker : y y a ; decanter : p f o p o f ; glass : a ; SEPARATE unmix glass	pitcher : e a h ; beaker : y y a ; decanter : p f o p o f ; glass : a ;
urn : g c c ; jug : v ; jar : b y y b ; SEPARATE unmix jar	urn : g c c ; jug : v ; jar : b b ; jar : y y ;
bottle : c a ; burette : c c ; SEPARATE unmix bottle	bottle : c ; bottle : a ; burette : c c ;
decanter : f c ; urn : m m ; canister : h ; canister : v r ; SEPARATE unmix last canister	decanter : f c ; urn : m m ; canister : h ; canister : v ; canister : r ;
jug : p d y y ; flask : d d g ; vessel : m m ; mug : m m o y y ; SEPARATE unmix mug	jug : p d y y ; flask : d d g ; vessel : m m ; mug : m m ; mug : o ; mug : y y ;
thermos : a ; glass : m m ; SEPARATE unmix glass	thermos : a ; glass : m m ;
jar : h h g ; glass : y g f ; thermos : v g v ; bottle : m p m ; SEPARATE unmix bottle	jar : h h g ; glass : y g f ; thermos : v g v ; bottle : m m ; bottle : p ;
jar : f f a ; flagon : e v b e ; burette : v p p ; SEPARATE unmix flagon	jar : f f a ; flagon : e e ; flagon : v ; flagon : b ; burette : v p p ;
thermos : m ; jar : v d v d ; SEPARATE unmix thermos	thermos : m ; jar : v d v d ;
thermos : f m m f ; glass : d d ; flagon : f f b ; SEPARATE unmix glass	thermos : f m m f ; glass : d d ; flagon : f f b ;
flagon : y a y ; cup : v v p p ; SEPARATE unmix flagon	flagon : y y ; flagon : a ; cup : v v p p ;
jug : y c y c ; decanter : b b a e e ; jar : f f ; glass : g g ; SEPARATE unmix jug	jug : y y ; jug : c c ; decanter : b b a e e ; jar : f f ; glass : g g ;
urn : r r ; jug : p ; thermos : g f y y ; SEPARATE unmix urn	urn : r r ; jug : p ; thermos : g f y y ;
mug : p o ; flagon : d g d ; jug : v d d v ; decanter : a h d a ; SEPARATE unmix jug	mug : p o ; flagon : d g d ; jug : v v ; jug : d d ; decanter : a h d a ;
vessel : v ; thermos : g g ; SEPARATE unmix vessel	vessel : v ; thermos : g g ;
bottle : h h y ; pitcher : a ; burette : f g f d ; mug : b ; SEPARATE unmix burette	bottle : h h y ; pitcher : a ; burette : f f ; burette : g ; burette : d ; mug : b ;
urn : c ; flagon : f f ; bottle : g ; SEPARATE unmix urn	urn : c ; flagon : f f ; bottle : g ;
jar : f ; canister : o a ; jug : g e d ; SEPARATE unmix jar	jar : f ; canister : o a ; jug : g e d ;
decanter : m g a m ; burette : y b ; decanter : e ; SEPARATE unmix burette	decanter : m g a m ; burette : y ; burette : b ; decanter : e ;
canister : r r ; glass : r a r ; bottle : a a f o ; SEPARATE unmix canister	canister : r r ; glass : r a r ; bottle : a a f o ;
mug : f p ; canister : g a r g a r ; burette : g ; beaker : c ; SEPARATE unmix canister	mug : f p ; canister : g g ; canister : a a ; canister : r r ; burette : g ; beaker : c ;
thermos : b m b ; glass : f f ; vessel : y y h h ; SEPARATE unmix vessel	thermos : b m b ; glass : f f ; vessel : y y ; vessel : h h ;
glass : c e c ; decanter : m m r r e ; SEPARATE unmix glass	glass : c c ; glass : e ; decanter : m m r r e ;
canister : v c v c f f ; cup : e g ; SEPARATE unmix canister	canister : v v ; canister : c c ; canister : f f ; cup : e g ;
burette : o r a o ; burette : b b ; beaker : e e p h h ; pitcher : d d ; SEPARATE unmix pitcher	burette : o r a o ; burette : b b ; beaker : e e p h h ; pitcher : d d ;
burette : r ; decanter : a r p r a ; thermos : v g g ; bottle : v ; SEPARATE unmix thermos	burette : r ; decanter : a r p r a ; thermos : v ; thermos : g g ; bottle : v ;
mug : h v ; vessel : r y y d r ; SEPARATE unmix vessel	mug : h v ; vessel : r r ; vessel : y y ; vessel : d ;
vessel : e e f f ; vessel : c e e ; mug : m m ; SEPARATE unmix second vessel	vessel : e e f f ; vessel : c ; vessel : e e ; mug : m m ;
flagon : v f f g ; flask : f f ; flagon : f y ; thermos : o h c h c ; SEPARATE unmix first flagon	flagon : v ; flagon : f f ; flagon : g ; flask : f f ; flagon : f y ; thermos : o h c h c ;
cup : r f r ; jar : v p g p ; SEPARATE unmix cup	cup : r r ; cup : f ; jar : v p g p ;
burette : p o p ; jar : r m m ; flask : h ; canister : o g y ; SEPARATE unmix burette	burette : p p ; burette : o ; jar : r m m ; flask : h ; canister : o g y ;
vessel : d a d ; pitcher : o m m ; bottle : f m m p ; flask : f f ; SEPARATE unmix bottle	vessel : d a d ; pitcher : o m m ; bottle : f ; bottle : m m ; bottle : p ; flask : f f ;
glass : v m v ; canister : b e m e ; SEPARATE unmix canister	glass : v m v ; canister : b ; canister : e e ; canister : m ;
canister : r ; jar : f a m a ; burette : p p h ; SEPARATE unmix jar	canister : r ; jar : f ; jar : a a ; jar : m ; burette : p p h ;
urn : d d ; decanter : h a e e ; SEPARATE unmix urn	urn : d d ; decanter : h a e e ;
urn : m g m o o ; burette : m ; jug : r g r ; decanter : p v v ; SEPARATE unmix urn	urn : m m ; urn : g ; urn : o o ; burette : m ; jug : r g r ; decanter : p v v ;
glass : g g ; flagon : m c p m ; SEPARATE unmix glass	glass : g g ; flagon : m c p m ;
canister : o b o ; glass : p p ; SEPARATE unmix canister	canister : o o ; canister : b ; glass : p p ;
glass : r r y y ; cup : a a e ; urn : c e e ; beaker : d f r r ; SEPARATE unmix cup	glass : r r y y ; cup : a a ; cup : e ; urn : c e e ; beaker : d f r r ;
bottle : d p p r r ; beaker : p b p h ; SEPARATE unmix beaker	bottle : d p p r r ; beaker : p p ; beaker : b ; beaker : h ;
mug : o r r ; jar : m g y m g y ; flagon : f g f ; SEPARATE unmix mug	mug : o ; mug : r r ; jar : m g y m g y ; flagon : f g f ;
vessel : c c ; glass : o ; SEPARATE unmix glass	vessel : c c ; glass : o ;
urn : e e f f ; canister : r d d ; beaker : m m g ; urn : p p f f h ; SEPARATE unmix beaker	urn : e e f f ; canister : r d d ; beaker : m m ; beaker : g ; urn : p p f f h ;
jar : b b y ; canister : e m h h m ; SEPARATE unmix jar	jar : b b ; jar : y ; canister : e m h h m ;
pitcher : y y o o ; burette : c y ; beaker : e e y y ; flagon : v ; SEPARATE unmix pitcher	pitcher : y y ; pitcher : o o ; burette : c y ; beaker : e e y y ; flagon : v ;
jug : m b m b y y ; pitcher : r ; canister : r g a a g ; SEPARATE unmix canister	jug : m b m b y y ; pitcher : r ; canister : r ; canister : g g ; canister : a a ;
flask : g e ; burette : e r ; bottle : d d ; flagon : c c ; SEPARATE unmix burette	flask : g e ; burette : e ; burette : r ; bottle : d d ; flagon : c c ;
jar : e y e c y ; flask : d d ; urn : g ; SEPARATE unmix jar	jar : e e ; jar : y y ; jar : c ; flask : d d ; urn : g ;
flask : b b ; bottle : b a o ; SEPARATE unmix flask	flask : b b ; bottle : b a o ;
mug : p r ; pitcher : y v e v ; jug : f ; SEPARATE unmix mug	mug : p ; mug : r ; pitcher : y v e v ; jug : f ;
mug : o o ; jar : c a y c ; glass : h h ; canister : m m o ; SEPARATE unmix canister	mug : o o ; jar : c a y c ; glass : h h ; canister : m m ; canister : o ;
canister : c ; flagon : e r e r ; decanter : b e e b ; flask : a a e ; SEPARATE unmix canister	canister : c ; flagon : e r e r ; decanter : b e e b ; flask : a a e ;
jar : y p b y ; vessel : y ; urn : a ; jug : p y ; SEPARATE unmix urn	jar : y p b y ; vessel : y ; urn : a ; jug : p y ;
beaker : g d d g ; thermos : m ; bottle : m ; SEPARATE unmix bottle	beaker : g d d g ; thermos : m ; bottle : m ;
thermos : b r b ; urn : m ; vessel : e d e d ; SEPARATE unmix vessel	thermos : b r b ; urn : m ; vessel : e e ; vessel : d d ;
glass : c ; cup : e h o h ; SEPARATE unmix glass	glass : c ; cup : e h o h ;
glass : r c m ; burette : o ; urn : f g b ; canister : y ; SEPARATE unmix burette	glass : r c m ; burette : o ; urn : f g b ; canister : y ;
vessel : b c b p p ; decanter : h h ; cup : b b m m ; SEPARATE unmix vessel	vessel : b b ; vessel : c ; vessel : p p ; decanter : h h ; cup : b b m m ;
flask : d p f p d ; thermos : o m v o m v ; pitcher : m m b ; SEPARATE unmix pitcher	flask : d p f p d ; thermos : o m v o m v ; pitcher : m m ; pitcher : b ;
decanter : e ; decanter : y o e e ; mug : y p d y p ; decanter : y b b ; SEPARATE unmix last decanter	decanter : e ; decanter : y o e e ; mug : y p d y p ; decanter : y ; decanter : b b ;
flagon : e o o v ; pitcher : p f p ; canister : p p ; SEPARATE unmix flagon	flagon : e ; flagon : o o ; flagon : v ; pitcher : p f p ; canister : p p ;
burette : c h o ; vessel : b b ; beaker : d d a a ; SEPARATE unmix vessel	burette : c h o ; vessel : b b ; beaker : d d a a ;
vessel : c a c ; canister : p ; SEPARATE unmix canister	vessel : c a c ; canister : p ;
pitcher : d d ; canister : f p p c c ; urn : e a a e y y ; pitcher : d ; SEPARATE unmix first pitcher	pitcher : d d ; canister : f p p c c ; urn : e a a e y y ; pitcher : d ;
flagon : o o ; mug : m ; SEPARATE unmix mug	flagon : o o ; mug : m ;
jar : o o ; flask : h b h ; jar : h m h m ; SEPARATE unmix first jar	jar : o o ; flask : h b h ; jar : h m h m ;
beaker : v m c ; pitcher : d d y f ; SEPARATE unmix pitcher	beaker : v m c ; pitcher : d d ; pitcher : y ; pitcher : f ;
vessel : f m m f ; glass : v v ; jug : d c c ; SEPARATE unmix vessel	vessel : f f ; vessel : m m ; glass : v v ; jug : d c c ;
urn : d d a r ; glass : r c a ; urn : f c f d c d ; SEPARATE unmix last urn	urn : d d a r ; glass : r c a ; urn : f f ; urn : c c ; urn : d d ;
bottle : p ; jar : r r ; beaker : f e e ; SEPARATE unmix bottle	bottle : p ; jar : r r ; beaker : f e e ;
flask : y y ; glass : o g r ; SEPARATE unmix flask	flask : y y ; glass : o g r ;
burette : o o g g ; flagon : m m b a ; jar : d v v ; SEPARATE unmix jar	burette : o o g g ; flagon : m m b a ; jar : d ; jar : v v ;
flagon : r a a o r ; flagon : c g g h ; pitcher : y y ; vessel : v c c ; SEPARATE unmix pitcher	flagon : r a a o r ; flagon : c g g h ; pitcher : y y ; vessel : v c c ;
urn : h ; glass : m y f f ; jar : p ; SEPARATE unmix glass	urn : h ; glass : m ; glass : y ; glass : f f ; jar : p ;
mug : o ; pitcher : g ; burette : c a c m ; bottle : a ; SEPARATE unmix mug	mug : o ; pitcher : g ; burette : c a c m ; bottle : a ;
thermos : a o a r o ; pitcher : o o p d ; bottle : p v b p b ; SEPARATE unmix pitcher	thermos : a o a r o ; pitcher : o o ; pitcher : p ; pitcher : d ; bottle : p v b p b ;
jug : p m r ; flask : m v m g g ; SEPARATE unmix jug	jug : p ; jug : m ; jug : r ; flask : m v m g g ;
canister : b b f ; beaker : y g v v ; SEPARATE unmix beaker	canister : b b f ; beaker : y ; beaker : g ; beaker : v v ;
bottle : f ; thermos : m g r g r ; mug : v v ; mug : a h ; SEPARATE unmix first mug	bottle : f ; thermos : m g r g r ; mug : v v ; mug : a h ;
thermos : c y c h y ; bottle : e p e ; SEPARATE unmix bottle	thermos : c y c h y ; bottle : e e ; bottle : p ;
mug : m m ; mug : o o ; beaker : p g g p ; SEPARATE unmix first mug	mug : m m ; mug : o o ; beaker : p g g p ;
burette : h h ; glass : b b ; burette : d ; bottle : p y p y ; SEPARATE unmix bottle	burette : h h ; glass : b b ; burette : d ; bottle : p p ; bottle : y y ;
urn : y ; urn : p p o g ; SEPARATE unmix first urn	urn : y ; urn : p p o g ;
bottle : p p ; cup : v v c e ; burette : c c ; SEPARATE unmix cup	bottle : p p ; cup : v v ; cup : c ; cup : e ; burette : c c ;
flask : d f ; thermos : e b b e m m ; flask : e e y ; jug : v ; SEPARATE unmix first flask	flask : d ; flask : f ; thermos : e b b e m m ; flask : e e y ; jug : v ;
pitcher : a f ; urn : o h h ; SEPARATE unmix pitcher	pitcher : a ; pitcher : f ; urn : o h h ;
bottle : v v ; jug : d c c d ; SEPARATE unmix jug	bottle : v v ; jug : d d ; jug : c c ;
thermos : e e d ; thermos : e o e ; beaker : g ; canister : b p y y ; SEPARATE unmix first thermos	thermos : e e ; thermos : d ; thermos : e o e ; beaker : g ; canister : b p y y ;
mug : g f f r g ; mug : r d g ; SEPARATE unmix last mug	mug : g f f r g ; mug : r ; mug : d ; mug : g ;
vessel : g g ; vessel : d b c d b ; SEPARATE unmix last vessel	vessel : g g ; vessel : d d ; vessel : b b ; vessel : c ;
thermos : m c c m ; canister : b h ; glass : c c y a ; flask : f p p ; SEPARATE unmix flask	thermos : m c c m ; canister : b h ; glass : c c y a ; flask : f ; flask : p p ;
thermos : d d ; cup : a d a ; decanter : o o r g ; SEPARATE unmix cup	thermos : d d ; cup : a a ; cup : d ; decanter : o o r g ;
beaker : y y e h h ; burette : c c r r y ; urn : g e g e ; SEPARATE unmix urn	beaker : y y e h h ; burette : c c r r y ; urn : g g ; urn : e e ;
flagon : r c c r ; flagon : h f h f ; glass : y y ; SEPARATE unmix last flagon	flagon : r c c r ; flagon : h h ; flagon : f f ; glass : y y ;
burette : g g ; burette : p a a ; jug : m g g y ; pitcher : b r b ; SEPARATE unmix first burette	burette : g g ; burette : p a a ; jug : m g g y ; pitcher : b r b ;
urn : o h o ; cup : m o r r ; SEPARATE unmix urn	urn : o o ; urn : h ; cup : m o r r ;
flagon : r r p h p h ; decanter : c c ; urn : h m h g ; SEPARATE unmix flagon	flagon : r r ; flagon : p p ; flagon : h h ; decanter : c c ; urn : h m h g ;
jar : c v v ; flagon : g a g ; beaker : p p ; flask : p o m ; SEPARATE unmix jar	jar : c ; jar : v v ; flagon : g a g ; beaker : p p ; flask : p o m ;
flagon : v e v ; flask : b b ; SEPARATE unmix flask	flagon : v e v ; flask : b b ;
jug : h r f r ; flask : o v ; pitcher : f ; beaker : r o ; SEPARATE unmix beaker	jug : h r f r ; flask : o v ; pitcher : f ; beaker : r ; beaker : o ;
thermos : m a ; thermos : e ; vessel : c e e ; jar : r r a ; SEPARATE unmix vessel	thermos : m a ; thermos : e ; vessel : c ; vessel : e e ; jar : r r a ;
beaker : c c d d ; thermos : d ; mug : d c c ; vessel : m g m ; SEPARATE unmix thermos	beaker : c c d d ; thermos : d ; mug : d c c ; vessel : m g m ;
mug : d ; flagon : o h ; thermos : p a ; thermos : r r ; SEPARATE unmix mug	mug : d ; flagon : o h ; thermos : p a ; thermos : r r ;
cup : g a c c ; jar : y y ; SEPARATE unmix jar	cup : g a c c ; jar : y y ;
decanter : y y ; flagon : f f ; SEPARATE unmix flagon	decanter : y y ; flagon : f f ;
flask : b a c b ; urn : g p g ; flagon : g g ; vessel : e a e ; SEPARATE unmix vessel	flask : b a c b ; urn : g p g ; flagon : g g ; vessel : e e ; vessel : a ;
urn : e ; glass : e e f ; bottle : m m g ; SEPARATE unmix glass	urn : e ; glass : e e ; glass : f ; bottle : m m g ;
bottle : e ; decanter : p p ; canister : g b b ; pitcher : c e e ; SEPARATE unmix bottle	bottle : e ; decanter : p p ; canister : g b b ; pitcher : c e e ;
glass : f p v f ; jar : f v r r v ; SEPARATE unmix jar	glass : f p v f ; jar : f ; jar : v v ; jar : r r ;
decanter : o c o ; jug : d d ; mug : v ; bottle : p d p o o ; SEPARATE unmix mug	decanter : o c o ; jug : d d ; mug : v ; bottle : p d p o o ;
cup : o f o ; mug : b ; pitcher : m f ; thermos : d h d v ; SEPARATE unmix mug	cup : o f o ; mug : b ; pitcher : m f ; thermos : d h d v ;
bottle : h h ; pitcher : c h a c a ; jar : a r r y y ; SEPARATE unmix jar	bottle : h h ; pitcher : c h a c a ; jar : a ; jar : r r ; jar : y y ;
urn : v o g g v ; glass : v ; flagon : r g g ; vessel : f f o a ; SEPARATE unmix glass	urn : v o g g v ; glass : v ; flagon : r g g ; vessel : f f o a ;
vessel : m ; flask : v m v c m ; SEPARATE unmix flask	vessel : m ; flask : v v ; flask : m m ; flask : c ;
decanter : m m v ; mug : m ; pitcher : p p e c ; beaker : m m ; SEPARATE unmix beaker	decanter : m m v ; mug : m ; pitcher : p p e c ; beaker : m m ;
jug : f d d g ; glass : d ; jar : v o ; SEPARATE unmix jar	jug : f d d g ; glass : d ; jar : v ; jar : o ;
urn : b y y ; urn : d d a a o o ; flagon : e e c c ; decanter : v o ; SEPARATE unmix decanter	urn : b y y ; urn : d d a a o o ; flagon : e e c c ; decanter : v ; decanter : o ;
pitcher : a a ; flagon : v e ; SEPARATE unmix flagon	pitcher : a a ; flagon : v ; flagon : e ;
thermos : r m m r ; bottle : d ; jug : y y c c ; SEPARATE unmix bottle	thermos : r m m r ; bottle : d ; jug : y y c c ;
urn : c ; urn : c b ; SEPARATE unmix first urn	urn : c ; urn : c b ;
flask : h h r ; canister : c d d a ; canister : c c p f ; decanter : o o c ; SEPARATE unmix last canister	flask : h h r ; canister : c d d a ; canister : c c ; canister : p ; canister : f ; decanter : o o c ;
decanter : d ; pitcher : m a m a ; canister : g ; SEPARATE unmix decanter	decanter : d ; pitcher : m a m a ; canister : g ;
canister : f p ; mug : g a g a p ; bottle : h m h m p ; SEPARATE unmix mug	canister : f p ; mug : g g ; mug : a a ; mug : p ; bottle : h m h m p ;
thermos : m r ; jar : c c ; SEPARATE unmix jar	thermos : m r ; jar : c c ;
beaker : g o ; jug : h ; flask : b ; cup : b r o b ; SEPARATE unmix cup	beaker : g o ; jug : h ; flask : b ; cup : b b ; cup : r ; cup : o ;
glass : r ; jug : b h h y ; decanter : v y v y ; SEPARATE unmix jug	glass : r ; jug : b ; jug : h h ; jug : y ; decanter : v y v y ;
mug : y ; decanter : f m f g m ; thermos : o o y ; SEPARATE unmix mug	mug : y ; decanter : f m f g m ; thermos : o o y ;
flask : c y ; urn : g f o ; SEPARATE unmix urn	flask : c y ; urn : g ; urn : f ; urn : o ;
burette : b b g g m m ; beaker : y y f ; SEPARATE unmix beaker	burette : b b g g m m ; beaker : y y ; beaker : f ;
vessel : v ; glass : v c c e e v ; flagon : d p ; SEPARATE unmix vessel	vessel : v ; glass : v c c e e v ; flagon : d p ;
pitcher : g ; jug : y y c ; pitcher : d f m d ; vessel : p f m p m f ; SEPARATE unmix first pitcher	pitcher : g ; jug : y y c ; pitcher : d f m d ; vessel : p f m p m f ;
canister : g y g b y b ; mug : c b ; SEPARATE unmix mug	canister : g y g b y b ; mug : c ; mug : b ;
flagon : c ; glass : b b ; glass : p d p d v ; mug : m m ; SEPARATE unmix last glass	flagon : c ; glass : b b ; glass : p p ; glass : d d ; glass : v ; mug : m m ;
thermos : b b d ; flask : c e o c o ; SEPARATE unmix thermos	thermos : b b ; thermos : d ; flask : c e o c o ;
thermos : r r ; flagon : e o e ; urn : d d y y ; jar : m a e ; SEPARATE unmix jar	thermos : r r ; flagon : e o e ; urn : d d y y ; jar : m ; jar : a ; jar : e ;
flagon : a a ; jar : d e ; flask : a a ; jar : y f h y f h ; SEPARATE unmix flask	flagon : a a ; jar : d e ; flask : a a ; jar : y f h y f h ;
beaker : a c v a ; flask : h h y c c ; SEPARATE unmix beaker	beaker : a a ; beaker : c ; beaker : v ; flask : h h y c c ;
flask : g ; glass : a m m b ; beaker : v r r o ; jar : h ; SEPARATE unmix beaker	flask : g ; glass : a m m b ; beaker : v ; beaker : r r ; beaker : o ; jar : h ;
bottle : g ; canister : r b ; SEPARATE unmix canister	bottle : g ; canister : r ; canister : b ;
urn : v v ; pitcher : m o y y o ; flask : h h ; SEPARATE unmix flask	urn : v v ; pitcher : m o y y o ; flask : h h ;
jug : p p ; urn : b b ; thermos : e a a h h ; cup : b b d ; SEPARATE unmix cup	jug : p p ; urn : b b ; thermos : e a a h h ; cup : b b ; cup : d ;
mug : h ; glass : r a ; canister : a m m a ; urn : o r r o ; SEPARATE unmix urn	mug : h ; glass : r a ; canister : a m m a ; urn : o o ; urn : r r ;
burette : b y y r ; thermos : g g ; SEPARATE unmix thermos	burette : b y y r ; thermos : g g ;
cup : r ; bottle : p p ; decanter : d ; SEPARATE unmix bottle	cup : r ; bottle : p p ; decanter : d ;
bottle : f m v f m v ; flagon : p b b ; burette : r a r ; SEPARATE unmix bottle	bottle : f f ; bottle : m m ; bottle : v v ; flagon : p b b ; burette : r a r ;
flask : a e a v ; mug : b p b e e ; flask : h h ; urn : c m m ; SEPARATE unmix mug	flask : a e a v ; mug : b b ; mug : p ; mug : e e ; flask : h h ; urn : c m m ;
flagon : f f ; burette : y d g ; decanter : v a ; urn : o o ; SEPARATE unmix decanter	flagon : f f ; burette : y d g ; decanter : v ; decanter : a ; urn : o o ;
vessel : y f g g ; mug : b b ; SEPARATE unmix mug	vessel : y f g g ; mug : b b ;
pitcher : b ; mug : d d ; SEPARATE unmix pitcher	pitcher : b ; mug : d d ;
beaker : o a a g o g ; flagon : f ; beaker : b c d d ; burette : o d ; SEPARATE unmix flagon	beaker : o a a g o g ; flagon : f ; beaker : b c d d ; burette : o d ;
beaker : a a ; burette : f f ; SEPARATE unmix beaker	beaker : a a ; burette : f f ;
cup : e d d ; bottle : m m ; SEPARATE unmix cup	cup : e ; cup : d d ; bottle : m m ;
burette : f f c ; flask : h a a h o ; glass : v v ; SEPARATE unmix flask	burette : f f c ; flask : h h ; flask : a a ; flask : o ; glass : v v ;
cup : a ; vessel : a h a ; SEPARATE unmix cup	cup : a ; vessel : a h a ;
decanter : c h r c ; urn : f f ; vessel : o d m o m ; SEPARATE unmix vessel	decanter : c h r c ; urn : f f ; vessel : o o ; vessel : d ; vessel : m m ;
burette : p ; beaker : o y y m ; cup : e c m c ; SEPARATE unmix beaker	burette : p ; beaker : o ; beaker : y y ; beaker : m ; cup : e c m c ;
beaker : g v ; flagon : g f e ; canister : f f ; SEPARATE unmix beaker	beaker : g ; beaker : v ; flagon : g f e ; canister : f f ;
jug : m m ; burette : v v ; burette : b r r h h ; SEPARATE unmix jug	jug : m m ; burette : v v ; burette : b r r h h ;
vessel : e e ; vessel : y ; SEPARATE unmix first vessel	vessel : e e ; vessel : y ;
decanter : p v v c ; urn : h b e b e ; SEPARATE unmix urn	decanter : p v v c ; urn : h ; urn : b b ; urn : e e ;
canister : p c r p c ; pitcher : c o d d o ; bottle : d y y r ; glass : v ; SEPARATE unmix pitcher	canister : p c r p c ; pitcher : c ; pitcher : o o ; pitcher : d d ; bottle : d y y r ; glass : v ;
beaker : p g p g ; canister : d c h ; SEPARATE unmix beaker	beaker : p p ; beaker : g g ; canister : d c h ;
vessel : f f b c ; pitcher : g g ; SEPARATE unmix vessel	vessel : f f ; vessel : b ; vessel : c ; pitcher : g g ;
jar : v ; jar : d d f ; burette : m e y e m ; SEPARATE unmix last jar	jar : v ; jar : d d ; jar : f ; burette : m e y e m ;
thermos : p g p ; burette : m m h h ; decanter : e e d ; SEPARATE unmix thermos	thermos : p p ; thermos : g ; burette : m m h h ; decanter : e e d ;
mug : b b h ; thermos : d ; cup : h h r ; SEPARATE unmix mug	mug : b b ; mug : h ; thermos : d ; cup : h h r ;
glass : p b ; pitcher : v v ; canister : p m m p b ; flask : f ; SEPARATE unmix pitcher	glass : p b ; pitcher : v v ; canister : p m m p b ; flask : f ;
canister : g ; canister : p c p y c ; pitcher : e c e d d ; SEPARATE unmix first canister	canister : g ; canister : p c p y c ; pitcher : e c e d d ;
bottle : b d b d ; urn : b b ; SEPARATE unmix urn	bottle : b d b d ; urn : b b ;
vessel : c c v h ; urn : o r c c ; urn : v a c a ; SEPARATE unmix vessel	vessel : c c ; vessel : v ; vessel : h ; urn : o r c c ; urn : v a c a ;
decanter : r a h a ; jug : e e ; pitcher : r a d ; SEPARATE unmix jug	decanter : r a h a ; jug : e e ; pitcher : r a d ;
vessel : d d ; canister : f ; beaker : y y ; SEPARATE unmix beaker	vessel : d d ; canister : f ; beaker : y y ;
flagon : a y y d ; canister : g b g ; mug : a b b ; cup : f ; SEPARATE unmix canister	flagon : a y y d ; canister : g g ; canister : b ; mug : a b b ; cup : f ;
vessel : v e d d e ; beaker : v v ; SEPARATE unmix beaker	vessel : v e d d e ; beaker : v v ;
decanter : c c ; mug : d e d e ; SEPARATE unmix decanter	decanter : c c ; mug : d e d e ;
jug : y ; cup : e ; SEPARATE unmix cup	jug : y ; cup : e ;
glass : b r o r ; jar : d d ; jar : c f f c ; thermos : r r p ; SEPARATE unmix thermos	glass : b r o r ; jar : d d ; jar : c f f c ; thermos : r r ; thermos : p ;
burette : b ; burette : r m ; thermos : d d ; canister : c f ; SEPARATE unmix first burette	burette : b ; burette : r m ; thermos : d d ; canister : c f ;
flagon : b r b ; bottle : p o p ; SEPARATE unmix flagon	flagon : b b ; flagon : r ; bottle : p o p ;
flagon : c ; canister : o y o ; decanter : g y ; pitcher : g g v ; SEPARATE unmix flagon	flagon : c ; canister : o y o ; decanter : g y ; pitcher : g g v ;
decanter : v b b ; glass : c c ; vessel : p y h ; SEPARATE unmix vessel	decanter : v b b ; glass : c c ; vessel : p ; vessel : y ; vessel : h ;
jar : c g g y ; beaker : p p ; pitcher : a ; SEPARATE unmix jar	jar : c ; jar : g g ; jar : y ; beaker : p p ; pitcher : a ;
decanter : p g g ; bottle : a o ; flask : f f e ; canister : e ; SEPARATE unmix flask	decanter : p g g ; bottle : a o ; flask : f f ; flask : e ; canister : e ;
cup : d ; bottle : e o e o ; bottle : o o ; SEPARATE unmix last bottle	cup : d ; bottle : e o e o ; bottle : o o ;
canister : o ; jug : m p p c ; jar : d c p ; pitcher : c v r r ; SEPARATE unmix canister	canister : o ; jug : m p p c ; jar : d c p ; pitcher : c v r r ;
thermos : p y d ; glass : p p o b b ; SEPARATE unmix glass	thermos : p y d ; glass : p p ; glass : o ; glass : b b ;
urn : f f ; cup : m p m ; canister : v v y ; SEPARATE unmix canister	urn : f f ; cup : m p m ; canister : v v ; canister : y ;
