Input	Output
cup : m g ; vessel : o d d ; flask : v v ; jug : a a ; SEPARATE destroy jug	cup : m g ; vessel : o d d ; flask : v v ;
jug : h y h y ; flask : p c p ; SEPARATE destroy jug	flask : p c p ;
vessel : e f m f e ; flask : p ; SEPARATE destroy vessel	flask : p ;
pitcher : g h h g ; canister : p ; SEPARATE destroy canister	pitcher : g h h g ;
glass : v f f v e ; jar : d b b ; SEPARATE destroy glass	jar : d b b ;
bottle : e e p ; pitcher : b f g ; decanter : p v h ; SEPARATE destroy decanter	bottle : e e p ; pitcher : b f g ;
glass : d f f d y ; vessel : f y y ; SEPARATE destroy glass	vessel : f y y ;
canister : p r ; beaker : e b e b ; SEPARATE destroy beaker	canister : p r ;
cup : b b c f ; burette : y o o c ; flagon : c g g e ; SEPARATE destroy burette	cup : b b c f ; flagon : c g g e ;
flask : f d d ; mug : a ; vessel : b g ; SEPARATE destroy mug	flask : f d d ; vessel : b g ;
mug : y ; beaker : d c d ; SEPARATE destroy beaker	mug : y ;
flask : c b b ; glass : e e ; SEPARATE destroy flask	glass : e e ;
glass : y h h ; decanter : p ; vessel : d h d ; SEPARATE destroy decanter	glass : y h h ; vessel : d h d ;
mug : r p ; jug : r g d d ; SEPARATE destroy jug	mug : r p ;
flagon : e e g ; vessel : r r o o h ; SEPARATE destroy flagon	vessel : r r o o h ;
flagon : e a f ; thermos : m ; SEPARATE destroy thermos	flagon : e a f ;
glass : c ; decanter : e r y ; mug : m ; SEPARATE destroy glass	decanter : e r y ; mug : m ;
cup : y ; thermos : e ; thermos : d d ; SEPARATE destroy first thermos	cup : y ; thermos : d d ;
pitcher : f y d y ; thermos : v a v o o ; SEPARATE destroy thermos	pitcher : f y d y ;
vessel : h h f f ; jug : p p o ; thermos : m m b ; SEPARATE destroy jug	vessel : h h f f ; thermos : m m b ;
jug : f y ; burette : v ; SEPARATE destroy burette	jug : f y ;
cup : a f a ; glass : a o a g g ; SEPARATE destroy glass	cup : a f a ;
canister : y y ; glass : y ; canister : a a ; SEPARATE destroy first canister	glass : y ; canister : a a ;
jar : h h ; glass : b b ; mug : d d v ; SEPARATE destroy mug	jar : h h ; glass : b b ;
urn : f f h c ; flask : a a ; SEPARATE destroy urn	flask : a a ;
pitcher : b b p p o ; cup : o ; SEPARATE destroy cup	pitcher : b b p p o ;
cup : g ; decanter : a a ; flask : b b r a r ; SEPARATE destroy decanter	cup : g ; flask : b b r a r ;
canister : f e e f ; jar : h ; mug : d g d g ; SEPARATE destroy jar	canister : f e e f ; mug : d g d g ;
beaker : y m y m ; thermos : p ; flask : b ; SEPARATE destroy thermos	beaker : y m y m ; flask : b ;
thermos : h b ; bottle : m p ; SEPARATE destroy bottle	thermos : h b ;
jug : g g b ; beaker : o o d ; flask : p d p v ; SEPARATE destroy beaker	jug : g g b ; flask : p d p v ;
pitcher : h a ; jug : c c ; SEPARATE destroy pitcher	jug : c c ;
jug : h h e ; flagon : v v r r ; SEPARATE destroy jug	flagon : v v r r ;
mug : e c c ; cup : g ; SEPARATE destroy mug	cup : g ;
glass : y y ; pitcher : c c g ; SEPARATE destroy pitcher	glass : y y ;
flagon : c ; decanter : h ; flask : m ; burette : e ; SEPARATE destroy burette	flagon : c ; decanter : h ; flask : m ;
jar : c ; bottle : f f ; SEPARATE destroy jar	bottle : f f ;
thermos : d f g d g f ; mug : p a ; mug : b a a ; SEPARATE destroy first mug	thermos : d f g d g f ; mug : b a a ;
jar : b ; vessel : a v v ; decanter : d ; SEPARATE destroy jar	vessel : a v v ; decanter : d ;
vessel : y ; beaker : r r a ; glass : h h ; SEPARATE destroy glass	vessel : y ; beaker : r r a ;
decanter : d g g r d r ; jar : y ; canister : g ; SEPARATE destroy decanter	jar : y ; canister : g ;
bottle : v v ; burette : o g m ; SEPARATE destroy burette	bottle : v v ;
flagon : e a ; flask : m m p ; flask : c p e e ; SEPARATE destroy last flask	flagon : e a ; flask : m m p ;
thermos : r r d ; flagon : g g r r ; SEPARATE destroy thermos	flagon : g g r r ;
urn : c f o c ; glass : y p f ; SEPARATE destroy glass	urn : c f o c ;
vessel : o ; urn : o o ; SEPARATE destroy urn	vessel : o ;
thermos : c a f c a ; bottle : a ; mug : r o o ; SEPARATE destroy mug	thermos : c a f c a ; bottle : a ;
urn : e ; jug : b b ; flagon : f v ; SEPARATE destroy jug	urn : e ; flagon : f v ;
burette : v ; pitcher : m m a ; SEPARATE destroy pitcher	burette : v ;
bottle : m h m ; pitcher : o m p o ; SEPARATE destroy pitcher	bottle : m h m ;
decanter : c ; decanter : a c ; SEPARATE destroy last decanter	decanter : c ;
cup : a d a d ; flask : c c v ; mug : h y y h ; SEPARATE destroy mug	cup : a d a d ; flask : c c v ;
burette : o p p ; burette : f r r ; SEPARATE destroy second burette	burette : o p p ;
decanter : h v h y v ; glass : g d v ; SEPARATE destroy glass	decanter : h v h y v ;
bottle : b y b y ; urn : y h h y ; SEPARATE destroy urn	bottle : b y b y ;
pitcher : r a a ; canister : c c r ; decanter : p p ; jug : h ; SEPARATE destroy jug	pitcher : r a a ; canister : c c r ; decanter : p p ;
burette : o d o b ; jug : g g ; mug : g ; burette : y ; SEPARATE destroy mug	burette : o d o b ; jug : g g ; burette : y ;
flagon : c c h o ; burette : d g g d ; SEPARATE destroy burette	flagon : c c h o ;
burette : h h ; jar : y g g o ; flask : g g ; SEPARATE destroy flask	burette : h h ; jar : y g g o ;
vessel : e r c c ; cup : m e m g e ; SEPARATE destroy vessel	cup : m e m g e ;
burette : f c ; thermos : v r v r ; SEPARATE destroy burette	thermos : v r v r ;
glass : p p ; cup : a a ; vessel : g ; SEPARATE destroy cup	glass : p p ; vessel : g ;
cup : g g h ; cup : m o m ; jar : c ; SEPARATE destroy last cup	cup : g g h ; jar : c ;
beaker : e o o e f ; vessel : y y ; urn : v ; SEPARATE destroy urn	beaker : e o o e f ; vessel : y y ;
canister : o g g o f ; burette : v d h v ; SEPARATE destroy burette	canister : o g g o f ;
decanter : f v ; pitcher : f c o f ; SEPARATE destroy pitcher	decanter : f v ;
pitcher : a h a h ; glass : c y c ; urn : b ; SEPARATE destroy glass	pitcher : a h a h ; urn : b ;
beaker : y f ; jar : r e e a ; SEPARATE destroy jar	beaker : y f ;
flagon : p r g g p ; beaker : y y p p ; bottle : f f ; SEPARATE destroy flagon	beaker : y y p p ; bottle : f f ;
burette : f ; mug : m o a o a m ; SEPARATE destroy burette	mug : m o a o a m ;
glass : p g p g e ; glass : f y f ; SEPARATE destroy first glass	glass : f y f ;
pitcher : y o r r o ; beaker : p p ; SEPARATE destroy beaker	pitcher : y o r r o ;
flagon : d ; decanter : v p ; SEPARATE destroy decanter	flagon : d ;
cup : o ; canister : c c ; SEPARATE destroy canister	cup : o ;
beaker : y b b y ; burette : v p o ; SEPARATE destroy burette	beaker : y b b y ;
thermos : b b ; decanter : m m ; SEPARATE destroy thermos	decanter : m m ;
vessel : c c ; decanter : o ; flagon : v ; SEPARATE destroy flagon	vessel : c c ; decanter : o ;
jug : g p g o p ; canister : d d ; flagon : d m m d ; SEPARATE destroy flagon	jug : g p g o p ; canister : d d ;
beaker : d d h v h ; jug : g y m m ; SEPARATE destroy jug	beaker : d d h v h ;
canister : a m h ; cup : f f y y ; SEPARATE destroy canister	cup : f f y y ;
canister : d d f p ; pitcher : c c ; SEPARATE destroy pitcher	canister : d d f p ;
vessel : b b y y ; flagon : r g g f r ; canister : h p p ; SEPARATE destroy flagon	vessel : b b y y ; canister : h p p ;
decanter : y y ; canister : v d v ; vessel : e e d ; SEPARATE destroy canister	decanter : y y ; vessel : e e d ;
mug : c y a a ; glass : y p ; SEPARATE destroy glass	mug : c y a a ;
mug : f f d ; urn : a ; canister : e ; SEPARATE destroy canister	mug : f f d ; urn : a ;
urn : m m y y ; beaker : o b g b ; SEPARATE destroy beaker	urn : m m y y ;
jar : v y ; cup : c c ; mug : v ; SEPARATE destroy jar	cup : c c ; mug : v ;
decanter : p d d p o ; jar : e d d c ; SEPARATE destroy decanter	jar : e d d c ;
canister : d ; jug : r ; burette : o d m m o ; SEPARATE destroy canister	jug : r ; burette : o d m m o ;
jug : c c ; urn : b ; thermos : y y ; cup : g r g ; SEPARATE destroy cup	jug : c c ; urn : b ; thermos : y y ;
jar : d ; flagon : v c o c v ; vessel : g h ; SEPARATE destroy vessel	jar : d ; flagon : v c o c v ;
canister : r ; decanter : v v ; thermos : p p ; burette : p ; SEPARATE destroy thermos	canister : r ; decanter : v v ; burette : p ;
mug : c ; thermos : b ; bottle : h ; SEPARATE destroy thermos	mug : c ; bottle : h ;
decanter : r r c c ; cup : o p o p ; decanter : c d d ; SEPARATE destroy first decanter	cup : o p o p ; decanter : c d d ;
bottle : y ; mug : c c y a y ; SEPARATE destroy mug	bottle : y ;
canister : c c ; jug : e e ; SEPARATE destroy canister	jug : e e ;
jug : e y ; pitcher : a ; vessel : a a ; mug : p ; SEPARATE destroy mug	jug : e y ; pitcher : a ; vessel : a a ;
burette : p ; beaker : v v f f ; flagon : o o ; SEPARATE destroy burette	beaker : v v f f ; flagon : o o ;
flask : o p c p o c ; jar : c m f m ; SEPARATE destroy jar	flask : o p c p o c ;
jar : e e ; bottle : c e f e c ; jar : b b d f ; SEPARATE destroy last jar	jar : e e ; bottle : c e f e c ;
flask : p p d d ; beaker : p f ; SEPARATE destroy flask	beaker : p f ;
mug : y y ; cup : v ; decanter : e e ; pitcher : e y f ; SEPARATE destroy cup	mug : y y ; decanter : e e ; pitcher : e y f ;
vessel : r g g ; burette : e h v ; burette : f f ; SEPARATE destroy last burette	vessel : r g g ; burette : e h v ;
beaker : p p a a m m ; burette : c c ; SEPARATE destroy burette	beaker : p p a a m m ;
vessel : y h ; jar : b c c p p ; SEPARATE destroy jar	vessel : y h ;
bottle : r b e ; flask : c d g ; SEPARATE destroy flask	bottle : r b e ;
flagon : b e ; urn : e v v g g ; thermos : e e r r ; SEPARATE destroy thermos	flagon : b e ; urn : e v v g g ;
urn : h ; bottle : m e e m ; pitcher : f p ; bottle : p r ; SEPARATE destroy urn	bottle : m e e m ; pitcher : f p ; bottle : p r ;
jug : v v ; burette : o o ; pitcher : v g ; beaker : v ; SEPARATE destroy beaker	jug : v v ; burette : o o ; pitcher : v g ;
cup : y ; glass : g c e c ; SEPARATE destroy cup	glass : g c e c ;
vessel : f o f o ; urn : p ; SEPARATE destroy vessel	urn : p ;
burette : e f ; cup : o ; urn : v v g ; SEPARATE destroy urn	burette : e f ; cup : o ;
urn : v h g ; jug : y y ; thermos : a c m a ; SEPARATE destroy urn	jug : y y ; thermos : a c m a ;
decanter : v a a b b ; mug : g a ; thermos : y o o ; SEPARATE destroy decanter	mug : g a ; thermos : y o o ;
urn : v ; beaker : p e ; SEPARATE destroy urn	beaker : p e ;
jar : a f c c f ; vessel : m m ; flask : v m ; SEPARATE destroy flask	jar : a f c c f ; vessel : m m ;
flask : h h y y ; jar : v r ; SEPARATE destroy flask	jar : v r ;
decanter : f c f ; bottle : e c m e c ; SEPARATE destroy decanter	bottle : e c m e c ;
pitcher : a a ; mug : m m ; pitcher : g h ; SEPARATE destroy last pitcher	pitcher : a a ; mug : m m ;
decanter : v b d d ; jar : b f b ; SEPARATE destroy jar	decanter : v b d d ;
burette : v ; mug : g g o o ; SEPARATE destroy mug	burette : v ;
glass : p m o p ; mug : e a f a f ; SEPARATE destroy mug	glass : p m o p ;
flask : p y h h p ; flask : d o ; SEPARATE destroy first flask	flask : d o ;
jug : a a ; urn : a o ; SEPARATE destroy urn	jug : a a ;
flagon : d h ; mug : a e a e h ; SEPARATE destroy mug	flagon : d h ;
jug : h ; cup : c v v p p ; SEPARATE destroy cup	jug : h ;
jug : o g e o ; flask : r ; thermos : d v c v ; SEPARATE destroy flask	jug : o g e o ; thermos : d v c v ;
glass : e ; flask : b f b y ; pitcher : v ; SEPARATE destroy flask	glass : e ; pitcher : v ;
bottle : a c p p ; flask : e v e p p ; jar : c c ; SEPARATE destroy bottle	flask : e v e p p ; jar : c c ;
vessel : o o ; decanter : v r r f v ; vessel : p p ; SEPARATE destroy second vessel	vessel : o o ; decanter : v r r f v ;
bottle : a v c c a ; pitcher : o o ; jug : m c ; SEPARATE destroy bottle	pitcher : o o ; jug : m c ;
burette : b ; jug : a p g a ; SEPARATE destroy burette	jug : a p g a ;
urn : o o ; jar : c y y ; SEPARATE destroy jar	urn : o o ;
mug : h e a h a ; urn : e c e ; bottle : y ; SEPARATE destroy urn	mug : h e a h a ; bottle : y ;
flask : y h y ; mug : e ; SEPARATE destroy flask	mug : e ;
pitcher : b ; cup : b p m p ; flagon : m g g ; SEPARATE destroy flagon	pitcher : b ; cup : b p m p ;
jug : b m b ; pitcher : p p h ; SEPARATE destroy jug	pitcher : p p h ;
burette : e f p ; cup : e r r d ; SEPARATE destroy cup	burette : e f p ;
bottle : m ; canister : b a b a ; SEPARATE destroy bottle	canister : b a b a ;
pitcher : y y ; vessel : y d y o o ; SEPARATE destroy pitcher	vessel : y d y o o ;
beaker : d a a ; vessel : b v d ; SEPARATE destroy vessel	beaker : d a a ;
flagon : h h ; vessel : v o v b ; SEPARATE destroy flagon	vessel : v o v b ;
jar : a r a m r m ; jug : e ; SEPARATE destroy jar	jug : e ;
bottle : y y d p d ; thermos : v ; jar : m m c c ; SEPARATE destroy thermos	bottle : y y d p d ; jar : m m c c ;
bottle : b e y e ; decanter : f f ; burette : o r o ; SEPARATE destroy bottle	decanter : f f ; burette : o r o ;
vessel : f ; bottle : r e ; SEPARATE destroy vessel	bottle : r e ;
mug : h ; urn : d ; canister : h h ; SEPARATE destroy mug	urn : d ; canister : h h ;
bottle : b b ; canister : o d ; beaker : d d a e a ; SEPARATE destroy bottle	canister : o d ; beaker : d d a e a ;
decanter : v ; vessel : a e h e a ; canister : p ; SEPARATE destroy decanter	vessel : a e h e a ; canister : p ;
pitcher : d g d r g ; cup : h o h ; SEPARATE destroy cup	pitcher : d g d r g ;
urn : v ; decanter : y v ; SEPARATE destroy urn	decanter : y v ;
flagon : f f v ; decanter : b e e m ; SEPARATE destroy flagon	decanter : b e e m ;
beaker : c a a c ; flagon : m m ; SEPARATE destroy flagon	beaker : c a a c ;
flagon : d v f d ; mug : o m ; SEPARATE destroy mug	flagon : d v f d ;
canister : e ; glass : a o y ; urn : g ; SEPARATE destroy urn	canister : e ; glass : a o y ;
vessel : h ; vessel : g g v v ; SEPARATE destroy second vessel	vessel : h ;
glass : o o ; bottle : y m m ; SEPARATE destroy glass	bottle : y m m ;
burette : a r ; mug : d c d ; urn : y ; vessel : h ; SEPARATE destroy mug	burette : a r ; urn : y ; vessel : h ;
burette : v y v ; cup : h b b h ; SEPARATE destroy cup	burette : v y v ;
urn : f f ; jug : e h e h ; SEPARATE destroy urn	jug : e h e h ;
flagon : r o r ; jar : d ; flask : e r a e a ; SEPARATE destroy flask	flagon : r o r ; jar : d ;
canister : a d d f ; flagon : v v c c ; SEPARATE destroy canister	flagon : v v c c ;
beaker : f ; cup : b v g ; SEPARATE destroy cup	beaker : f ;
cup : y y e e ; mug : p v ; SEPARATE destroy mug	cup : y y e e ;
flagon : g e g e b ; jug : b c m b m c ; SEPARATE destroy flagon	jug : b c m b m c ;
canister : r ; flagon : b p ; SEPARATE destroy canister	flagon : b p ;
pitcher : a ; urn : b ; SEPARATE destroy pitcher	urn : b ;
flagon : a ; jug : v ; SEPARATE destroy flagon	jug : v ;
glass : d d v m v m ; jar : v ; SEPARATE destroy jar	glass : d d v m v m ;
burette : f f ; jug : d ; burette : r r ; urn : a a ; SEPARATE destroy jug	burette : f f ; burette : r r ; urn : a a ;
mug : y o c y o ; thermos : y d y d b ; jug : r ; SEPARATE destroy jug	mug : y o c y o ; thermos : y d y d b ;
canister : v v ; urn : m m ; SEPARATE destroy urn	canister : v v ;
glass : b p e e ; urn : a a e ; SEPARATE destroy glass	urn : a a e ;
thermos : o f c f o ; bottle : h c h c ; SEPARATE destroy bottle	thermos : o f c f o ;
canister : p p f ; jar : b ; SEPARATE destroy jar	canister : p p f ;
jar : a ; bottle : o o ; decanter : p e p e ; SEPARATE destroy bottle	jar : a ; decanter : p e p e ;
pitcher : g ; cup : b c b p p c ; SEPARATE destroy pitcher	cup : b c b p p c ;
burette : d p r ; jug : m y e m ; canister : b c b ; SEPARATE destroy burette	jug : m y e m ; canister : b c b ;
bottle : a a ; flagon : o h d o d ; SEPARATE destroy bottle	flagon : o h d o d ;
flask : f ; burette : g ; SEPARATE destroy burette	flask : f ;
urn : r b r ; bottle : g g ; pitcher : h a a ; flagon : d ; SEPARATE destroy bottle	urn : r b r ; pitcher : h a a ; flagon : d ;
flagon : o o a ; jar : y y o h ; SEPARATE destroy jar	flagon : o o a ;
vessel : r r b p b p ; pitcher : m m a p ; SEPARATE destroy vessel	pitcher : m m a p ;
thermos : b o ; vessel : o a ; mug : c f y y ; SEPARATE destroy vessel	thermos : b o ; mug : c f y y ;
jar : y b y ; burette : c p h ; SEPARATE destroy burette	jar : y b y ;
jar : p g b ; urn : f h ; decanter : g ; SEPARATE destroy urn	jar : p g b ; decanter : g ;
jar : p b b p ; jar : f ; cup : y r o ; SEPARATE destroy first jar	jar : f ; cup : y r o ;
urn : g ; pitcher : d ; beaker : o ; SEPARATE destroy urn	pitcher : d ; beaker : o ;
flask : m ; mug : o ; jar : f e f m e ; urn : p p ; SEPARATE destroy mug	flask : m ; jar : f e f m e ; urn : p p ;
glass : v a p ; flagon : r r f ; SEPARATE destroy glass	flagon : r r f ;
canister : v p v r p ; flask : e e y y ; SEPARATE destroy canister	flask : e e y y ;
thermos : h p p ; decanter : f f ; pitcher : f d d f ; SEPARATE destroy decanter	thermos : h p p ; pitcher : f d d f ;
flask : r r p h ; jug : p p c ; SEPARATE destroy jug	flask : r r p h ;
canister : f f ; canister : d d ; SEPARATE destroy last canister	canister : f f ;
flask : o ; jar : c r g r ; SEPARATE destroy flask	jar : c r g r ;
cup : f f ; vessel : e e ; SEPARATE destroy vessel	cup : f f ;
urn : m m b b ; thermos : g c ; SEPARATE destroy urn	thermos : g c ;
flagon : b b f p ; canister : r r ; SEPARATE destroy canister	flagon : b b f p ;
flagon : m m ; beaker : o o c c ; pitcher : d ; bottle : c ; SEPARATE destroy flagon	beaker : o o c c ; pitcher : d ; bottle : c ;
mug : e h e ; mug : a ; jug : g v ; SEPARATE destroy last mug	mug : e h e ; jug : g v ;
jar : a d h d ; canister : y a ; flagon : a b a ; SEPARATE destroy flagon	jar : a d h d ; canister : y a ;
bottle : p f p f ; burette : a v a ; SEPARATE destroy burette	bottle : p f p f ;
jar : m v m ; mug : y a b b a ; flask : a o ; SEPARATE destroy jar	mug : y a b b a ; flask : a o ;
decanter : g f e g ; decanter : c ; SEPARATE destroy first decanter	decanter : c ;
jug : c f c f g ; burette : y y p b b ; SEPARATE destroy jug	burette : y y p b b ;
flask : y a a y ; canister : m m e ; SEPARATE destroy flask	canister : m m e ;
decanter : d e d p ; mug : r m ; decanter : o y o ; SEPARATE destroy first decanter	mug : r m ; decanter : o y o ;
decanter : e d p e ; flagon : m m ; mug : m f v f v ; SEPARATE destroy flagon	decanter : e d p e ; mug : m f v f v ;
pitcher : d d ; bottle : v g ; canister : p p ; SEPARATE destroy canister	pitcher : d d ; bottle : v g ;
decanter : c c ; cup : p ; vessel : f f p ; SEPARATE destroy decanter	cup : p ; vessel : f f p ;
beaker : g f p ; bottle : g g r b b ; SEPARATE destroy beaker	bottle : g g r b b ;
jug : b e b ; mug : h h ; mug : r ; SEPARATE destroy second mug	jug : b e b ; mug : h h ;
cup : d ; bottle : b r y ; SEPARATE destroy cup	bottle : b r y ;
flask : c ; mug : r h h p ; bottle : e f v f v e ; SEPARATE destroy bottle	flask : c ; mug : r h h p ;
burette : m m ; decanter : d r r c ; SEPARATE destroy decanter	burette : m m ;
jar : f o m m ; thermos : e r ; SEPARATE destroy jar	thermos : e r ;
urn : y h y ; bottle : g a a ; SEPARATE destroy urn	bottle : g a a ;
glass : c ; jar : r r ; SEPARATE destroy jar	glass : c ;
beaker : h m h ; cup : g ; SEPARATE destroy beaker	cup : g ;
flask : p f f ; vessel : e r e v r ; SEPARATE destroy flask	vessel : e r e v r ;
mug : c h ; bottle : e e ; flagon : h c c h ; SEPARATE destroy bottle	mug : c h ; flagon : h c c h ;
burette : g d d a ; bottle : a h h p ; SEPARATE destroy burette	bottle : a h h p ;
bottle : r m r ; vessel : g g c c ; jug : g ; SEPARATE destroy bottle	vessel : g g c c ; jug : g ;
glass : g ; jug : c b b r r ; burette : c ; SEPARATE destroy burette	glass : g ; jug : c b b r r ;
urn : d o e d o ; pitcher : g b g ; cup : h ; SEPARATE destroy pitcher	urn : d o e d o ; cup : h ;
jar : y c c y ; pitcher : a a ; SEPARATE destroy jar	pitcher : a a ;
decanter : p ; cup : p ; beaker : m ; SEPARATE destroy decanter	cup : p ; beaker : m ;
decanter : f f ; vessel : g d ; bottle : b p b ; SEPARATE destroy decanter	vessel : g d ; bottle : b p b ;
thermos : c o ; pitcher : h h ; SEPARATE destroy pitcher	thermos : c o ;
urn : c ; mug : o m ; pitcher : d ; SEPARATE destroy mug	urn : c ; pitcher : d ;
mug : f f ; urn : r b g r b g ; SEPARATE destroy mug	urn : r b g r b g ;
urn : g ; jug : h o g g ; SEPARATE destroy jug	urn : g ;
flagon : g h v ; canister : b e g e ; jar : b m m b ; SEPARATE destroy canister	flagon : g h v ; jar : b m m b ;
flask : r g g ; mug : g p c p ; thermos : o m ; SEPARATE destroy thermos	flask : r g g ; mug : g p c p ;
jar : r h r ; beaker : a c a ; SEPARATE destroy beaker	jar : r h r ;
glass : e b f e f ; jar : y y ; SEPARATE destroy glass	jar : y y ;
vessel : b b ; flagon : p p o m o m ; pitcher : g e ; SEPARATE destroy flagon	vessel : b b ; pitcher : g e ;
bottle : y v ; urn : y o y o ; pitcher : r p ; SEPARATE destroy pitcher	bottle : y v ; urn : y o y o ;
jar : r r ; vessel : y r r d y d ; cup : o b ; SEPARATE destroy cup	jar : r r ; vessel : y r r d y d ;
decanter : e e ; flagon : r p ; bottle : e r r e p ; SEPARATE destroy decanter	flagon : r p ; bottle : e r r e p ;
mug : h m y ; flask : p p g ; SEPARATE destroy mug	flask : p p g ;
beaker : r r ; jar : f d v d ; SEPARATE destroy jar	beaker : r r ;
jar : b ; thermos : g ; flagon : r o o r a ; SEPARATE destroy flagon	jar : b ; thermos : g ;
bottle : h a h a ; burette : p g ; SEPARATE destroy bottle	burette : p g ;
glass : g y y ; thermos : m ; SEPARATE destroy glass	thermos : m ;
flask : b g b ; flask : f o ; SEPARATE destroy first flask	flask : f o ;
jar : y g a y ; jar : c c ; SEPARATE destroy second jar	jar : y g a y ;
beaker : r d d r p p ; bottle : p p ; jar : e e m a ; SEPARATE destroy beaker	bottle : p p ; jar : e e m a ;
thermos : h a h a ; thermos : h h a e ; cup : r ; SEPARATE destroy last thermos	thermos : h a h a ; cup : r ;
bottle : e v c c ; decanter : g v o o g ; vessel : h h o ; SEPARATE destroy vessel	bottle : e v c c ; decanter : g v o o g ;
thermos : g ; burette : c c ; urn : v ; flask : m m c c ; SEPARATE destroy burette	thermos : g ; urn : v ; flask : m m c c ;
thermos : y ; glass : m v d v d ; mug : g f f g ; SEPARATE destroy thermos	glass : m v d v d ; mug : g f f g ;
pitcher : f d d f ; burette : y m v v ; vessel : e c c ; SEPARATE destroy pitcher	burette : y m v v ; vessel : e c c ;
vessel : c o o ; jug : r r ; SEPARATE destroy vessel	jug : r r ;
jar : r b b m ; decanter : h o o ; burette : p h p ; SEPARATE destroy decanter	jar : r b b m ; burette : p h p ;
cup : o ; flagon : d d c c ; cup : m a m a ; SEPARATE destroy first cup	flagon : d d c c ; cup : m a m a ;
beaker : m p m b ; jug : d e e f ; SEPARATE destroy jug	beaker : m p m b ;
jar : o b d d o ; urn : r b p r ; burette : a p p ; SEPARATE destroy burette	jar : o b d d o ; urn : r b p r ;
jar : o f a a ; burette : b p b ; bottle : e e ; pitcher : g ; SEPARATE destroy jar	burette : b p b ; bottle : e e ; pitcher : g ;
flagon : v ; vessel : m f m ; SEPARATE destroy flagon	vessel : m f m ;
cup : d d p g p ; beaker : m m ; burette : r r g ; SEPARATE destroy cup	beaker : m m ; burette : r r g ;
canister : a r a r ; mug : c b b c p ; SEPARATE destroy mug	canister : a r a r ;
thermos : f y y a ; burette : g g ; flagon : v f d v ; SEPARATE destroy thermos	burette : g g ; flagon : v f d v ;
thermos : h y h ; burette : a ; SEPARATE destroy thermos	burette : a ;
urn : d b ; cup : m o ; cup : e ; vessel : p f d ; SEPARATE destroy urn	cup : m o ; cup : e ; vessel : p f d ;
vessel : p f ; cup : a a ; SEPARATE destroy vessel	cup : a a ;
decanter : h h a ; vessel : m ; urn : b a ; SEPARATE destroy urn	decanter : h h a ; vessel : m ;
jar : h p p ; beaker : r ; SEPARATE destroy jar	beaker : r ;
jar : r o b r b ; burette : a y y r a ; SEPARATE destroy burette	jar : r o b r b ;
decanter : p p ; flagon : h d ; jug : f e a ; SEPARATE destroy flagon	decanter : p p ; jug : f e a ;
cup : y r r e ; mug : y b y ; SEPARATE destroy mug	cup : y r r e ;
jar : h h g g e ; jug : h m h ; jar : v ; SEPARATE destroy second jar	jar : h h g g e ; jug : h m h ;
cup : m a a ; pitcher : v a a e ; SEPARATE destroy cup	pitcher : v a a e ;
canister : r g y ; urn : y r v v ; flask : p d d ; SEPARATE destroy urn	canister : r g y ; flask : p d d ;
bottle : y c r y ; pitcher : o ; SEPARATE destroy pitcher	bottle : y c r y ;
flagon : m ; jar : v ; SEPARATE destroy flagon	jar : v ;
vessel : h p h ; mug : r f ; SEPARATE destroy vessel	mug : r f ;
vessel : h d d h b ; pitcher : b a a ; pitcher : b o o ; SEPARATE destroy first pitcher	vessel : h d d h b ; pitcher : b o o ;
bottle : v p ; jug : a ; SEPARATE destroy jug	bottle : v p ;
burette : p f p ; mug : e ; SEPARATE destroy burette	mug : e ;
urn : y p a y ; burette : g g b b o ; SEPARATE destroy urn	burette : g g b b o ;
bottle : o e f ; urn : c c ; vessel : y ; SEPARATE destroy vessel	bottle : o e f ; urn : c c ;
cup : a a ; urn : d d ; decanter : f c o ; glass : g g ; SEPARATE destroy decanter	cup : a a ; urn : d d ; glass : g g ;
thermos : m m ; canister : r g g e ; burette : e e m ; SEPARATE destroy thermos	canister : r g g e ; burette : e e m ;
beaker : f p m p m ; burette : d f d ; SEPARATE destroy burette	beaker : f p m p m ;
glass : d d g ; canister : p ; SEPARATE destroy glass	canister : p ;
canister : c b b ; urn : m b m ; SEPARATE destroy canister	urn : m b m ;
decanter : h d h f ; pitcher : h c ; SEPARATE destroy pitcher	decanter : h d h f ;
thermos : y y ; flask : g c p c ; urn : o a a o ; SEPARATE destroy urn	thermos : y y ; flask : g c p c ;
thermos : p e o e ; jug : o o ; beaker : d d ; SEPARATE destroy thermos	jug : o o ; beaker : d d ;
canister : r m ; flagon : r b r o ; SEPARATE destroy flagon	canister : r m ;
beaker : m m f f ; mug : b c ; glass : g d m ; SEPARATE destroy mug	beaker : m m f f ; glass : g d m ;
pitcher : a b v ; cup : m g ; SEPARATE destroy cup	pitcher : a b v ;
vessel : d d p p ; urn : p d p c c ; canister : a ; SEPARATE destroy urn	vessel : d d p p ; canister : a ;
thermos : o f ; cup : m m o ; beaker : e ; SEPARATE destroy beaker	thermos : o f ; cup : m m o ;
thermos : o ; glass : c o d ; bottle : g g ; SEPARATE destroy glass	thermos : o ; bottle : g g ;
jug : a ; canister : e y e ; SEPARATE destroy canister	jug : a ;
glass : a p ; urn : d f ; mug : h g ; SEPARATE destroy glass	urn : d f ; mug : h g ;
