Input	Output
canister : f f v y ; decanter : f f b o ; canister : e g b e ; urn : r ; SEPARATE destroy first canister	decanter : f f b o ; canister : e g b e ; urn : r ;
decanter : b a y y a ; mug : e f e f ; thermos : m m ; mug : h h p c ; SEPARATE destroy decanter	mug : e f e f ; thermos : m m ; mug : h h p c ;
canister : g g ; decanter : b b ; glass : e ; decanter : d d ; SEPARATE destroy glass	canister : g g ; decanter : b b ; decanter : d d ;
pitcher : m c y ; vessel : r ; thermos : m c a c a m ; SEPARATE destroy vessel	pitcher : m c y ; thermos : m c a c a m ;
vessel : r ; mug : o ; SEPARATE destroy vessel	mug : o ;
urn : f ; flagon : g y g ; bottle : c p a c ; SEPARATE destroy bottle	urn : f ; flagon : g y g ;
canister : c o f o f c ; thermos : m ; decanter : d y m y m ; vessel : e v ; SEPARATE destroy decanter	canister : c o f o f c ; thermos : m ; vessel : e v ;
pitcher : f c r c ; pitcher : b f r ; beaker : p c p g ; SEPARATE destroy first pitcher	pitcher : b f r ; beaker : p c p g ;
cup : g c c g y y ; thermos : g h g h ; SEPARATE destroy thermos	cup : g c c g y y ;
burette : m m ; decanter : d r r c ; SEPARATE destroy decanter	burette : m m ;
pitcher : o b e e o ; glass : m h m o h ; flagon : o o b ; SEPARATE destroy glass	pitcher : o b e e o ; flagon : o o b ;
jug : c c ; cup : c m m ; SEPARATE destroy cup	jug : c c ;
jar : h ; bottle : m ; glass : g y ; glass : h ; SEPARATE destroy first glass	jar : h ; bottle : m ; glass : h ;
beaker : a a p ; decanter : y p y ; SEPARATE destroy beaker	decanter : y p y ;
canister : c c ; burette : e m g m ; burette : g e ; flask : f f h p ; SEPARATE destroy flask	canister : c c ; burette : e m g m ; burette : g e ;
pitcher : d c c ; beaker : f ; pitcher : p o b o b ; SEPARATE destroy first pitcher	beaker : f ; pitcher : p o b o b ;
pitcher : p g g p ; flagon : v v h h ; canister : p v p f f ; SEPARATE destroy canister	pitcher : p g g p ; flagon : v v h h ;
cup : a ; jar : b p a p b a ; SEPARATE destroy cup	jar : b p a p b a ;
burette : y f f y ; thermos : b ; pitcher : r o o ; bottle : r r d d ; SEPARATE destroy bottle	burette : y f f y ; thermos : b ; pitcher : r o o ;
canister : d c h d c ; flagon : v v ; beaker : c a a ; mug : g g b b ; SEPARATE destroy mug	canister : d c h d c ; flagon : v v ; beaker : c a a ;
flask : p f f ; vessel : e r e v r ; SEPARATE destroy flask	vessel : e r e v r ;
bottle : y o y p o p ; jug : p a p g g ; jug : m r m ; thermos : y ; SEPARATE destroy thermos	bottle : y o y p o p ; jug : p a p g g ; jug : m r m ;
decanter : e y e y ; vessel : y g d y g ; SEPARATE destroy vessel	decanter : e y e y ;
pitcher : r c r c ; bottle : h e h e ; SEPARATE destroy pitcher	bottle : h e h e ;
thermos : h p m ; burette : v v ; glass : d e e d ; beaker : f h f r ; SEPARATE destroy beaker	thermos : h p m ; burette : v v ; glass : d e e d ;
canister : f f ; canister : c c ; SEPARATE destroy first canister	canister : c c ;
decanter : o d d o ; pitcher : e r r e ; burette : r r a ; cup : d d ; SEPARATE destroy cup	decanter : o d d o ; pitcher : e r r e ; burette : r r a ;
bottle : b ; burette : c v v ; glass : a e e ; SEPARATE destroy glass	bottle : b ; burette : c v v ;
glass : y ; jug : p ; SEPARATE destroy jug	glass : y ;
mug : g b g c c ; burette : r r f ; SEPARATE destroy burette	mug : g b g c c ;
mug : a a g ; cup : f c f o o ; cup : o r r m m ; SEPARATE destroy mug	cup : f c f o o ; cup : o r r m m ;
bottle : f o g o ; canister : p p f f ; jug : d v ; SEPARATE destroy canister	bottle : f o g o ; jug : d v ;
cup : a y h h a ; decanter : v a v g a g ; mug : h c h c r r ; jug : f d o ; SEPARATE destroy cup	decanter : v a v g a g ; mug : h c h c r r ; jug : f d o ;
canister : a a ; bottle : a a ; SEPARATE destroy bottle	canister : a a ;
beaker : v v ; vessel : g c ; vessel : d v c v c ; flask : g c c g p p ; SEPARATE destroy second vessel	beaker : v v ; vessel : g c ; flask : g c c g p p ;
pitcher : f f e e ; beaker : r c y r y ; SEPARATE destroy beaker	pitcher : f f e e ;
burette : c h o o c h ; decanter : r p f p f ; pitcher : d r r o ; SEPARATE destroy decanter	burette : c h o o c h ; pitcher : d r r o ;
flask : m m ; bottle : e a ; jar : o g g ; SEPARATE destroy flask	bottle : e a ; jar : o g g ;
burette : p p b b ; beaker : a g a g ; SEPARATE destroy burette	beaker : a g a g ;
jar : c r r ; urn : r r v ; flagon : r ; SEPARATE destroy flagon	jar : c r r ; urn : r r v ;
pitcher : g e f e f ; flask : m ; SEPARATE destroy flask	pitcher : g e f e f ;
flagon : b h h ; bottle : e p e ; flagon : m f f m ; flask : m ; SEPARATE destroy second flagon	flagon : b h h ; bottle : e p e ; flask : m ;
urn : e d ; pitcher : h o h ; cup : f h f m h ; SEPARATE destroy pitcher	urn : e d ; cup : f h f m h ;
jug : g p g o p ; canister : d d ; flagon : d m m d ; SEPARATE destroy flagon	jug : g p g o p ; canister : d d ;
flask : a a ; jar : d a a d ; SEPARATE destroy flask	jar : d a a d ;
pitcher : d d ; bottle : v g ; canister : p p ; SEPARATE destroy canister	pitcher : d d ; bottle : v g ;
jar : e e ; beaker : f v v f d ; urn : p p h ; SEPARATE destroy urn	jar : e e ; beaker : f v v f d ;
beaker : v v ; flask : g y d d g y ; SEPARATE destroy beaker	flask : g y d d g y ;
thermos : y e ; urn : m m f f ; SEPARATE destroy urn	thermos : y e ;
urn : a r g a r g ; bottle : b h h b d ; flagon : a f a f ; SEPARATE destroy bottle	urn : a r g a r g ; flagon : a f a f ;
canister : d y y ; cup : e c e ; SEPARATE destroy cup	canister : d y y ;
jar : p ; flagon : v o ; decanter : e y m e ; mug : d y r ; SEPARATE destroy decanter	jar : p ; flagon : v o ; mug : d y r ;
cup : c e e c ; pitcher : h m m h ; pitcher : o e o ; urn : p p ; SEPARATE destroy urn	cup : c e e c ; pitcher : h m m h ; pitcher : o e o ;
decanter : c d c ; canister : e p e ; cup : o c r ; flask : p f f ; SEPARATE destroy cup	decanter : c d c ; canister : e p e ; flask : p f f ;
cup : g ; decanter : a a ; flask : b b r a r ; SEPARATE destroy decanter	cup : g ; flask : b b r a r ;
thermos : o f c f o ; bottle : h c h c ; SEPARATE destroy bottle	thermos : o f c f o ;
decanter : y d d y o ; glass : y y ; SEPARATE destroy decanter	glass : y y ;
flagon : h ; canister : e f ; glass : g b g h ; bottle : v v ; SEPARATE destroy flagon	canister : e f ; glass : g b g h ; bottle : v v ;
bottle : y e e ; canister : o r b b r ; SEPARATE destroy bottle	canister : o r b b r ;
decanter : e r r ; flask : e g y e ; SEPARATE destroy decanter	flask : e g y e ;
vessel : y f y f o ; canister : y m y a m ; cup : h ; SEPARATE destroy vessel	canister : y m y a m ; cup : h ;
vessel : p e p g ; burette : v b r r ; mug : g y g h h y ; SEPARATE destroy vessel	burette : v b r r ; mug : g y g h h y ;
thermos : v v m ; bottle : r r ; thermos : h h d ; jar : m ; SEPARATE destroy bottle	thermos : v v m ; thermos : h h d ; jar : m ;
glass : b h h b ; flagon : p ; mug : g g ; SEPARATE destroy mug	glass : b h h b ; flagon : p ;
burette : b a r r b ; pitcher : o v a v ; vessel : d d o r ; burette : f r ; SEPARATE destroy first burette	pitcher : o v a v ; vessel : d d o r ; burette : f r ;
cup : c m c b m ; urn : d d m m ; beaker : b o ; canister : d d ; SEPARATE destroy beaker	cup : c m c b m ; urn : d d m m ; canister : d d ;
mug : g h g h ; beaker : h ; SEPARATE destroy beaker	mug : g h g h ;
urn : d c c d ; thermos : c ; SEPARATE destroy thermos	urn : d c c d ;
bottle : a a ; flagon : p d d ; thermos : p r b p ; jar : o r r ; SEPARATE destroy thermos	bottle : a a ; flagon : p d d ; jar : o r r ;
bottle : o b f b ; flagon : b b m ; SEPARATE destroy flagon	bottle : o b f b ;
pitcher : f m f e ; cup : y d ; canister : y y o ; vessel : g g o ; SEPARATE destroy pitcher	cup : y d ; canister : y y o ; vessel : g g o ;
mug : e g e f f ; canister : f f ; glass : m v m ; bottle : m r b m b r ; SEPARATE destroy bottle	mug : e g e f f ; canister : f f ; glass : m v m ;
urn : d d ; jar : c c ; cup : a o o ; mug : d d ; SEPARATE destroy jar	urn : d d ; cup : a o o ; mug : d d ;
flask : o o ; beaker : p p ; SEPARATE destroy beaker	flask : o o ;
cup : g g h ; cup : m o m ; jar : c ; SEPARATE destroy last cup	cup : g g h ; jar : c ;
bottle : o e f ; urn : c c ; vessel : y ; SEPARATE destroy vessel	bottle : o e f ; urn : c c ;
burette : d p ; bottle : c c e e p p ; glass : v v ; SEPARATE destroy burette	bottle : c c e e p p ; glass : v v ;
jar : b d m d m ; flask : d e f f e d ; SEPARATE destroy flask	jar : b d m d m ;
beaker : d h c c d ; canister : m m ; urn : f r r ; burette : h ; SEPARATE destroy canister	beaker : d h c c d ; urn : f r r ; burette : h ;
bottle : h r r f ; jar : f r y ; SEPARATE destroy jar	bottle : h r r f ;
thermos : e e ; urn : b o b ; SEPARATE destroy urn	thermos : e e ;
thermos : p p ; urn : y o ; jar : b ; flask : p v v p ; SEPARATE destroy thermos	urn : y o ; jar : b ; flask : p v v p ;
glass : p p o o ; thermos : p ; jug : o y y o ; mug : a a e c ; SEPARATE destroy thermos	glass : p p o o ; jug : o y y o ; mug : a a e c ;
burette : a h o a ; mug : d e ; SEPARATE destroy burette	mug : d e ;
burette : f ; bottle : r g m r ; decanter : y c y ; jug : b d d ; SEPARATE destroy jug	burette : f ; bottle : r g m r ; decanter : y c y ;
mug : o a e e a o ; jar : r r ; cup : f o o ; SEPARATE destroy cup	mug : o a e e a o ; jar : r r ;
vessel : o f f d ; cup : a d d p ; urn : c r o r ; thermos : c f r f ; SEPARATE destroy cup	vessel : o f f d ; urn : c r o r ; thermos : c f r f ;
jug : h c c ; burette : r ; jar : r c r c ; canister : h v h v ; SEPARATE destroy canister	jug : h c c ; burette : r ; jar : r c r c ;
bottle : o ; flask : m o m b b ; cup : p y p ; cup : h m m ; SEPARATE destroy first cup	bottle : o ; flask : m o m b b ; cup : h m m ;
urn : a d h h ; cup : b h ; SEPARATE destroy urn	cup : b h ;
jug : p y b p y ; decanter : g c c ; flagon : p a ; SEPARATE destroy flagon	jug : p y b p y ; decanter : g c c ;
pitcher : d h h p d ; beaker : y ; glass : o o g g b ; flagon : v g h g h ; SEPARATE destroy beaker	pitcher : d h h p d ; glass : o o g g b ; flagon : v g h g h ;
bottle : e b r r ; mug : d f ; flagon : f a o ; SEPARATE destroy flagon	bottle : e b r r ; mug : d f ;
jar : b f b ; decanter : v p p v e e ; SEPARATE destroy jar	decanter : v p p v e e ;
canister : o a h a ; flagon : p m b ; bottle : y r y ; flagon : d o d o ; SEPARATE destroy canister	flagon : p m b ; bottle : y r y ; flagon : d o d o ;
vessel : d ; flask : p ; SEPARATE destroy flask	vessel : d ;
mug : p p ; bottle : m ; SEPARATE destroy bottle	mug : p p ;
flagon : v v a ; glass : c a a ; decanter : m m ; decanter : m a m a ; SEPARATE destroy last decanter	flagon : v v a ; glass : c a a ; decanter : m m ;
flask : p y h h p ; flask : d o ; SEPARATE destroy first flask	flask : d o ;
burette : b b c ; mug : c r b ; SEPARATE destroy mug	burette : b b c ;
flask : f g g d d ; cup : m y y ; flagon : c b ; flask : e y e d ; SEPARATE destroy first flask	cup : m y y ; flagon : c b ; flask : e y e d ;
glass : y b y ; decanter : c c ; SEPARATE destroy decanter	glass : y b y ;
flask : d d ; decanter : g h b ; cup : r v y r y ; flagon : y d y d ; SEPARATE destroy cup	flask : d d ; decanter : g h b ; flagon : y d y d ;
bottle : v v ; decanter : v d v ; jar : p p b a b a ; mug : v ; SEPARATE destroy jar	bottle : v v ; decanter : v d v ; mug : v ;
pitcher : r d e e r ; mug : a ; flagon : h h ; decanter : b b e m e ; SEPARATE destroy pitcher	mug : a ; flagon : h h ; decanter : b b e m e ;
glass : r r ; pitcher : a r r ; SEPARATE destroy pitcher	glass : r r ;
pitcher : d d o ; flagon : b ; canister : r b r v v ; thermos : e h g e ; SEPARATE destroy thermos	pitcher : d d o ; flagon : b ; canister : r b r v v ;
canister : v f v f ; decanter : o o g b b ; SEPARATE destroy decanter	canister : v f v f ;
canister : g g o d ; thermos : e e m d ; flask : r b v b v ; SEPARATE destroy canister	thermos : e e m d ; flask : r b v b v ;
canister : v f ; flask : r a ; flask : c c g ; beaker : h c h p ; SEPARATE destroy canister	flask : r a ; flask : c c g ; beaker : h c h p ;
pitcher : g o o b ; cup : d m m ; SEPARATE destroy cup	pitcher : g o o b ;
bottle : m b m ; cup : a h ; glass : h r h c ; SEPARATE destroy bottle	cup : a h ; glass : h r h c ;
bottle : r c c ; mug : a c c f ; vessel : d r a a ; urn : h ; SEPARATE destroy mug	bottle : r c c ; vessel : d r a a ; urn : h ;
mug : c c o r o ; burette : h o h ; decanter : p p ; vessel : c m b b c ; SEPARATE destroy mug	burette : h o h ; decanter : p p ; vessel : c m b b c ;
canister : g v f f g ; cup : y e f f e ; jug : p f b ; SEPARATE destroy cup	canister : g v f f g ; jug : p f b ;
cup : p e p d d e ; flagon : b d ; SEPARATE destroy cup	flagon : b d ;
decanter : e d p e ; flagon : m m ; mug : m f v f v ; SEPARATE destroy flagon	decanter : e d p e ; mug : m f v f v ;
jar : e e ; bottle : c e f e c ; jar : b b d f ; SEPARATE destroy last jar	jar : e e ; bottle : c e f e c ;
glass : g b g h ; burette : g a a m ; thermos : b e b g ; flask : y ; SEPARATE destroy glass	burette : g a a m ; thermos : b e b g ; flask : y ;
bottle : g g p a ; mug : a ; vessel : c a a b b c ; flagon : y y p p ; SEPARATE destroy vessel	bottle : g g p a ; mug : a ; flagon : y y p p ;
thermos : d ; beaker : h h e d e ; vessel : o o ; SEPARATE destroy thermos	beaker : h h e d e ; vessel : o o ;
jug : g ; beaker : p m p f f ; bottle : o e y ; SEPARATE destroy beaker	jug : g ; bottle : o e y ;
flagon : f f v v ; flask : b f b f ; SEPARATE destroy flagon	flask : b f b f ;
jug : o y y ; canister : y y ; burette : g ; beaker : m v ; SEPARATE destroy burette	jug : o y y ; canister : y y ; beaker : m v ;
flask : m f a f a ; beaker : y ; thermos : m m ; SEPARATE destroy thermos	flask : m f a f a ; beaker : y ;
mug : f b h h f ; decanter : v ; SEPARATE destroy decanter	mug : f b h h f ;
jar : o f a a ; burette : b p b ; bottle : e e ; pitcher : g ; SEPARATE destroy jar	burette : b p b ; bottle : e e ; pitcher : g ;
cup : y y e e ; mug : p v ; SEPARATE destroy mug	cup : y y e e ;
urn : f y y ; thermos : o o ; beaker : o m o m ; glass : a m ; SEPARATE destroy glass	urn : f y y ; thermos : o o ; beaker : o m o m ;
decanter : p ; decanter : a ; SEPARATE destroy first decanter	decanter : a ;
decanter : d g g r d r ; jar : y ; canister : g ; SEPARATE destroy decanter	jar : y ; canister : g ;
jug : e a ; mug : y b v b v y ; beaker : r v m v m ; glass : p p ; SEPARATE destroy mug	jug : e a ; beaker : r v m v m ; glass : p p ;
canister : y ; cup : b b ; cup : o o m ; canister : d d ; SEPARATE destroy first cup	canister : y ; cup : o o m ; canister : d d ;
flagon : c ; cup : o ; urn : a ; urn : e e ; SEPARATE destroy last urn	flagon : c ; cup : o ; urn : a ;
decanter : f y f y ; vessel : h b y h b ; urn : o o a ; SEPARATE destroy urn	decanter : f y f y ; vessel : h b y h b ;
jar : m ; cup : c r c ; bottle : a r a h ; flagon : h f ; SEPARATE destroy cup	jar : m ; bottle : a r a h ; flagon : h f ;
mug : v g y v ; flagon : a a g d g ; flask : g r g ; pitcher : y y ; SEPARATE destroy mug	flagon : a a g d g ; flask : g r g ; pitcher : y y ;
flask : a o o a ; vessel : y a y h ; SEPARATE destroy vessel	flask : a o o a ;
flask : f ; burette : g ; SEPARATE destroy burette	flask : f ;
thermos : v ; cup : c g g ; burette : e v o v ; cup : g h f h f ; SEPARATE destroy thermos	cup : c g g ; burette : e v o v ; cup : g h f h f ;
jug : c f c f g ; burette : y y p b b ; SEPARATE destroy jug	burette : y y p b b ;
vessel : e m ; beaker : b e b v v ; jar : e e ; jar : r o r ; SEPARATE destroy vessel	beaker : b e b v v ; jar : e e ; jar : r o r ;
glass : m d m d ; thermos : v h y v h ; flask : p b p b y ; SEPARATE destroy flask	glass : m d m d ; thermos : v h y v h ;
canister : g c c ; bottle : e o r o ; SEPARATE destroy bottle	canister : g c c ;
bottle : v ; pitcher : y y o d d ; mug : c ; beaker : m r m r ; SEPARATE destroy bottle	pitcher : y y o d d ; mug : c ; beaker : m r m r ;
pitcher : m m ; urn : o ; SEPARATE destroy pitcher	urn : o ;
burette : p p y y e ; urn : a a b y y ; flask : r f r ; decanter : f f ; SEPARATE destroy burette	urn : a a b y y ; flask : r f r ; decanter : f f ;
jar : e ; thermos : o p p o ; SEPARATE destroy thermos	jar : e ;
canister : c p ; vessel : f a f g ; bottle : e g e ; SEPARATE destroy canister	vessel : f a f g ; bottle : e g e ;
decanter : r r v e ; bottle : g g b ; canister : r d ; decanter : r o r ; SEPARATE destroy canister	decanter : r r v e ; bottle : g g b ; decanter : r o r ;
decanter : e ; urn : c ; flagon : p ; decanter : a r d r d ; SEPARATE destroy flagon	decanter : e ; urn : c ; decanter : a r d r d ;
vessel : o o ; decanter : v r r f v ; vessel : p p ; SEPARATE destroy second vessel	vessel : o o ; decanter : v r r f v ;
pitcher : d e d f e ; mug : h h ; SEPARATE destroy mug	pitcher : d e d f e ;
flagon : o b h b h ; jug : g v v g b ; pitcher : a ; jar : f o f o ; SEPARATE destroy jar	flagon : o b h b h ; jug : g v v g b ; pitcher : a ;
beaker : d a d ; pitcher : r r p ; jug : p ; decanter : c c ; SEPARATE destroy jug	beaker : d a d ; pitcher : r r p ; decanter : c c ;
jug : r ; pitcher : y g g ; SEPARATE destroy jug	pitcher : y g g ;
vessel : m a a ; canister : c v d c d ; pitcher : o ; thermos : o o p m p ; SEPARATE destroy thermos	vessel : m a a ; canister : c v d c d ; pitcher : o ;
cup : y y ; vessel : e e ; decanter : h ; SEPARATE destroy decanter	cup : y y ; vessel : e e ;
cup : y ; jar : c e ; cup : y y e g ; mug : b ; SEPARATE destroy jar	cup : y ; cup : y y e g ; mug : b ;
jar : y b y ; burette : c p h ; SEPARATE destroy burette	jar : y b y ;
jug : m o p p o m ; flask : v ; beaker : h ; flagon : m g ; SEPARATE destroy beaker	jug : m o p p o m ; flask : v ; flagon : m g ;
glass : v a p ; flagon : r r f ; SEPARATE destroy glass	flagon : r r f ;
thermos : y r y r o ; jar : r ; urn : m e e p ; SEPARATE destroy urn	thermos : y r y r o ; jar : r ;
pitcher : y y ; cup : h a v v ; SEPARATE destroy pitcher	cup : h a v v ;
mug : a f a c ; flask : r m f ; flask : h ; bottle : f f ; SEPARATE destroy first flask	mug : a f a c ; flask : h ; bottle : f f ;
mug : a ; jar : f f ; SEPARATE destroy jar	mug : a ;
pitcher : r a r g g a ; burette : v ; burette : a a ; SEPARATE destroy pitcher	burette : v ; burette : a a ;
pitcher : r a a ; canister : c c r ; decanter : p p ; jug : h ; SEPARATE destroy jug	pitcher : r a a ; canister : c c r ; decanter : p p ;
thermos : a a r ; bottle : o a h a h ; SEPARATE destroy bottle	thermos : a a r ;
jug : m ; vessel : f f ; decanter : p r p r b ; glass : d d ; SEPARATE destroy glass	jug : m ; vessel : f f ; decanter : p r p r b ;
bottle : d d ; mug : m ; SEPARATE destroy bottle	mug : m ;
jug : y o ; decanter : p c ; SEPARATE destroy decanter	jug : y o ;
bottle : g f o ; mug : o h o v v ; thermos : y y ; SEPARATE destroy bottle	mug : o h o v v ; thermos : y y ;
canister : v ; thermos : c r r ; SEPARATE destroy canister	thermos : c r r ;
flagon : m m ; urn : d ; decanter : a f a f ; jug : g g h h b b ; SEPARATE destroy flagon	urn : d ; decanter : a f a f ; jug : g g h h b b ;
flagon : f b b f h ; flagon : c b b h ; flask : g ; thermos : h h f o o ; SEPARATE destroy first flagon	flagon : c b b h ; flask : g ; thermos : h h f o o ;
beaker : h p h e p ; jug : f y p f p ; jug : y ; beaker : a c c ; SEPARATE destroy first beaker	jug : f y p f p ; jug : y ; beaker : a c c ;
jug : h ; cup : c v v p p ; SEPARATE destroy cup	jug : h ;
cup : a ; cup : g p ; bottle : c f r f c ; urn : h e e h v v ; SEPARATE destroy urn	cup : a ; cup : g p ; bottle : c f r f c ;
vessel : d ; cup : r p p ; flask : e e m ; jug : e p p f ; SEPARATE destroy vessel	cup : r p p ; flask : e e m ; jug : e p p f ;
mug : d d f f ; canister : r r ; decanter : c o d c d ; SEPARATE destroy canister	mug : d d f f ; decanter : c o d c d ;
pitcher : m h h ; burette : v e e ; vessel : d g d f ; burette : h ; SEPARATE destroy first burette	pitcher : m h h ; vessel : d g d f ; burette : h ;
jug : a c v c v ; jar : g r d d r ; SEPARATE destroy jar	jug : a c v c v ;
jug : y ; beaker : b b ; SEPARATE destroy beaker	jug : y ;
jug : y y ; burette : d o o ; SEPARATE destroy burette	jug : y y ;
jug : y b m b ; cup : o m o b m ; pitcher : m m h o h ; flask : h v c c v ; SEPARATE destroy cup	jug : y b m b ; pitcher : m m h o h ; flask : h v c c v ;
decanter : v v ; thermos : v c v ; SEPARATE destroy thermos	decanter : v v ;
vessel : r r e e ; bottle : o o a g ; SEPARATE destroy vessel	bottle : o o a g ;
bottle : f ; burette : h ; glass : f e r f e ; SEPARATE destroy glass	bottle : f ; burette : h ;
pitcher : b m m ; beaker : d h d e e ; flagon : v g g v m ; beaker : e e ; SEPARATE destroy pitcher	beaker : d h d e e ; flagon : v g g v m ; beaker : e e ;
decanter : p r p r ; urn : v m m v e ; burette : p f h h ; SEPARATE destroy burette	decanter : p r p r ; urn : v m m v e ;
vessel : b m m e e ; pitcher : e e r r ; pitcher : v ; canister : a a v r ; SEPARATE destroy second pitcher	vessel : b m m e e ; pitcher : e e r r ; canister : a a v r ;
burette : d a g d a ; glass : p e p b e ; bottle : p c c p ; SEPARATE destroy bottle	burette : d a g d a ; glass : p e p b e ;
cup : v f f v ; cup : o o ; decanter : r r m y ; SEPARATE destroy decanter	cup : v f f v ; cup : o o ;
mug : v v ; canister : h o h o ; mug : d g ; burette : m v m v ; SEPARATE destroy canister	mug : v v ; mug : d g ; burette : m v m v ;
flagon : v v ; canister : e e c c ; SEPARATE destroy canister	flagon : v v ;
decanter : o r b o ; beaker : d m d v v ; glass : r ; glass : o f v f v o ; SEPARATE destroy second glass	decanter : o r b o ; beaker : d m d v v ; glass : r ;
thermos : o ; vessel : c a c a ; flask : v m o m ; thermos : c c h v h ; SEPARATE destroy flask	thermos : o ; vessel : c a c a ; thermos : c c h v h ;
canister : a y a p y ; mug : a a ; mug : d m d r m ; SEPARATE destroy second mug	canister : a y a p y ; mug : a a ;
bottle : v y v c ; jug : r r ; burette : o o m c m ; glass : p ; SEPARATE destroy burette	bottle : v y v c ; jug : r r ; glass : p ;
thermos : r g r g ; cup : b g g b ; SEPARATE destroy thermos	cup : b g g b ;
decanter : r c ; jug : m e g m g ; SEPARATE destroy decanter	jug : m e g m g ;
flask : o y o ; thermos : h b c c h ; pitcher : g f f ; SEPARATE destroy flask	thermos : h b c c h ; pitcher : g f f ;
canister : f f p ; urn : f d f ; decanter : v h ; jar : c e e ; SEPARATE destroy decanter	canister : f f p ; urn : f d f ; jar : c e e ;
jug : m a d m d a ; thermos : o o ; SEPARATE destroy thermos	jug : m a d m d a ;
flask : o g h o h ; canister : r r ; SEPARATE destroy canister	flask : o g h o h ;
mug : a d ; beaker : v v ; jug : h ; SEPARATE destroy jug	mug : a d ; beaker : v v ;
jug : d ; decanter : r f m f ; cup : e e ; bottle : g ; SEPARATE destroy jug	decanter : r f m f ; cup : e e ; bottle : g ;
urn : o o ; jug : m m p p ; jar : o c o e c ; flask : b p o o p ; SEPARATE destroy flask	urn : o o ; jug : m m p p ; jar : o c o e c ;
decanter : y y m g m ; bottle : r m m a ; jug : p v c v ; vessel : y y ; SEPARATE destroy bottle	decanter : y y m g m ; jug : p v c v ; vessel : y y ;
burette : h p e e ; urn : g ; jug : a v a c ; SEPARATE destroy urn	burette : h p e e ; jug : a v a c ;
beaker : r a r a p ; flagon : a a ; canister : h e e ; SEPARATE destroy canister	beaker : r a r a p ; flagon : a a ;
cup : c o o ; glass : o o p r ; bottle : g g ; pitcher : f ; SEPARATE destroy cup	glass : o o p r ; bottle : g g ; pitcher : f ;
beaker : r o v ; flagon : e m ; SEPARATE destroy beaker	flagon : e m ;
jug : v v ; burette : o o ; pitcher : v g ; beaker : v ; SEPARATE destroy beaker	jug : v v ; burette : o o ; pitcher : v g ;
mug : m m a ; flagon : a a ; canister : m ; urn : g g ; SEPARATE destroy flagon	mug : m m a ; canister : m ; urn : g g ;
flask : p e ; urn : g p y ; canister : a a ; flagon : a f ; SEPARATE destroy canister	flask : p e ; urn : g p y ; flagon : a f ;
flask : f f ; flask : b g o b o ; decanter : o o d g d ; SEPARATE destroy decanter	flask : f f ; flask : b g o b o ;
bottle : c d v ; flask : e y y ; SEPARATE destroy flask	bottle : c d v ;
pitcher : f g v f ; burette : c ; canister : c v c y v ; SEPARATE destroy pitcher	burette : c ; canister : c v c y v ;
jug : o c c o ; beaker : v g ; beaker : b m ; beaker : o v o m ; SEPARATE destroy jug	beaker : v g ; beaker : b m ; beaker : o v o m ;
beaker : r r p d d p ; decanter : f f e e ; decanter : r r ; SEPARATE destroy last decanter	beaker : r r p d d p ; decanter : f f e e ;
burette : o ; decanter : o e o f e f ; mug : c b c ; canister : f o ; SEPARATE destroy mug	burette : o ; decanter : o e o f e f ; canister : f o ;
decanter : g h h ; canister : c ; thermos : v ; SEPARATE destroy thermos	decanter : g h h ; canister : c ;
urn : f m f ; flagon : v v ; pitcher : a a ; SEPARATE destroy pitcher	urn : f m f ; flagon : v v ;
decanter : y d y ; burette : r o v ; flask : y y a c a ; SEPARATE destroy flask	decanter : y d y ; burette : r o v ;
burette : p ; beaker : v v f f ; flagon : o o ; SEPARATE destroy burette	beaker : v v f f ; flagon : o o ;
thermos : b o m ; jar : y r ; SEPARATE destroy thermos	jar : y r ;
mug : d h c ; pitcher : y ; SEPARATE destroy pitcher	mug : d h c ;
flask : c b b ; glass : e e ; SEPARATE destroy flask	glass : e e ;
bottle : f f h ; flask : b b ; vessel : y f f h ; SEPARATE destroy flask	bottle : f f h ; vessel : y f f h ;
vessel : f h h m m ; beaker : y y e p ; beaker : m a e e m a ; SEPARATE destroy second beaker	vessel : f h h m m ; beaker : y y e p ;
burette : m ; pitcher : d m ; flask : m m ; mug : c c ; SEPARATE destroy flask	burette : m ; pitcher : d m ; mug : c c ;
beaker : d g a d ; pitcher : o d d ; beaker : c ; beaker : y ; SEPARATE destroy last beaker	beaker : d g a d ; pitcher : o d d ; beaker : c ;
cup : b a a ; glass : v v ; SEPARATE destroy cup	glass : v v ;
burette : v v ; canister : b m d ; canister : g g f f ; SEPARATE destroy last canister	burette : v v ; canister : b m d ;
glass : m v d d m v ; cup : v b b h v ; urn : y g y ; vessel : a a p p c ; SEPARATE destroy glass	cup : v b b h v ; urn : y g y ; vessel : a a p p c ;
bottle : b ; beaker : c e c a a ; cup : v v ; SEPARATE destroy bottle	beaker : c e c a a ; cup : v v ;
burette : v ; mug : a a b m m ; burette : c a a m c ; mug : a ; SEPARATE destroy first burette	mug : a a b m m ; burette : c a a m c ; mug : a ;
decanter : r r e v ; glass : y g y g ; SEPARATE destroy glass	decanter : r r e v ;
bottle : m ; flask : h m m ; jar : p a a f ; urn : r f ; SEPARATE destroy jar	bottle : m ; flask : h m m ; urn : r f ;
pitcher : m ; urn : r f r f ; thermos : g e d e ; SEPARATE destroy urn	pitcher : m ; thermos : g e d e ;
